cohort,gene_symbol,hedges_g,variance
GSE96804,CAPN14,0.38498557151188284,0.07564629382000115
GSE96804,CAPN2,-0.3588311591865066,0.07548142865500794
GSE96804,CAPN3,-0.5963093787242808,0.07740367504781646
GSE96804,CAPN5,-0.7279532182171773,0.07888105651186907
GSE96804,CAPN6,1.0673269288749665,0.08404436909821586
GSE96804,CAPN7,0.2987479197062386,0.07514660254251364
GSE96804,CAPN8,0.49642138039131267,0.07647866921523239
GSE96804,CAPN9,-0.1886831685454113,0.07469195015745882
GSE96804,CAPNS1,-0.8701185143463285,0.08080639838555989
GSE96804,CAPNS2,0.10138330069720868,0.0744773504588819
GSE96804,CASK,0.5491722955461215,0.07694609314138307
GSE96804,CASP3,1.9935822116642095,0.10807134589111667
GSE96804,CAST,-0.35490256964601097,0.07545766622397582
GSE96804,CAV1,1.1315250828418315,0.08524065926769507
GSE96804,CBL,-0.8194001510241525,0.0800802151524255
GSE96804,CCL1,0.3365208365204429,0.0753499580839002
GSE96804,CCL11,1.018918909356358,0.08318851291806571
GSE96804,CCL13,0.7458170769170565,0.07910416858227887
GSE96804,CCL16,0.23174528434439737,0.07484537845172602
GSE96804,CCL17,0.6277382847306642,0.0777296960559695
GSE96804,CCL19,0.9820522892638065,0.08256335151979735
GSE96804,CCL2,1.0488932486316778,0.08371377819926203
GSE96804,CCL20,0.04188910549440261,0.07440511421734683
GSE96804,CCL21,1.3135005867994787,0.08901129298313881
GSE96804,CCL22,0.47864710075628425,0.07633179514873052
GSE96804,CCL25,0.14472329632202155,0.07456774248293319
GSE96804,CCL27,-0.05386041702495743,0.07441482817805006
GSE96804,CCL28,0.19882940448707345,0.07472527044556346
GSE96804,CCL5,-0.3619792806416247,0.07550065915340366
GSE96804,CCL7,0.3654225072723124,0.07552188465516091
GSE96804,CCNC,1.0921463428779041,0.08449857978601173
GSE96804,CCNK,0.5060921367123501,0.076560830773982
GSE96804,CCNT1,-1.1339529357701603,0.08528727153414889
GSE96804,CCNT2,2.026027006177317,0.10917656110379345
GSE96804,CCR1,-0.10445387037279961,0.07448270670782764
GSE96804,CCR10,0.7686915432059024,0.07939775821257691
GSE96804,CCR2,0.7159868043060337,0.07873462613922179
GSE96804,CCR3,-0.36882172112262873,0.07554303595304798
GSE96804,CCR4,0.21615682936183042,0.0747862080963353
GSE96804,CCR5,0.6239201117776219,0.07768919564718987
GSE96804,CCR6,0.20648708198788535,0.07475157369081081
GSE96804,CCR7,0.4594202276621985,0.07617894683112704
GSE96804,CCR8,0.40382465009956575,0.07577222990267662
GSE96804,CCR9,0.04884107645761622,0.07441045958675714
GSE96804,CD151,-0.6740291716859275,0.07824037376924933
GSE96804,CD177,-1.1946027946623414,0.08648410692799051
GSE96804,CD19,0.7737392396676273,0.07946373891092579
GSE96804,CD2,0.5311836278754243,0.07678139683907374
GSE96804,CD244,0.24807099265003027,0.07491176269391675
GSE96804,CD44,0.9185749238885939,0.08154092094309102
GSE96804,CD46,0.07712158355352848,0.07444064846726786
GSE96804,CD47,0.03745005365258023,0.07440212955090157
GSE96804,CD48,0.5900150256414356,0.07734039416076668
GSE96804,CD55,0.014997796736828493,0.07439215012198952
GSE96804,CD58,1.9174289138652671,0.10554730864588426
GSE96804,CD74,-0.19789555238492762,0.07472213076391136
