dataset,sample_1,sample_2,pearson_correlation
GSE96804,GSM2544283,GSM2544316,0.8829360745353484
GSE96804,GSM2544283,GSM2544317,0.8845790954586344
GSE96804,GSM2544283,GSM2544318,0.860101977088818
GSE96804,GSM2544283,GSM2544319,0.8766369577121897
GSE96804,GSM2544283,GSM2544320,0.8069305685194449
GSE96804,GSM2544283,GSM2544321,0.8720206415001114
GSE96804,GSM2544283,GSM2544322,0.855520848588756
GSE96804,GSM2544283,GSM2544323,0.9026090097472205
GSE96804,GSM2544283,GSM2544324,0.8545702350634116
GSE96804,GSM2544283,GSM2544325,0.89268310912875
GSE96804,GSM2544283,GSM2544326,0.8134969516241356
GSE96804,GSM2544283,GSM2544327,0.8640885170080007
GSE96804,GSM2544283,GSM2544328,0.8686601176382914
GSE96804,GSM2544283,GSM2544329,0.8654253421498258
GSE96804,GSM2544283,GSM2544330,0.8808118441578591
GSE96804,GSM2544283,GSM2544331,0.8901548941577472
GSE96804,GSM2544283,GSM2544332,0.8532416857987194
GSE96804,GSM2544283,GSM2544333,0.8738948391362777
GSE96804,GSM2544283,GSM2544334,0.8502342034341895
GSE96804,GSM2544283,GSM2544335,0.8743431344124936
GSE96804,GSM2544284,GSM2544285,0.9155499702955563
GSE96804,GSM2544284,GSM2544286,0.9036075057391383
GSE96804,GSM2544284,GSM2544287,0.9318827808835553
GSE96804,GSM2544284,GSM2544288,0.8899962256988252
GSE96804,GSM2544284,GSM2544289,0.8957251379950862
GSE96804,GSM2544284,GSM2544290,0.8558874944857915
GSE96804,GSM2544284,GSM2544291,0.8909891822871555
GSE96804,GSM2544284,GSM2544292,0.9342899149133665
GSE96804,GSM2544284,GSM2544293,0.6661634454087513
GSE96804,GSM2544284,GSM2544294,0.8712776292305956
GSE96804,GSM2544284,GSM2544295,0.8661746759382182
GSE96804,GSM2544284,GSM2544296,0.7574458103429211
GSE96804,GSM2544284,GSM2544297,0.9298498194206772
GSE96804,GSM2544284,GSM2544298,0.8338459554577043
GSE96804,GSM2544284,GSM2544299,0.6100452032908292
GSE96804,GSM2544284,GSM2544300,0.8818827947245187
GSE96804,GSM2544284,GSM2544301,0.8018801283174392
GSE96804,GSM2544284,GSM2544302,0.8248485828235543
GSE96804,GSM2544284,GSM2544303,0.8883360889075589
GSE96804,GSM2544284,GSM2544304,0.5342411406994616
GSE96804,GSM2544284,GSM2544305,0.8079353976932202
GSE96804,GSM2544284,GSM2544306,0.5881067973388929
GSE96804,GSM2544284,GSM2544307,0.8519185857098477
GSE96804,GSM2544284,GSM2544308,0.608687244917411
GSE96804,GSM2544284,GSM2544309,0.7163577656608534
GSE96804,GSM2544284,GSM2544310,0.8049713195564533
GSE96804,GSM2544284,GSM2544311,0.7294672573876085
GSE96804,GSM2544284,GSM2544312,0.8359557670355222
GSE96804,GSM2544284,GSM2544313,0.8741218987259571
GSE96804,GSM2544284,GSM2544314,0.8097253152128403
GSE96804,GSM2544284,GSM2544315,0.9463108810405212
GSE96804,GSM2544284,GSM2544316,0.8934841886714402
GSE96804,GSM2544284,GSM2544317,0.8917332981747879
GSE96804,GSM2544284,GSM2544318,0.9013524886817502
GSE96804,GSM2544284,GSM2544319,0.9290388309275058
GSE96804,GSM2544284,GSM2544320,0.8643655014029091
GSE96804,GSM2544284,GSM2544321,0.9226407987867649
GSE96804,GSM2544284,GSM2544322,0.8853169822351873
GSE96804,GSM2544284,GSM2544323,0.9234411575125603
GSE96804,GSM2544284,GSM2544324,0.9163221399836147
GSE96804,GSM2544284,GSM2544325,0.9078626887762017
GSE96804,GSM2544284,GSM2544326,0.7896262316349661
GSE96804,GSM2544284,GSM2544327,0.9077140541510657
GSE96804,GSM2544284,GSM2544328,0.9040086316304801
GSE96804,GSM2544284,GSM2544329,0.8873409788475082
GSE96804,GSM2544284,GSM2544330,0.8734205069969729
GSE96804,GSM2544284,GSM2544331,0.9206937005067928
GSE96804,GSM2544284,GSM2544332,0.9141807548783601
GSE96804,GSM2544284,GSM2544333,0.8880298106334437
GSE96804,GSM2544284,GSM2544334,0.9116322986670977
GSE96804,GSM2544284,GSM2544335,0.8947600238130983
GSE96804,GSM2544285,GSM2544286,0.9287752396629054
GSE96804,GSM2544285,GSM2544287,0.9304920154821491
GSE96804,GSM2544285,GSM2544288,0.9036678170711848
GSE96804,GSM2544285,GSM2544289,0.9141651094920158
GSE96804,GSM2544285,GSM2544290,0.9066793979389061
GSE96804,GSM2544285,GSM2544291,0.8923122615299234
GSE96804,GSM2544285,GSM2544292,0.9539830423922805
GSE96804,GSM2544285,GSM2544293,0.6891944326371602
GSE96804,GSM2544285,GSM2544294,0.9231766752260592
GSE96804,GSM2544285,GSM2544295,0.8588659130609776
GSE96804,GSM2544285,GSM2544296,0.8239520695583834
GSE96804,GSM2544285,GSM2544297,0.9099449143435123
GSE96804,GSM2544285,GSM2544298,0.8297408861604356
GSE96804,GSM2544285,GSM2544299,0.6642759239284893
GSE96804,GSM2544285,GSM2544300,0.8794420329677183
GSE96804,GSM2544285,GSM2544301,0.8136765717261453
GSE96804,GSM2544285,GSM2544302,0.8520574488036938
GSE96804,GSM2544285,GSM2544303,0.9349256416015884
GSE96804,GSM2544285,GSM2544304,0.6502524304741977
GSE96804,GSM2544285,GSM2544305,0.8197238312713137
GSE96804,GSM2544285,GSM2544306,0.6361494442583671
GSE96804,GSM2544285,GSM2544307,0.8854427227762417
GSE96804,GSM2544285,GSM2544308,0.7045023858112981
GSE96804,GSM2544285,GSM2544309,0.6840000351351072
GSE96804,GSM2544285,GSM2544310,0.8579021586073413
GSE96804,GSM2544285,GSM2544311,0.7913266723020271
GSE96804,GSM2544285,GSM2544312,0.8524155602697228
GSE96804,GSM2544285,GSM2544313,0.9286255979457634
GSE96804,GSM2544285,GSM2544314,0.8552902193446857
GSE96804,GSM2544285,GSM2544315,0.9477815878608188
GSE96804,GSM2544285,GSM2544316,0.8936474662982633
GSE96804,GSM2544285,GSM2544317,0.8988325839709698
GSE96804,GSM2544285,GSM2544318,0.8785864668743227
GSE96804,GSM2544285,GSM2544319,0.8685864988965623
GSE96804,GSM2544285,GSM2544320,0.7947945376654075
GSE96804,GSM2544285,GSM2544321,0.8938973662762065
GSE96804,GSM2544285,GSM2544322,0.8730695971611637
GSE96804,GSM2544285,GSM2544323,0.8822312016807466
GSE96804,GSM2544285,GSM2544324,0.8651697218413028
GSE96804,GSM2544285,GSM2544325,0.8948624110317972
GSE96804,GSM2544285,GSM2544326,0.7803362464983661
GSE96804,GSM2544285,GSM2544327,0.8846000470076997
GSE96804,GSM2544285,GSM2544328,0.8492205261833187
GSE96804,GSM2544285,GSM2544329,0.8721777856657446
GSE96804,GSM2544285,GSM2544330,0.8900132400709689
GSE96804,GSM2544285,GSM2544331,0.8711867985169527
GSE96804,GSM2544285,GSM2544332,0.8712659728966197
GSE96804,GSM2544285,GSM2544333,0.8780148835927118
GSE96804,GSM2544285,GSM2544334,0.835064888446995
GSE96804,GSM2544285,GSM2544335,0.8840096381604526
GSE96804,GSM2544286,GSM2544287,0.9123180061604043
GSE96804,GSM2544286,GSM2544288,0.8706562045387637
GSE96804,GSM2544286,GSM2544289,0.9118993041062393
GSE96804,GSM2544286,GSM2544290,0.9207006638645339
GSE96804,GSM2544286,GSM2544291,0.9018513239296689
GSE96804,GSM2544286,GSM2544292,0.9008593229196182
GSE96804,GSM2544286,GSM2544293,0.7285615133223309
GSE96804,GSM2544286,GSM2544294,0.9057460770224615
GSE96804,GSM2544286,GSM2544295,0.7771869047555087
GSE96804,GSM2544286,GSM2544296,0.8196902404440644
GSE96804,GSM2544286,GSM2544297,0.8697918188908875
GSE96804,GSM2544286,GSM2544298,0.8453705752008396
GSE96804,GSM2544286,GSM2544299,0.7026183489076475
GSE96804,GSM2544286,GSM2544300,0.8672255065376518
GSE96804,GSM2544286,GSM2544301,0.813012876464044
GSE96804,GSM2544286,GSM2544302,0.8515500875944106
GSE96804,GSM2544286,GSM2544303,0.921344764330097
GSE96804,GSM2544286,GSM2544304,0.6762685450552626
GSE96804,GSM2544286,GSM2544305,0.7810620739472884
GSE96804,GSM2544286,GSM2544306,0.655490291600383
GSE96804,GSM2544286,GSM2544307,0.859784817630417
GSE96804,GSM2544286,GSM2544308,0.720552869495753
GSE96804,GSM2544286,GSM2544309,0.6246235101868619
GSE96804,GSM2544286,GSM2544310,0.8950485695338198
GSE96804,GSM2544286,GSM2544311,0.8090995605773127
GSE96804,GSM2544286,GSM2544312,0.871452213432951
GSE96804,GSM2544286,GSM2544313,0.89514215097098
GSE96804,GSM2544286,GSM2544314,0.8326324084199711
GSE96804,GSM2544286,GSM2544315,0.9150786875116168
GSE96804,GSM2544286,GSM2544316,0.8815552248562112
GSE96804,GSM2544286,GSM2544317,0.8934903798644513
GSE96804,GSM2544286,GSM2544318,0.8830636776276926
GSE96804,GSM2544286,GSM2544319,0.8651027707079731
GSE96804,GSM2544286,GSM2544320,0.8020331369354355
GSE96804,GSM2544286,GSM2544321,0.8694883310463589
GSE96804,GSM2544286,GSM2544322,0.8671011838969642
GSE96804,GSM2544286,GSM2544323,0.8818197073754179
GSE96804,GSM2544286,GSM2544324,0.8396832709715543
GSE96804,GSM2544286,GSM2544325,0.887414573947438
GSE96804,GSM2544286,GSM2544326,0.845027820912241
GSE96804,GSM2544286,GSM2544327,0.8517568432051833
GSE96804,GSM2544286,GSM2544328,0.8609813398203834
GSE96804,GSM2544286,GSM2544329,0.8762075468899551
GSE96804,GSM2544286,GSM2544330,0.8940308376094969
GSE96804,GSM2544286,GSM2544331,0.8782123408106127
GSE96804,GSM2544286,GSM2544332,0.8487620903793044
GSE96804,GSM2544286,GSM2544333,0.8768629709687604
GSE96804,GSM2544286,GSM2544334,0.8377456795025581
GSE96804,GSM2544286,GSM2544335,0.8710539774757488
GSE96804,GSM2544287,GSM2544288,0.9227415293527709
GSE96804,GSM2544287,GSM2544289,0.9496196566943896
GSE96804,GSM2544287,GSM2544290,0.8775028905309183
GSE96804,GSM2544287,GSM2544291,0.9072249824887485
GSE96804,GSM2544287,GSM2544292,0.929205987062333
GSE96804,GSM2544287,GSM2544293,0.7131478595607934
GSE96804,GSM2544287,GSM2544294,0.9003825058921933
GSE96804,GSM2544287,GSM2544295,0.8452143875021496
GSE96804,GSM2544287,GSM2544296,0.8162259819470898
GSE96804,GSM2544287,GSM2544297,0.936311892564036
GSE96804,GSM2544287,GSM2544298,0.8886492926690414
GSE96804,GSM2544287,GSM2544299,0.676157281060451
GSE96804,GSM2544287,GSM2544300,0.915390973392965
GSE96804,GSM2544287,GSM2544301,0.8419554809989602
GSE96804,GSM2544287,GSM2544302,0.8916802038929709
GSE96804,GSM2544287,GSM2544303,0.9331458743426102
GSE96804,GSM2544287,GSM2544304,0.6492734105076664
GSE96804,GSM2544287,GSM2544305,0.8326752683819517
GSE96804,GSM2544287,GSM2544306,0.682757540054013
GSE96804,GSM2544287,GSM2544307,0.8887818459223945
GSE96804,GSM2544287,GSM2544308,0.695923983107744
GSE96804,GSM2544287,GSM2544309,0.7211295232292251
GSE96804,GSM2544287,GSM2544310,0.8412302878055828
GSE96804,GSM2544287,GSM2544311,0.8087573083979744
GSE96804,GSM2544287,GSM2544312,0.8499276515918197
GSE96804,GSM2544287,GSM2544313,0.9072101662825912
GSE96804,GSM2544287,GSM2544314,0.8493422948949991
GSE96804,GSM2544287,GSM2544315,0.9363673716140388
GSE96804,GSM2544287,GSM2544316,0.9090419850347801
GSE96804,GSM2544287,GSM2544317,0.9202004825571872
GSE96804,GSM2544287,GSM2544318,0.9135271781666012
GSE96804,GSM2544287,GSM2544319,0.8988586785229866
GSE96804,GSM2544287,GSM2544320,0.8456072881195494
GSE96804,GSM2544287,GSM2544321,0.9239016472223395
GSE96804,GSM2544287,GSM2544322,0.911763099147471
GSE96804,GSM2544287,GSM2544323,0.9079184232323279
GSE96804,GSM2544287,GSM2544324,0.9084441928681197
GSE96804,GSM2544287,GSM2544325,0.9298004126382413
GSE96804,GSM2544287,GSM2544326,0.8376444729203203
GSE96804,GSM2544287,GSM2544327,0.9078663423809277
GSE96804,GSM2544287,GSM2544328,0.8915976384428499
GSE96804,GSM2544287,GSM2544329,0.9036782293625473
GSE96804,GSM2544287,GSM2544330,0.9149478924788328
GSE96804,GSM2544287,GSM2544331,0.8979030721129986
GSE96804,GSM2544287,GSM2544332,0.9037367687893172
GSE96804,GSM2544287,GSM2544333,0.9077667218420745
GSE96804,GSM2544287,GSM2544334,0.8832020896528915
GSE96804,GSM2544287,GSM2544335,0.9159166339993092
GSE96804,GSM2544288,GSM2544289,0.9123051544941523
GSE96804,GSM2544288,GSM2544290,0.8445310089546098
GSE96804,GSM2544288,GSM2544291,0.9120943215108371
GSE96804,GSM2544288,GSM2544292,0.8938358630769869
GSE96804,GSM2544288,GSM2544293,0.7355964283991432
GSE96804,GSM2544288,GSM2544294,0.8619655981435719
GSE96804,GSM2544288,GSM2544295,0.8428222393455407
GSE96804,GSM2544288,GSM2544296,0.7928449165746558
GSE96804,GSM2544288,GSM2544297,0.9413226666640027
GSE96804,GSM2544288,GSM2544298,0.8651143262735387
GSE96804,GSM2544288,GSM2544299,0.7166154989507968
GSE96804,GSM2544288,GSM2544300,0.8795400565745537
GSE96804,GSM2544288,GSM2544301,0.8453545253139086
GSE96804,GSM2544288,GSM2544302,0.9003959413758694
GSE96804,GSM2544288,GSM2544303,0.8839044974655822
GSE96804,GSM2544288,GSM2544304,0.7200569084319796
GSE96804,GSM2544288,GSM2544305,0.8423951456513425
GSE96804,GSM2544288,GSM2544306,0.747857386902511
GSE96804,GSM2544288,GSM2544307,0.866345061793168
GSE96804,GSM2544288,GSM2544308,0.7547292594904093
GSE96804,GSM2544288,GSM2544309,0.7768353335964038
GSE96804,GSM2544288,GSM2544310,0.8105129577461871
GSE96804,GSM2544288,GSM2544311,0.8223531317021125
GSE96804,GSM2544288,GSM2544312,0.835786041549315
GSE96804,GSM2544288,GSM2544313,0.9017106626855894
GSE96804,GSM2544288,GSM2544314,0.8612821429483033
GSE96804,GSM2544288,GSM2544315,0.8937474550488316
GSE96804,GSM2544288,GSM2544316,0.8460120980905712
GSE96804,GSM2544288,GSM2544317,0.8674091875499326
GSE96804,GSM2544288,GSM2544318,0.8528860929405702
GSE96804,GSM2544288,GSM2544319,0.8402418600441149
GSE96804,GSM2544288,GSM2544320,0.831043285720532
GSE96804,GSM2544288,GSM2544321,0.8730078753640652
GSE96804,GSM2544288,GSM2544322,0.8507376990102463
GSE96804,GSM2544288,GSM2544323,0.868079289922066
GSE96804,GSM2544288,GSM2544324,0.8554564144927996
GSE96804,GSM2544288,GSM2544325,0.8628103324883554
GSE96804,GSM2544288,GSM2544326,0.8168409976201947
GSE96804,GSM2544288,GSM2544327,0.8586414544635733
GSE96804,GSM2544288,GSM2544328,0.8377799370011914
GSE96804,GSM2544288,GSM2544329,0.8461163793531662
GSE96804,GSM2544288,GSM2544330,0.8561933653508764
GSE96804,GSM2544288,GSM2544331,0.8394787403942328
GSE96804,GSM2544288,GSM2544332,0.8481886393342873
GSE96804,GSM2544288,GSM2544333,0.8425506048055272
GSE96804,GSM2544288,GSM2544334,0.8512848738330888
GSE96804,GSM2544288,GSM2544335,0.8586110293100181
GSE96804,GSM2544289,GSM2544290,0.8853488722138542
GSE96804,GSM2544289,GSM2544291,0.9034526115534142
GSE96804,GSM2544289,GSM2544292,0.8959068805071504
GSE96804,GSM2544289,GSM2544293,0.7121868376160227
GSE96804,GSM2544289,GSM2544294,0.8836906459875706
GSE96804,GSM2544289,GSM2544295,0.8089457078959663
GSE96804,GSM2544289,GSM2544296,0.8160393038176842
GSE96804,GSM2544289,GSM2544297,0.9190719514225429
GSE96804,GSM2544289,GSM2544298,0.877979688925928
GSE96804,GSM2544289,GSM2544299,0.6906436573325049
GSE96804,GSM2544289,GSM2544300,0.905268648352619
GSE96804,GSM2544289,GSM2544301,0.8342934095173815
GSE96804,GSM2544289,GSM2544302,0.8916590315157245
GSE96804,GSM2544289,GSM2544303,0.9345781733411074
GSE96804,GSM2544289,GSM2544304,0.6810923189679847
GSE96804,GSM2544289,GSM2544305,0.8031632837111435
GSE96804,GSM2544289,GSM2544306,0.699938975995237
GSE96804,GSM2544289,GSM2544307,0.868590587980768
GSE96804,GSM2544289,GSM2544308,0.7384584053808264
GSE96804,GSM2544289,GSM2544309,0.6760312135929469
GSE96804,GSM2544289,GSM2544310,0.8519725922760771
GSE96804,GSM2544289,GSM2544311,0.810992991414613
GSE96804,GSM2544289,GSM2544312,0.8366528790265935
GSE96804,GSM2544289,GSM2544313,0.88845663436749
GSE96804,GSM2544289,GSM2544314,0.841859129060317
GSE96804,GSM2544289,GSM2544315,0.9155102917102255
GSE96804,GSM2544289,GSM2544316,0.8994103119159612
GSE96804,GSM2544289,GSM2544317,0.9187428573442648
GSE96804,GSM2544289,GSM2544318,0.8843275500266562
GSE96804,GSM2544289,GSM2544319,0.8676288179590823
GSE96804,GSM2544289,GSM2544320,0.823579109573078
GSE96804,GSM2544289,GSM2544321,0.9040718388688188
GSE96804,GSM2544289,GSM2544322,0.8968542465035275
GSE96804,GSM2544289,GSM2544323,0.9012407675127622
GSE96804,GSM2544289,GSM2544324,0.884222640966141
GSE96804,GSM2544289,GSM2544325,0.9250721498502608
GSE96804,GSM2544289,GSM2544326,0.8637773936607057
GSE96804,GSM2544289,GSM2544327,0.8767081021142665
GSE96804,GSM2544289,GSM2544328,0.8861443298157379
GSE96804,GSM2544289,GSM2544329,0.8921547013940823
GSE96804,GSM2544289,GSM2544330,0.9152632790359236
GSE96804,GSM2544289,GSM2544331,0.8846605846697854
GSE96804,GSM2544289,GSM2544332,0.8776303284833559
GSE96804,GSM2544289,GSM2544333,0.901319893824669
GSE96804,GSM2544289,GSM2544334,0.8646209861000995
GSE96804,GSM2544289,GSM2544335,0.8881001118785354
GSE96804,GSM2544290,GSM2544291,0.9070787848847441
GSE96804,GSM2544290,GSM2544292,0.8790825985712104
GSE96804,GSM2544290,GSM2544293,0.7908862822991881
GSE96804,GSM2544290,GSM2544294,0.9033736755826499
GSE96804,GSM2544290,GSM2544295,0.8102133498543086
GSE96804,GSM2544290,GSM2544296,0.8843387246340508
GSE96804,GSM2544290,GSM2544297,0.8401112843207243
GSE96804,GSM2544290,GSM2544298,0.8090798410680924
GSE96804,GSM2544290,GSM2544299,0.7731391341413136
GSE96804,GSM2544290,GSM2544300,0.8594788951681566
GSE96804,GSM2544290,GSM2544301,0.8235462287420714
GSE96804,GSM2544290,GSM2544302,0.86441447347362
GSE96804,GSM2544290,GSM2544303,0.9129193956665868
GSE96804,GSM2544290,GSM2544304,0.7601721689125535
GSE96804,GSM2544290,GSM2544305,0.8094194516849381
GSE96804,GSM2544290,GSM2544306,0.7271557816568678
GSE96804,GSM2544290,GSM2544307,0.8924384415830041
GSE96804,GSM2544290,GSM2544308,0.7931731124943071
GSE96804,GSM2544290,GSM2544309,0.660445050190721
GSE96804,GSM2544290,GSM2544310,0.9336874695218949
GSE96804,GSM2544290,GSM2544311,0.841177929315577
GSE96804,GSM2544290,GSM2544312,0.8910562691887686
GSE96804,GSM2544290,GSM2544313,0.8924779570436243
GSE96804,GSM2544290,GSM2544314,0.877624161003411
GSE96804,GSM2544290,GSM2544315,0.8714519519306289
GSE96804,GSM2544290,GSM2544316,0.8402083830231952
GSE96804,GSM2544290,GSM2544317,0.8432724752645742
GSE96804,GSM2544290,GSM2544318,0.8052297034209024
GSE96804,GSM2544290,GSM2544319,0.8081199367999112
GSE96804,GSM2544290,GSM2544320,0.7428076499609279
GSE96804,GSM2544290,GSM2544321,0.8070348029600636
GSE96804,GSM2544290,GSM2544322,0.7917486363822321
GSE96804,GSM2544290,GSM2544323,0.8316597037114127
GSE96804,GSM2544290,GSM2544324,0.7747321106218962
GSE96804,GSM2544290,GSM2544325,0.8287333161160908
GSE96804,GSM2544290,GSM2544326,0.7954611266028263
GSE96804,GSM2544290,GSM2544327,0.8101202015761884
GSE96804,GSM2544290,GSM2544328,0.8091554111179537
GSE96804,GSM2544290,GSM2544329,0.8086157645921217
GSE96804,GSM2544290,GSM2544330,0.8397817716568073
GSE96804,GSM2544290,GSM2544331,0.8258179233093284
GSE96804,GSM2544290,GSM2544332,0.7670683111602056
GSE96804,GSM2544290,GSM2544333,0.820113776274826
GSE96804,GSM2544290,GSM2544334,0.7697869007743305
GSE96804,GSM2544290,GSM2544335,0.8008176125593851
GSE96804,GSM2544291,GSM2544292,0.8858577189201149
GSE96804,GSM2544291,GSM2544293,0.755560466774435
GSE96804,GSM2544291,GSM2544294,0.8670924844862388
GSE96804,GSM2544291,GSM2544295,0.8084063511525632
GSE96804,GSM2544291,GSM2544296,0.8109392125584527
GSE96804,GSM2544291,GSM2544297,0.9120300969275973
GSE96804,GSM2544291,GSM2544298,0.8370096546542111
GSE96804,GSM2544291,GSM2544299,0.7420969312118243
GSE96804,GSM2544291,GSM2544300,0.8628992586158432
GSE96804,GSM2544291,GSM2544301,0.8163486278648716
GSE96804,GSM2544291,GSM2544302,0.8825409571307528
GSE96804,GSM2544291,GSM2544303,0.8994951803541217
GSE96804,GSM2544291,GSM2544304,0.7420152099781303
GSE96804,GSM2544291,GSM2544305,0.8193867915189335
GSE96804,GSM2544291,GSM2544306,0.7577457927041354
GSE96804,GSM2544291,GSM2544307,0.8635844761642261
GSE96804,GSM2544291,GSM2544308,0.7632520973899617
GSE96804,GSM2544291,GSM2544309,0.725600196520177
GSE96804,GSM2544291,GSM2544310,0.8714101310018004
GSE96804,GSM2544291,GSM2544311,0.8154988917371717
GSE96804,GSM2544291,GSM2544312,0.8479260960360272
GSE96804,GSM2544291,GSM2544313,0.8659668091674323
GSE96804,GSM2544291,GSM2544314,0.8367680178580162
GSE96804,GSM2544291,GSM2544315,0.8910132924837487
GSE96804,GSM2544291,GSM2544316,0.8331891641416714
GSE96804,GSM2544291,GSM2544317,0.8394469212948438
GSE96804,GSM2544291,GSM2544318,0.8108200356277989
GSE96804,GSM2544291,GSM2544319,0.8228206219181644
GSE96804,GSM2544291,GSM2544320,0.7849667951808003
GSE96804,GSM2544291,GSM2544321,0.8258127799139648
GSE96804,GSM2544291,GSM2544322,0.8179674590170298
GSE96804,GSM2544291,GSM2544323,0.8663238195949259
GSE96804,GSM2544291,GSM2544324,0.8069784014936229
GSE96804,GSM2544291,GSM2544325,0.8411228892956426
GSE96804,GSM2544291,GSM2544326,0.8256839404581194
GSE96804,GSM2544291,GSM2544327,0.8194930273685648
GSE96804,GSM2544291,GSM2544328,0.8284818784445406
GSE96804,GSM2544291,GSM2544329,0.8142101597365246
GSE96804,GSM2544291,GSM2544330,0.8394247628759856
GSE96804,GSM2544291,GSM2544331,0.8348984723156399
GSE96804,GSM2544291,GSM2544332,0.8016402929567144
GSE96804,GSM2544291,GSM2544333,0.8165899894348928
GSE96804,GSM2544291,GSM2544334,0.8209582981604114
GSE96804,GSM2544291,GSM2544335,0.8157241191815415
GSE96804,GSM2544292,GSM2544293,0.6434124268495189
GSE96804,GSM2544292,GSM2544294,0.9147575375617912
GSE96804,GSM2544292,GSM2544295,0.8625150001606015
GSE96804,GSM2544292,GSM2544296,0.7786796677701683
GSE96804,GSM2544292,GSM2544297,0.9196153848876996
GSE96804,GSM2544292,GSM2544298,0.7990846440923834
GSE96804,GSM2544292,GSM2544299,0.6060358615647656
GSE96804,GSM2544292,GSM2544300,0.869110019904927
GSE96804,GSM2544292,GSM2544301,0.777712070608229
GSE96804,GSM2544292,GSM2544302,0.8149982206123669
GSE96804,GSM2544292,GSM2544303,0.9014755334640271
GSE96804,GSM2544292,GSM2544304,0.5870142308094329
GSE96804,GSM2544292,GSM2544305,0.7993620946413581
GSE96804,GSM2544292,GSM2544306,0.5860105670891029
GSE96804,GSM2544292,GSM2544307,0.8554001831187408
GSE96804,GSM2544292,GSM2544308,0.6358925329646895
GSE96804,GSM2544292,GSM2544309,0.6759958629464746
GSE96804,GSM2544292,GSM2544310,0.8074813405177441
GSE96804,GSM2544292,GSM2544311,0.7374996452795017
GSE96804,GSM2544292,GSM2544312,0.8154768581539831
GSE96804,GSM2544292,GSM2544313,0.8973693142027593
GSE96804,GSM2544292,GSM2544314,0.8194147239719675
GSE96804,GSM2544292,GSM2544315,0.9549334647738904
GSE96804,GSM2544292,GSM2544316,0.886036079523052
GSE96804,GSM2544292,GSM2544317,0.8912530889097469
GSE96804,GSM2544292,GSM2544318,0.8824497992300026
GSE96804,GSM2544292,GSM2544319,0.8826009626650256
GSE96804,GSM2544292,GSM2544320,0.8117711553218697
GSE96804,GSM2544292,GSM2544321,0.9057221933130468
GSE96804,GSM2544292,GSM2544322,0.8733717078913369
GSE96804,GSM2544292,GSM2544323,0.8876333556811943
GSE96804,GSM2544292,GSM2544324,0.8862502856807333
GSE96804,GSM2544292,GSM2544325,0.8910698068543078
GSE96804,GSM2544292,GSM2544326,0.7557094771316352
GSE96804,GSM2544292,GSM2544327,0.888534415820982
GSE96804,GSM2544292,GSM2544328,0.8486117662349535
GSE96804,GSM2544292,GSM2544329,0.8779583899975673
GSE96804,GSM2544292,GSM2544330,0.8824744039528103
GSE96804,GSM2544292,GSM2544331,0.8680194207202292
GSE96804,GSM2544292,GSM2544332,0.888091099807034
GSE96804,GSM2544292,GSM2544333,0.8734791302792588
GSE96804,GSM2544292,GSM2544334,0.8558169858504823
GSE96804,GSM2544292,GSM2544335,0.9001117221558568
GSE96804,GSM2544293,GSM2544294,0.7077265771293034
GSE96804,GSM2544293,GSM2544295,0.7427748874243184
GSE96804,GSM2544293,GSM2544296,0.8950221648600752
GSE96804,GSM2544293,GSM2544297,0.6992144670150082
GSE96804,GSM2544293,GSM2544298,0.8127015294863179
GSE96804,GSM2544293,GSM2544299,0.9011090690817644
GSE96804,GSM2544293,GSM2544300,0.7707595146600713
GSE96804,GSM2544293,GSM2544301,0.8719425350283189
GSE96804,GSM2544293,GSM2544302,0.8312251491020515
GSE96804,GSM2544293,GSM2544303,0.7519813013903427
GSE96804,GSM2544293,GSM2544304,0.8270136643181277
GSE96804,GSM2544293,GSM2544305,0.8405777752796926
GSE96804,GSM2544293,GSM2544306,0.8575985245669141
GSE96804,GSM2544293,GSM2544307,0.8364281341334158
GSE96804,GSM2544293,GSM2544308,0.8525806738285183
GSE96804,GSM2544293,GSM2544309,0.786514306399936
GSE96804,GSM2544293,GSM2544310,0.8301942869794953
GSE96804,GSM2544293,GSM2544311,0.8812156057656156
GSE96804,GSM2544293,GSM2544312,0.8695164241819628
GSE96804,GSM2544293,GSM2544313,0.7719730708178271
GSE96804,GSM2544293,GSM2544314,0.873707897591916
GSE96804,GSM2544293,GSM2544315,0.6482413852846006
GSE96804,GSM2544293,GSM2544316,0.6412096208119998
GSE96804,GSM2544293,GSM2544317,0.6620140615222662
GSE96804,GSM2544293,GSM2544318,0.6427101398144656
GSE96804,GSM2544293,GSM2544319,0.6271419702924124
GSE96804,GSM2544293,GSM2544320,0.6554862717385579
GSE96804,GSM2544293,GSM2544321,0.6329014840528684
GSE96804,GSM2544293,GSM2544322,0.6187800121795007
GSE96804,GSM2544293,GSM2544323,0.6533795459999221
GSE96804,GSM2544293,GSM2544324,0.6041691920622836
GSE96804,GSM2544293,GSM2544325,0.6343279012567109
GSE96804,GSM2544293,GSM2544326,0.6971480085507394
GSE96804,GSM2544293,GSM2544327,0.6708945410131899
GSE96804,GSM2544293,GSM2544328,0.6623566816213576
GSE96804,GSM2544293,GSM2544329,0.6278160599942673
GSE96804,GSM2544293,GSM2544330,0.646333338464534
GSE96804,GSM2544293,GSM2544331,0.6732039016167156
GSE96804,GSM2544293,GSM2544332,0.5912185169867106
GSE96804,GSM2544293,GSM2544333,0.641170613225378
