dataset,sample_1,sample_2,pearson_correlation
GSE96804,GSM2544275,GSM2544276,0.8194338512178762
GSE96804,GSM2544275,GSM2544277,0.8960510952281627
GSE96804,GSM2544275,GSM2544278,0.8872801375535806
GSE96804,GSM2544275,GSM2544279,0.8627746877249198
GSE96804,GSM2544275,GSM2544280,0.8941652649462352
GSE96804,GSM2544275,GSM2544281,0.9229739602106304
GSE96804,GSM2544275,GSM2544282,0.8471667582565054
GSE96804,GSM2544275,GSM2544283,0.8991865266680015
GSE96804,GSM2544275,GSM2544284,0.9110373418642093
GSE96804,GSM2544275,GSM2544285,0.8990170430805999
GSE96804,GSM2544275,GSM2544286,0.9104060396218256
GSE96804,GSM2544275,GSM2544287,0.9161881328979854
GSE96804,GSM2544275,GSM2544288,0.8727964917653835
GSE96804,GSM2544275,GSM2544289,0.9002831711932795
GSE96804,GSM2544275,GSM2544290,0.9005371877394861
GSE96804,GSM2544275,GSM2544291,0.8807923233204511
GSE96804,GSM2544275,GSM2544292,0.8825383067441446
GSE96804,GSM2544275,GSM2544293,0.7968403667551736
GSE96804,GSM2544275,GSM2544294,0.867267336553591
GSE96804,GSM2544275,GSM2544295,0.8680572505588717
GSE96804,GSM2544275,GSM2544296,0.8675300043830004
GSE96804,GSM2544275,GSM2544297,0.8911742155014792
GSE96804,GSM2544275,GSM2544298,0.895012528312629
GSE96804,GSM2544275,GSM2544299,0.7392905948028374
GSE96804,GSM2544275,GSM2544300,0.8977938780949961
GSE96804,GSM2544275,GSM2544301,0.8929472753673562
GSE96804,GSM2544275,GSM2544302,0.8913499301810853
GSE96804,GSM2544275,GSM2544303,0.919115535594831
GSE96804,GSM2544275,GSM2544304,0.6645367692323638
GSE96804,GSM2544275,GSM2544305,0.8723813025964162
GSE96804,GSM2544275,GSM2544306,0.7159494990088956
GSE96804,GSM2544275,GSM2544307,0.9201369526731084
GSE96804,GSM2544275,GSM2544308,0.7313988334684323
GSE96804,GSM2544275,GSM2544309,0.7571507285660501
GSE96804,GSM2544275,GSM2544310,0.8841033202710641
GSE96804,GSM2544275,GSM2544311,0.851372480704963
GSE96804,GSM2544275,GSM2544312,0.9244350052489418
GSE96804,GSM2544275,GSM2544313,0.9014080035231584
GSE96804,GSM2544275,GSM2544314,0.8923094145455932
GSE96804,GSM2544275,GSM2544315,0.8906868422851449
GSE96804,GSM2544275,GSM2544316,0.863366149268515
GSE96804,GSM2544275,GSM2544317,0.8768645968014809
GSE96804,GSM2544275,GSM2544318,0.8766680725278454
GSE96804,GSM2544275,GSM2544319,0.8776939842757311
GSE96804,GSM2544275,GSM2544320,0.8351770380269217
GSE96804,GSM2544275,GSM2544321,0.8826464726085795
GSE96804,GSM2544275,GSM2544322,0.8516531824749849
GSE96804,GSM2544275,GSM2544323,0.8849326055179825
GSE96804,GSM2544275,GSM2544324,0.8679898168452232
GSE96804,GSM2544275,GSM2544325,0.8733624613291636
GSE96804,GSM2544275,GSM2544326,0.8021750030811176
GSE96804,GSM2544275,GSM2544327,0.878079602662727
GSE96804,GSM2544275,GSM2544328,0.8720491942470506
GSE96804,GSM2544275,GSM2544329,0.8567057644324639
GSE96804,GSM2544275,GSM2544330,0.8558605917324479
GSE96804,GSM2544275,GSM2544331,0.8954142166686384
GSE96804,GSM2544275,GSM2544332,0.8582468043258165
GSE96804,GSM2544275,GSM2544333,0.869407882567614
GSE96804,GSM2544275,GSM2544334,0.8609873528336169
GSE96804,GSM2544275,GSM2544335,0.8487809449380461
GSE96804,GSM2544276,GSM2544277,0.8591094709826742
GSE96804,GSM2544276,GSM2544278,0.7263653592606033
GSE96804,GSM2544276,GSM2544279,0.8745663320502305
GSE96804,GSM2544276,GSM2544280,0.8603749069139666
GSE96804,GSM2544276,GSM2544281,0.7950795380134893
GSE96804,GSM2544276,GSM2544282,0.9357228838750462
GSE96804,GSM2544276,GSM2544283,0.8368247996459428
GSE96804,GSM2544276,GSM2544284,0.7442673904603199
GSE96804,GSM2544276,GSM2544285,0.8467031878257002
GSE96804,GSM2544276,GSM2544286,0.8582759163113185
GSE96804,GSM2544276,GSM2544287,0.8398386811335301
GSE96804,GSM2544276,GSM2544288,0.8402086103789929
GSE96804,GSM2544276,GSM2544289,0.8660783378718364
GSE96804,GSM2544276,GSM2544290,0.8984288269651093
GSE96804,GSM2544276,GSM2544291,0.8678579723997369
GSE96804,GSM2544276,GSM2544292,0.7803317987859206
GSE96804,GSM2544276,GSM2544293,0.8046405879094924
GSE96804,GSM2544276,GSM2544294,0.8418639945194301
GSE96804,GSM2544276,GSM2544295,0.7213528108376591
GSE96804,GSM2544276,GSM2544296,0.8803974915011016
GSE96804,GSM2544276,GSM2544297,0.800089712041239
GSE96804,GSM2544276,GSM2544298,0.8172481738333701
GSE96804,GSM2544276,GSM2544299,0.8044481487195653
GSE96804,GSM2544276,GSM2544300,0.8378019584507573
GSE96804,GSM2544276,GSM2544301,0.8268168658346524
GSE96804,GSM2544276,GSM2544302,0.8903284709426986
GSE96804,GSM2544276,GSM2544303,0.8851702666757455
GSE96804,GSM2544276,GSM2544304,0.8563884943030661
GSE96804,GSM2544276,GSM2544305,0.7875034595834102
GSE96804,GSM2544276,GSM2544306,0.8099586195177135
GSE96804,GSM2544276,GSM2544307,0.871887818366299
GSE96804,GSM2544276,GSM2544308,0.8705584386227574
GSE96804,GSM2544276,GSM2544309,0.6454553175864429
GSE96804,GSM2544276,GSM2544310,0.9119836887544887
GSE96804,GSM2544276,GSM2544311,0.8783890821405754
GSE96804,GSM2544276,GSM2544312,0.8457809266332182
GSE96804,GSM2544276,GSM2544313,0.8597410156319125
GSE96804,GSM2544276,GSM2544314,0.8699241177280862
GSE96804,GSM2544276,GSM2544315,0.7962727052983587
GSE96804,GSM2544276,GSM2544316,0.7921739095800506
GSE96804,GSM2544276,GSM2544317,0.8004055086993589
GSE96804,GSM2544276,GSM2544318,0.7537545903210424
GSE96804,GSM2544276,GSM2544319,0.7078730354278041
GSE96804,GSM2544276,GSM2544320,0.669435465634881
GSE96804,GSM2544276,GSM2544321,0.7378510569549481
GSE96804,GSM2544276,GSM2544322,0.7497750306923978
GSE96804,GSM2544276,GSM2544323,0.7530711102842048
GSE96804,GSM2544276,GSM2544324,0.7028917918935669
GSE96804,GSM2544276,GSM2544325,0.7861790329535658
GSE96804,GSM2544276,GSM2544326,0.813336258874412
GSE96804,GSM2544276,GSM2544327,0.7458856512680901
GSE96804,GSM2544276,GSM2544328,0.7365439287713337
GSE96804,GSM2544276,GSM2544329,0.7550793900253795
GSE96804,GSM2544276,GSM2544330,0.8137113148705302
GSE96804,GSM2544276,GSM2544331,0.7495461326180842
GSE96804,GSM2544276,GSM2544332,0.6985274994734345
GSE96804,GSM2544276,GSM2544333,0.7724020583337351
GSE96804,GSM2544276,GSM2544334,0.6849679148542815
GSE96804,GSM2544276,GSM2544335,0.7406817391535805
GSE96804,GSM2544277,GSM2544278,0.8844817912371131
GSE96804,GSM2544277,GSM2544279,0.9497858696316309
GSE96804,GSM2544277,GSM2544280,0.9631151638912465
GSE96804,GSM2544277,GSM2544281,0.9232038871014833
GSE96804,GSM2544277,GSM2544282,0.912188590029017
GSE96804,GSM2544277,GSM2544283,0.9374061159963137
GSE96804,GSM2544277,GSM2544284,0.921909788597754
GSE96804,GSM2544277,GSM2544285,0.9487280095143906
GSE96804,GSM2544277,GSM2544286,0.9416463655055848
GSE96804,GSM2544277,GSM2544287,0.9430942680535374
GSE96804,GSM2544277,GSM2544288,0.9006400106255268
GSE96804,GSM2544277,GSM2544289,0.9270249036279341
GSE96804,GSM2544277,GSM2544290,0.9063155460556199
GSE96804,GSM2544277,GSM2544291,0.9069644533566188
GSE96804,GSM2544277,GSM2544292,0.9470805219718799
GSE96804,GSM2544277,GSM2544293,0.6902377978786925
GSE96804,GSM2544277,GSM2544294,0.9191309629792637
GSE96804,GSM2544277,GSM2544295,0.84255492333756
GSE96804,GSM2544277,GSM2544296,0.8207958055853207
GSE96804,GSM2544277,GSM2544297,0.9179631454180179
GSE96804,GSM2544277,GSM2544298,0.8373926107765464
GSE96804,GSM2544277,GSM2544299,0.6597688640206262
GSE96804,GSM2544277,GSM2544300,0.8867420353546087
GSE96804,GSM2544277,GSM2544301,0.8162321560026847
GSE96804,GSM2544277,GSM2544302,0.8568143845644365
GSE96804,GSM2544277,GSM2544303,0.931807366632147
GSE96804,GSM2544277,GSM2544304,0.6578242506020907
GSE96804,GSM2544277,GSM2544305,0.8112736870376656
GSE96804,GSM2544277,GSM2544306,0.6535942979117908
GSE96804,GSM2544277,GSM2544307,0.8885715950384886
GSE96804,GSM2544277,GSM2544308,0.7073736662443134
GSE96804,GSM2544277,GSM2544309,0.674530382344109
GSE96804,GSM2544277,GSM2544310,0.8656258087845428
GSE96804,GSM2544277,GSM2544311,0.7941291998974902
GSE96804,GSM2544277,GSM2544312,0.8552584677825537
GSE96804,GSM2544277,GSM2544313,0.9123202591396342
GSE96804,GSM2544277,GSM2544314,0.852204819000731
GSE96804,GSM2544277,GSM2544315,0.9540749805707899
GSE96804,GSM2544277,GSM2544316,0.9020467091610221
GSE96804,GSM2544277,GSM2544317,0.9046294552235374
GSE96804,GSM2544277,GSM2544318,0.899697062223904
GSE96804,GSM2544277,GSM2544319,0.8699033655110122
GSE96804,GSM2544277,GSM2544320,0.7999673834391073
GSE96804,GSM2544277,GSM2544321,0.899580857281279
GSE96804,GSM2544277,GSM2544322,0.8830635941935484
GSE96804,GSM2544277,GSM2544323,0.8811218753382166
GSE96804,GSM2544277,GSM2544324,0.8768962883772979
GSE96804,GSM2544277,GSM2544325,0.9068807343809318
GSE96804,GSM2544277,GSM2544326,0.810104528405721
GSE96804,GSM2544277,GSM2544327,0.8831816281632621
GSE96804,GSM2544277,GSM2544328,0.8551595300034304
GSE96804,GSM2544277,GSM2544329,0.8898511627863567
GSE96804,GSM2544277,GSM2544330,0.9024828680718523
GSE96804,GSM2544277,GSM2544331,0.8719824521901965
GSE96804,GSM2544277,GSM2544332,0.8727634087743361
GSE96804,GSM2544277,GSM2544333,0.893502202705022
GSE96804,GSM2544277,GSM2544334,0.8390211259879189
GSE96804,GSM2544277,GSM2544335,0.8941256228327396
GSE96804,GSM2544278,GSM2544279,0.8404919238044849
GSE96804,GSM2544278,GSM2544280,0.881517254714378
GSE96804,GSM2544278,GSM2544281,0.9375623122313014
GSE96804,GSM2544278,GSM2544282,0.7699022204830768
GSE96804,GSM2544278,GSM2544283,0.9067373813165395
GSE96804,GSM2544278,GSM2544284,0.9470802952603448
GSE96804,GSM2544278,GSM2544285,0.8899211866126294
GSE96804,GSM2544278,GSM2544286,0.8615701609677813
GSE96804,GSM2544278,GSM2544287,0.9033162579905836
GSE96804,GSM2544278,GSM2544288,0.8561087529994342
GSE96804,GSM2544278,GSM2544289,0.8816113872998544
GSE96804,GSM2544278,GSM2544290,0.8447163396552351
GSE96804,GSM2544278,GSM2544291,0.8705248721868061
GSE96804,GSM2544278,GSM2544292,0.9102357088303121
GSE96804,GSM2544278,GSM2544293,0.6548079880483265
GSE96804,GSM2544278,GSM2544294,0.830403596520267
GSE96804,GSM2544278,GSM2544295,0.8638590303372363
GSE96804,GSM2544278,GSM2544296,0.7482497652748561
GSE96804,GSM2544278,GSM2544297,0.9048782999398273
GSE96804,GSM2544278,GSM2544298,0.8114904033702326
GSE96804,GSM2544278,GSM2544299,0.6006673690505224
GSE96804,GSM2544278,GSM2544300,0.8848611293987426
GSE96804,GSM2544278,GSM2544301,0.7835884091347078
GSE96804,GSM2544278,GSM2544302,0.8034166560381043
GSE96804,GSM2544278,GSM2544303,0.8719635303385235
GSE96804,GSM2544278,GSM2544304,0.5133333983061464
GSE96804,GSM2544278,GSM2544305,0.7896808200569997
GSE96804,GSM2544278,GSM2544306,0.5779971277719781
GSE96804,GSM2544278,GSM2544307,0.8374496617741072
GSE96804,GSM2544278,GSM2544308,0.594989888174933
GSE96804,GSM2544278,GSM2544309,0.6767162121158183
GSE96804,GSM2544278,GSM2544310,0.782376012061975
GSE96804,GSM2544278,GSM2544311,0.7133412215491599
GSE96804,GSM2544278,GSM2544312,0.8182815747803591
GSE96804,GSM2544278,GSM2544313,0.855304452434162
GSE96804,GSM2544278,GSM2544314,0.79345824776763
GSE96804,GSM2544278,GSM2544315,0.9205675497908147
GSE96804,GSM2544278,GSM2544316,0.8889163107209762
GSE96804,GSM2544278,GSM2544317,0.8728069559323833
GSE96804,GSM2544278,GSM2544318,0.8693781880665964
GSE96804,GSM2544278,GSM2544319,0.9134073419331925
GSE96804,GSM2544278,GSM2544320,0.8488923610901886
GSE96804,GSM2544278,GSM2544321,0.9113375694683828
GSE96804,GSM2544278,GSM2544322,0.8726148847529366
GSE96804,GSM2544278,GSM2544323,0.9261425719006675
GSE96804,GSM2544278,GSM2544324,0.9181509517069018
GSE96804,GSM2544278,GSM2544325,0.900641248896415
GSE96804,GSM2544278,GSM2544326,0.7618315684871801
GSE96804,GSM2544278,GSM2544327,0.897742596528941
GSE96804,GSM2544278,GSM2544328,0.9141860264939601
GSE96804,GSM2544278,GSM2544329,0.8662204147640263
GSE96804,GSM2544278,GSM2544330,0.8506626142839836
GSE96804,GSM2544278,GSM2544331,0.9166206505996011
GSE96804,GSM2544278,GSM2544332,0.8978853347298872
GSE96804,GSM2544278,GSM2544333,0.8826091978185581
GSE96804,GSM2544278,GSM2544334,0.9074010897818808
GSE96804,GSM2544278,GSM2544335,0.8768970655698828
GSE96804,GSM2544279,GSM2544280,0.9597434953925474
GSE96804,GSM2544279,GSM2544281,0.8847956818469396
GSE96804,GSM2544279,GSM2544282,0.9266382492789302
GSE96804,GSM2544279,GSM2544283,0.9225020072044089
GSE96804,GSM2544279,GSM2544284,0.8809463675240489
GSE96804,GSM2544279,GSM2544285,0.9329989366836119
GSE96804,GSM2544279,GSM2544286,0.9314400610382619
GSE96804,GSM2544279,GSM2544287,0.9190997241484623
GSE96804,GSM2544279,GSM2544288,0.8624910548591741
GSE96804,GSM2544279,GSM2544289,0.9166994381230943
GSE96804,GSM2544279,GSM2544290,0.9015882990350443
GSE96804,GSM2544279,GSM2544291,0.8826057964641382
GSE96804,GSM2544279,GSM2544292,0.9155271641966439
GSE96804,GSM2544279,GSM2544293,0.6801105759451783
GSE96804,GSM2544279,GSM2544294,0.921717148835541
GSE96804,GSM2544279,GSM2544295,0.781869930981538
GSE96804,GSM2544279,GSM2544296,0.8094265276962654
GSE96804,GSM2544279,GSM2544297,0.8677179940267792
GSE96804,GSM2544279,GSM2544298,0.8145607020534411
GSE96804,GSM2544279,GSM2544299,0.6532953848568162
GSE96804,GSM2544279,GSM2544300,0.8660145583470708
GSE96804,GSM2544279,GSM2544301,0.7776050855911447
GSE96804,GSM2544279,GSM2544302,0.8417506577032826
GSE96804,GSM2544279,GSM2544303,0.9275069439658622
GSE96804,GSM2544279,GSM2544304,0.6732784480815653
GSE96804,GSM2544279,GSM2544305,0.7641529463737208
GSE96804,GSM2544279,GSM2544306,0.6397017902773509
GSE96804,GSM2544279,GSM2544307,0.8484221920647946
GSE96804,GSM2544279,GSM2544308,0.7089210450072521
GSE96804,GSM2544279,GSM2544309,0.6049931099922145
GSE96804,GSM2544279,GSM2544310,0.8694330398125456
GSE96804,GSM2544279,GSM2544311,0.7851631851331173
GSE96804,GSM2544279,GSM2544312,0.8262199599529516
GSE96804,GSM2544279,GSM2544313,0.8925983043425176
GSE96804,GSM2544279,GSM2544314,0.8222075059305958
GSE96804,GSM2544279,GSM2544315,0.9221834142832865
GSE96804,GSM2544279,GSM2544316,0.8890736400346441
GSE96804,GSM2544279,GSM2544317,0.8879645615682604
GSE96804,GSM2544279,GSM2544318,0.867092398050157
GSE96804,GSM2544279,GSM2544319,0.8369523195569264
GSE96804,GSM2544279,GSM2544320,0.7570331938709195
GSE96804,GSM2544279,GSM2544321,0.8644870752142351
GSE96804,GSM2544279,GSM2544322,0.8692923577950532
GSE96804,GSM2544279,GSM2544323,0.8563244955474834
GSE96804,GSM2544279,GSM2544324,0.8275186432940456
GSE96804,GSM2544279,GSM2544325,0.8903773228492511
GSE96804,GSM2544279,GSM2544326,0.8179442473730926
GSE96804,GSM2544279,GSM2544327,0.8508632026343006
GSE96804,GSM2544279,GSM2544328,0.8361175941553994
GSE96804,GSM2544279,GSM2544329,0.8684146195326218
GSE96804,GSM2544279,GSM2544330,0.9011951429963969
GSE96804,GSM2544279,GSM2544331,0.853015011138997
GSE96804,GSM2544279,GSM2544332,0.8371434776091952
GSE96804,GSM2544279,GSM2544333,0.8732791979325712
GSE96804,GSM2544279,GSM2544334,0.8059770793622346
GSE96804,GSM2544279,GSM2544335,0.8721538978510236
GSE96804,GSM2544280,GSM2544281,0.9240604811063632
GSE96804,GSM2544280,GSM2544282,0.9089480346773817
GSE96804,GSM2544280,GSM2544283,0.9405678281721557
GSE96804,GSM2544280,GSM2544284,0.9152123027066109
GSE96804,GSM2544280,GSM2544285,0.9542423841753823
GSE96804,GSM2544280,GSM2544286,0.9356908319457745
GSE96804,GSM2544280,GSM2544287,0.9414560199758206
GSE96804,GSM2544280,GSM2544288,0.895204096858234
GSE96804,GSM2544280,GSM2544289,0.9344272053725271
GSE96804,GSM2544280,GSM2544290,0.9090398867533719
GSE96804,GSM2544280,GSM2544291,0.908104334645375
GSE96804,GSM2544280,GSM2544292,0.943502526843958
GSE96804,GSM2544280,GSM2544293,0.685022869190366
GSE96804,GSM2544280,GSM2544294,0.9336195992281578
GSE96804,GSM2544280,GSM2544295,0.8232897288203024
GSE96804,GSM2544280,GSM2544296,0.8184916921858054
GSE96804,GSM2544280,GSM2544297,0.9093111302217847
GSE96804,GSM2544280,GSM2544298,0.8339028606758501
GSE96804,GSM2544280,GSM2544299,0.6563830937819733
GSE96804,GSM2544280,GSM2544300,0.8770728247086743
GSE96804,GSM2544280,GSM2544301,0.8049662021471866
GSE96804,GSM2544280,GSM2544302,0.8559814608479321
GSE96804,GSM2544280,GSM2544303,0.9420204262151319
GSE96804,GSM2544280,GSM2544304,0.663165978302963
GSE96804,GSM2544280,GSM2544305,0.8043861500466508
GSE96804,GSM2544280,GSM2544306,0.6448474931256817
GSE96804,GSM2544280,GSM2544307,0.8767731733554335
GSE96804,GSM2544280,GSM2544308,0.7009571044862288
GSE96804,GSM2544280,GSM2544309,0.6552294591501739
GSE96804,GSM2544280,GSM2544310,0.8723215634977703
GSE96804,GSM2544280,GSM2544311,0.794517071189679
GSE96804,GSM2544280,GSM2544312,0.8466831507021554
GSE96804,GSM2544280,GSM2544313,0.8999064351756197
GSE96804,GSM2544280,GSM2544314,0.8372450963739416
GSE96804,GSM2544280,GSM2544315,0.944544275121198
GSE96804,GSM2544280,GSM2544316,0.9013684438957006
GSE96804,GSM2544280,GSM2544317,0.9057725789204798
GSE96804,GSM2544280,GSM2544318,0.8853576072994596
GSE96804,GSM2544280,GSM2544319,0.8637515565212632
GSE96804,GSM2544280,GSM2544320,0.7861558104055792
GSE96804,GSM2544280,GSM2544321,0.8932971121112286
GSE96804,GSM2544280,GSM2544322,0.8845621858101346
GSE96804,GSM2544280,GSM2544323,0.8840767634013227
GSE96804,GSM2544280,GSM2544324,0.8684992169756738
GSE96804,GSM2544280,GSM2544325,0.9131052892271715
GSE96804,GSM2544280,GSM2544326,0.8070522421276483
GSE96804,GSM2544280,GSM2544327,0.8816300810181523
GSE96804,GSM2544280,GSM2544328,0.8553705261577226
GSE96804,GSM2544280,GSM2544329,0.878906863403941
GSE96804,GSM2544280,GSM2544330,0.9086232519528432
GSE96804,GSM2544280,GSM2544331,0.8749500516848886
GSE96804,GSM2544280,GSM2544332,0.8724753571770566
GSE96804,GSM2544280,GSM2544333,0.8891195790520414
GSE96804,GSM2544280,GSM2544334,0.8374430596739249
GSE96804,GSM2544280,GSM2544335,0.8899936823406299
GSE96804,GSM2544281,GSM2544282,0.8216973401965061
GSE96804,GSM2544281,GSM2544283,0.9275947005049225
GSE96804,GSM2544281,GSM2544284,0.9535621408864134
GSE96804,GSM2544281,GSM2544285,0.9205808349945126
GSE96804,GSM2544281,GSM2544286,0.9052312738198594
GSE96804,GSM2544281,GSM2544287,0.93539024323318
GSE96804,GSM2544281,GSM2544288,0.9127389905187198
GSE96804,GSM2544281,GSM2544289,0.9145427560996294
GSE96804,GSM2544281,GSM2544290,0.8806192602616895
GSE96804,GSM2544281,GSM2544291,0.9236662206653666
GSE96804,GSM2544281,GSM2544292,0.9232579705845156
GSE96804,GSM2544281,GSM2544293,0.71879151927719
GSE96804,GSM2544281,GSM2544294,0.8707170631437985
GSE96804,GSM2544281,GSM2544295,0.8612665550156671
GSE96804,GSM2544281,GSM2544296,0.7925248949199432
GSE96804,GSM2544281,GSM2544297,0.9316527599595599
GSE96804,GSM2544281,GSM2544298,0.8591049538145799
GSE96804,GSM2544281,GSM2544299,0.6747900519799486
GSE96804,GSM2544281,GSM2544300,0.8953096817347682
GSE96804,GSM2544281,GSM2544301,0.8293361177015823
GSE96804,GSM2544281,GSM2544302,0.8582533391546922
GSE96804,GSM2544281,GSM2544303,0.9081687362413126
GSE96804,GSM2544281,GSM2544304,0.6072361233033496
GSE96804,GSM2544281,GSM2544305,0.8325020381164374
GSE96804,GSM2544281,GSM2544306,0.6525016650628118
GSE96804,GSM2544281,GSM2544307,0.8749645894017395
GSE96804,GSM2544281,GSM2544308,0.6686996133406187
GSE96804,GSM2544281,GSM2544309,0.7363969213307623
GSE96804,GSM2544281,GSM2544310,0.8319976931840863
GSE96804,GSM2544281,GSM2544311,0.78000032730984
GSE96804,GSM2544281,GSM2544312,0.8670723646217303
GSE96804,GSM2544281,GSM2544313,0.88554835140183
GSE96804,GSM2544281,GSM2544314,0.8344228134535608
GSE96804,GSM2544281,GSM2544315,0.929915152294441
GSE96804,GSM2544281,GSM2544316,0.8872433779689103
GSE96804,GSM2544281,GSM2544317,0.8914206541814629
GSE96804,GSM2544281,GSM2544318,0.8889038319222528
GSE96804,GSM2544281,GSM2544319,0.9076956059183164
GSE96804,GSM2544281,GSM2544320,0.8557834739438145
GSE96804,GSM2544281,GSM2544321,0.9064713385177842
GSE96804,GSM2544281,GSM2544322,0.8852093909596784
GSE96804,GSM2544281,GSM2544323,0.9242647099454198
GSE96804,GSM2544281,GSM2544324,0.9006980530047909
GSE96804,GSM2544281,GSM2544325,0.903803140336974
GSE96804,GSM2544281,GSM2544326,0.8076949465036818
GSE96804,GSM2544281,GSM2544327,0.8977009406025575
GSE96804,GSM2544281,GSM2544328,0.8916413999879229
GSE96804,GSM2544281,GSM2544329,0.8718993147090928
GSE96804,GSM2544281,GSM2544330,0.8671224606814252
GSE96804,GSM2544281,GSM2544331,0.9094285459585769
GSE96804,GSM2544281,GSM2544332,0.8939397021031881
GSE96804,GSM2544281,GSM2544333,0.8866780448220164
GSE96804,GSM2544281,GSM2544334,0.8980726587191986
GSE96804,GSM2544281,GSM2544335,0.8843653123076082
GSE96804,GSM2544282,GSM2544283,0.8959153348530451
GSE96804,GSM2544282,GSM2544284,0.7957258436689537
GSE96804,GSM2544282,GSM2544285,0.8961536115619643
GSE96804,GSM2544282,GSM2544286,0.910765969201713
GSE96804,GSM2544282,GSM2544287,0.8614993622529062
GSE96804,GSM2544282,GSM2544288,0.8336815685989912
GSE96804,GSM2544282,GSM2544289,0.8815737181167538
GSE96804,GSM2544282,GSM2544290,0.9239984468455189
GSE96804,GSM2544282,GSM2544291,0.8677799822191467
GSE96804,GSM2544282,GSM2544292,0.8489635918699567
GSE96804,GSM2544282,GSM2544293,0.7474127004005061
GSE96804,GSM2544282,GSM2544294,0.8872782733342958
GSE96804,GSM2544282,GSM2544295,0.7480997454069724
GSE96804,GSM2544282,GSM2544296,0.8639603987691538
GSE96804,GSM2544282,GSM2544297,0.8057162287071447
GSE96804,GSM2544282,GSM2544298,0.8006822808628844
GSE96804,GSM2544282,GSM2544299,0.7355883305630411
GSE96804,GSM2544282,GSM2544300,0.8434415951498846
GSE96804,GSM2544282,GSM2544301,0.8038013907136587
GSE96804,GSM2544282,GSM2544302,0.860636223083443
GSE96804,GSM2544282,GSM2544303,0.9006674562475147
GSE96804,GSM2544282,GSM2544304,0.7907019048065692
GSE96804,GSM2544282,GSM2544305,0.7710563866603384
GSE96804,GSM2544282,GSM2544306,0.7271927738112105
GSE96804,GSM2544282,GSM2544307,0.8735434871824631
GSE96804,GSM2544282,GSM2544308,0.8071019357568365
GSE96804,GSM2544282,GSM2544309,0.595270958205845
GSE96804,GSM2544282,GSM2544310,0.9231148660397865
GSE96804,GSM2544282,GSM2544311,0.8503132279465052
GSE96804,GSM2544282,GSM2544312,0.852908994779909
GSE96804,GSM2544282,GSM2544313,0.8911125475928745
GSE96804,GSM2544282,GSM2544314,0.8621708269839671
GSE96804,GSM2544282,GSM2544315,0.8557250645897243
GSE96804,GSM2544282,GSM2544316,0.832103879530198
GSE96804,GSM2544282,GSM2544317,0.8328134277180009
GSE96804,GSM2544282,GSM2544318,0.8055414396556408
GSE96804,GSM2544282,GSM2544319,0.7504776117493528
GSE96804,GSM2544282,GSM2544320,0.6916380755667881
GSE96804,GSM2544282,GSM2544321,0.7881201463254007
GSE96804,GSM2544282,GSM2544322,0.7886012416881862
GSE96804,GSM2544282,GSM2544323,0.781971372537952
GSE96804,GSM2544282,GSM2544324,0.7474803784334798
GSE96804,GSM2544282,GSM2544325,0.8244099377988655
GSE96804,GSM2544282,GSM2544326,0.800211259872811
GSE96804,GSM2544282,GSM2544327,0.7812635459853557
GSE96804,GSM2544282,GSM2544328,0.7636574932311662
GSE96804,GSM2544282,GSM2544329,0.7977316663802754
GSE96804,GSM2544282,GSM2544330,0.8493560709438995
GSE96804,GSM2544282,GSM2544331,0.7875080005118473
GSE96804,GSM2544282,GSM2544332,0.7449632805685266
GSE96804,GSM2544282,GSM2544333,0.8129749480873553
GSE96804,GSM2544282,GSM2544334,0.7201044117169385
GSE96804,GSM2544282,GSM2544335,0.7918443144295133
GSE96804,GSM2544283,GSM2544284,0.9239226823032494
GSE96804,GSM2544283,GSM2544285,0.9324098927390859
GSE96804,GSM2544283,GSM2544286,0.9342350800334245
GSE96804,GSM2544283,GSM2544287,0.9159477297610683
GSE96804,GSM2544283,GSM2544288,0.869139072170251
GSE96804,GSM2544283,GSM2544289,0.9103780983937404
GSE96804,GSM2544283,GSM2544290,0.9342512346072238
GSE96804,GSM2544283,GSM2544291,0.9212551418185684
GSE96804,GSM2544283,GSM2544292,0.9342010953429344
GSE96804,GSM2544283,GSM2544293,0.704805728506732
GSE96804,GSM2544283,GSM2544294,0.9113348105171792
GSE96804,GSM2544283,GSM2544295,0.8208823822863627
GSE96804,GSM2544283,GSM2544296,0.815734080420669
GSE96804,GSM2544283,GSM2544297,0.8900836926241579
GSE96804,GSM2544283,GSM2544298,0.7983452614955556
GSE96804,GSM2544283,GSM2544299,0.683954397918545
GSE96804,GSM2544283,GSM2544300,0.8705028780295908
GSE96804,GSM2544283,GSM2544301,0.7898517239165442
GSE96804,GSM2544283,GSM2544302,0.8423620796448554
GSE96804,GSM2544283,GSM2544303,0.9114958909606601
GSE96804,GSM2544283,GSM2544304,0.6587565541873652
GSE96804,GSM2544283,GSM2544305,0.7901605529285038
GSE96804,GSM2544283,GSM2544306,0.639616382561006
GSE96804,GSM2544283,GSM2544307,0.8696112346757244
GSE96804,GSM2544283,GSM2544308,0.702470023024359
GSE96804,GSM2544283,GSM2544309,0.6508181461836364
GSE96804,GSM2544283,GSM2544310,0.885967953452123
GSE96804,GSM2544283,GSM2544311,0.7739953812341388
GSE96804,GSM2544283,GSM2544312,0.8596712916368064
GSE96804,GSM2544283,GSM2544313,0.8913289024961065
GSE96804,GSM2544283,GSM2544314,0.8305919506032937
GSE96804,GSM2544283,GSM2544315,0.9292128810005379
