gene_symbol,focused_pathways,analysis_family,primary_estimand,included_studies,complete_three_study_mapping,discovery_direction,pooled_direction,direction_matches_discovery,k,pooled_effect,tau2_reml,hk_scale,pooled_se_hk,pooled_se_modified_hk,ci_95_low_hk,ci_95_high_hk,ci_95_low_modified_hk,ci_95_high_modified_hk,p_value_hk,p_value_modified_hk,prediction_interval_95_low,prediction_interval_95_high,prediction_interval_95_low_modified_hk,prediction_interval_95_high_modified_hk,cochran_q,i2_percent,p_value_for_145_family,fdr_bh_145_family,fdr_lt_0_05,model,inference_df,prediction_interval_df,excluded_sample_ids,excluded_n,sensitivity_scope
MMP3,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.3916961786622035,1.0064175525492896,1.0156248275674586,0.6286191029779841,0.6286191029779841,-2.3130335207051598,3.0964258780295664,-2.3130335207051598,3.0964258780295664,0.5967996625365618,0.5967996625365618,-14.650966670116045,15.43435902744045,-14.650966670116045,15.43435902744045,13.894485510075686,85.60580023960091,0.5967996625365618,0.8741005158363784,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
PGK1,HYPOXIA,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE30528,False,NOT_ESTIMABLE,DOWN,False,2.0,-0.23182511735363448,0.28673232673308774,0.9999999995786857,0.48406255525180214,0.4840625553537734,-6.3824230496235055,5.918772814916237,-6.382423050919173,5.918772816211905,0.7156612418452633,0.7156612418975072,,,,,2.575164877889159,61.167534996062415,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
TGFBR2,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.5910685897935845,1.4532456001443812,1.0029915448495692,0.7364673161457683,0.7364673161457683,-3.7598316979401663,2.577694518352997,-3.7598316979401663,2.577694518352997,0.5064358852909339,0.5064358852909339,-18.540712159153838,17.358574979566672,-18.540712159153838,17.358574979566672,19.587089357786997,89.78919244474226,0.5064358852909339,0.7995223807522984,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
TEK,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,DOWN,False,3.0,-0.28541452493703257,1.2508537413247474,0.9751437202185212,0.6773941776139035,0.6859731945056481,-3.2000064323277675,2.629177382453703,-3.2369189627751416,2.666089912901077,0.714469411096611,0.7177542277877162,-16.899556399367764,16.3287273494937,-16.956289084801398,16.385460034927334,21.317579910715576,90.61807199327222,0.7177542277877162,0.9656216819923972,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ANGPTL4,HYPOXIA,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.7552030529846947,0.1280737113189062,0.9803347029494878,0.2986968854718745,0.301677906733073,-2.040392022611991,0.529985916642602,-2.053218321878769,0.5428122159093798,0.1272514434943469,0.12933005715473186,-6.67816929254224,5.16776318657285,-6.702511415664804,5.192105309695415,3.740963822085143,46.537841713603164,0.12933005715473186,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
LAMB1,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.5792822883675495,0.0,0.11165925228767362,0.0695356215733348,0.20809420370854506,0.28009465639392256,0.8784699203411763,-0.31607480525296694,1.4746393819880659,0.014104877054485696,0.10845284031752886,-0.304251555818307,1.462816132553406,-2.064805268418031,3.22336984515313,0.22331850457534724,0.0,0.10845284031752886,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
RAMP2,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.35373841057692,1.1257658832837552,1.0018734937846816,0.6549823777772695,0.6549823777772695,-3.171900126223158,2.4644233050693183,-3.171900126223158,2.4644233050693183,0.643240366513119,0.643240366513119,-16.197146817662105,15.489669996508265,-16.197146817662105,15.489669996508265,16.536660859351446,87.90565993334135,0.643240366513119,0.902079270256232,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ADAMTS4,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804,False,DOWN,DOWN,True,2.0,-0.5557638480280974,0.28719123526213175,0.9999999830786886,0.454640504987468,0.4546405088340248,-6.332519185873743,5.220991489817548,-6.332519234748881,5.220991538692687,0.4364972455477132,0.43649724818740787,,,,,3.155209319401326,68.30638164476069,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CXCL3,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.17933436510999526,0.8556416991701052,1.0403690076686392,0.5927000974521714,0.5927000974521714,-2.72951705730375,2.3708483270837593,-2.72951705730375,2.3708483270837593,0.7907842266972607,0.7907842266972607,-14.1384469028755,13.779778172655512,-14.1384469028755,13.779778172655512,11.020801248972885,81.85249915303213,0.7907842266972607,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CFB,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.5143152026921761,1.5909656853525591,1.0298229753386503,0.7794856856369281,0.7794856856369281,-2.839541010372621,3.8681714157569735,-2.839541010372621,3.8681714157569735,0.5771949386513209,0.5771949386513209,-18.325878669010798,19.354509074395153,-18.325878669010798,19.354509074395153,16.510208533544585,87.88628262364765,0.5771949386513209,0.8718048552545993,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SPP1,ECM_REMODELING;MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.7622530380299748,0.4661269231774657,1.0054385462955726,0.4596527539390957,0.4596527539390957,-1.2154731384184243,2.7399792144783737,-1.2154731384184243,2.7399792144783737,0.2391119131529367,0.2391119131529367,-9.695560016152534,11.220066092212484,-9.695560016152534,11.220066092212484,7.874524027176356,74.60163950103332,0.2391119131529367,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CXCL10,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.5250574559134623,0.05669035777453882,1.2027499063547107,0.27915181328340977,0.27915181328340977,-0.6760358555100284,1.7261507673369532,-0.6760358555100284,1.7261507673369532,0.20072190539228163,0.20072190539228163,-4.136857418983967,5.186972330810891,-4.136857418983967,5.186972330810891,3.1341145959122736,36.18612406168757,0.20072190539228163,0.495673615119327,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CCL2,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.862788215217037,0.0,0.00377384324486018,0.013090331419604912,0.21308786286246031,0.8064650650018468,0.9191113654322272,-0.054054859593245075,1.779631290027319,0.00023011395106675055,0.05592889982275254,0.6964597841317872,1.0291166463022867,-1.8447497971621492,3.5703262275962233,0.00754768648972036,0.0,0.05592889982275254,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CXCL2,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.7750578567221394,0.0,0.744462014544935,0.18283255200725523,0.21190063085383437,-1.561722835693468,0.011607122249189139,-1.6867926844897245,0.13667697104544552,0.0513944452551753,0.06729032021925052,-3.0981656950106933,1.5480499815664146,-3.4675106561300786,1.9173949426858,1.48892402908987,0.0,0.06729032021925052,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
FGG,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.5186048261167608,0.055925589442208413,0.8868218375764099,0.23947507986876507,0.25429752734052435,-0.5117732799747827,1.5489829322083044,-0.5755491240499255,1.6127587762834472,0.16272077608193491,0.17825069773954644,-3.757819407889885,4.795029060123406,-3.89381246432722,4.931022116560741,2.573929055000265,22.29778065892363,0.17825069773954644,0.46154198521846845,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
TGFB2,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.8380102450595793,0.05499414484297266,0.8889040205310885,0.24189480082665363,0.25656599723274787,-0.20277908001652645,1.8787995701356852,-0.2659041432811161,1.9419246334002747,0.07417010339835436,0.08232509871329399,-3.442816287989202,5.118836778108361,-3.5785659192595256,5.2545864093786845,2.5578052214110634,21.80796319992416,0.08232509871329399,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SMAD4,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.12934608390001354,0.0,0.8448348612605443,0.18809126327282427,0.2046363166652177,-0.6799453034527995,0.9386374712528266,-0.7511329225945494,1.0098250903945765,0.5626980810410729,0.5919548982690697,-2.2605800163786425,2.5192721841786696,-2.4708048521575936,2.7294970199576207,1.6896697225210886,0.0,0.5919548982690697,0.8741005158363784,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
TFPI,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.5948167481997932,0.0,0.6346360835859751,0.16640271280861507,0.20888055924421725,-1.310789834694624,0.12115633829503758,-1.4935572566123811,0.30392376021279477,0.0701295656514644,0.10436748460270426,-2.7091636858437678,1.5195301894441815,-3.248895899417251,2.059262403017665,1.2692721671719502,0.0,0.10436748460270426,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
PROC,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.6696475514097312,0.006154431624271461,0.8670002637047663,0.20079900654309815,0.2156512327104419,-1.533615945032666,0.19432084221320356,-1.597519916493652,0.2582248136741896,0.07935880397694772,0.08993666562859114,-3.4088492898759415,2.0695541870564793,-3.5854346185847117,2.2461395157652495,1.8210262263981165,0.0,0.08993666562859114,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SMAD7,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.33220579545794326,0.21071114554223594,0.909414580419665,0.32760525763575615,0.34353414267408044,-1.7417774514872373,1.077365860571351,-1.8103139121783993,1.145902321262513,0.41728243718133906,0.4355529440433701,-7.497833320076814,6.833421729160928,-7.6172709416301005,6.952859350714214,5.14561303377236,61.13193924857274,0.4355529440433701,0.7417717982059836,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
TGFB3,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.7831953934021798,0.17536938483114242,0.9450510432705637,0.31854565742517005,0.32767556428903694,-0.5873959490510803,2.15378673585544,-0.6266787677407686,2.1930695545451284,0.13316747442499727,0.13936524700355857,-5.902257521781223,7.468648308585582,-5.973121058143537,7.539511844947896,4.430661231026345,54.86001082649445,0.13936524700355857,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
THBD,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.09734423146140092,0.9536894501792013,0.9734313585512315,0.5987403692098726,0.6068563134124494,-2.4788276524987336,2.673516115421535,-2.513747741976012,2.7084362048988138,0.885789620280274,0.8872975103946935,-14.457664484345363,14.652352947268165,-14.511830012294302,14.706518475217104,17.08898840509186,88.29655710103896,0.8872975103946935,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ROBO4,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.4474626015959425,0.0,0.49622058094091387,0.14549757076014297,0.20654674532665648,-1.073488121591229,0.17856291839934418,-1.336161519185535,0.44123631599364993,0.09145701212637657,0.1626273304565214,-2.296184524327835,1.40125932113595,-3.071887835360139,2.176962632168254,0.9924411618818277,0.0,0.1626273304565214,0.4366844984480667,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CCL8,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.4632247061823822,0.652991971346153,1.0061882551593813,0.5203474629374063,0.5203474629374063,-1.775649725615711,2.7020991379804755,-1.775649725615711,2.7020991379804755,0.4672762379565103,0.4672762379565103,-11.74897468253661,12.675424094901375,-11.74897468253661,12.675424094901375,10.549956885081656,81.04257655471433,0.4672762379565103,0.7644455668456797,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
PLAU,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.6490655056542761,0.0,0.16466842057186637,0.08485383875478489,0.20910592294968688,0.28396890471080466,1.0141621065977475,-0.25064466452082523,1.5487756758293774,0.016664907448110524,0.08999865178394836,-0.429104742236217,1.727235753544769,-2.0078771629450403,3.3060081742535923,0.32933684114373274,0.0,0.08999865178394836,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
PLVAP,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.4237626670876571,0.4352276468412481,1.0113290916118443,0.4441015612210266,0.4441015612210266,-1.4870521275623114,2.3345774617376254,-1.4870521275623114,2.3345774617376254,0.44068500760707974,0.44068500760707974,-9.681096544644728,10.528621878820044,-9.681096544644728,10.528621878820044,7.79832872252439,74.35347917274534,0.44068500760707974,0.7417717982059836,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ICAM1,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.09503430033539725,0.04288621731995877,0.9152136597996142,0.23061391581423424,0.24105950666237447,-0.8972172940486339,1.0872858947194284,-0.9421610440246735,1.132229644695468,0.7202416988065093,0.7314717559946077,-3.8432537139777088,4.033322314648503,-3.942978834847311,4.1330474355181055,2.466490217719364,18.913118502075534,0.7314717559946077,0.9730587579744782,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SKI,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,DOWN,False,3.0,-0.012935834473900554,0.23689104642917772,1.0585352508951387,0.3661076683056167,0.3661076683056167,-1.5881699928717519,1.5622983239239507,-1.5881699928717519,1.5622983239239507,0.9750232964082374,0.9750232964082374,-7.751482602443456,7.7256109334956555,-7.751482602443456,7.7256109334956555,5.160118164420712,61.24119765725317,0.9750232964082374,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ID1,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.3667326444314293,0.5357575888777546,0.9938713047181953,0.47649312862848464,0.4779600152531475,-2.4169171050062337,1.683451816143375,-2.423228608745994,1.6897633198831352,0.5219808921048389,0.5231139225153107,-11.464155323798177,10.730690034935318,-11.47433494442723,10.74086965556437,9.507645183382941,78.96429703229234,0.5231139225153107,0.7995223807522984,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SERPINE1,COAGULATION_CASCADE;TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,DOWN,False,3.0,-0.018283709972718405,0.27555758799345037,0.9309046679830582,0.35989253741496074,0.3730097959507623,-1.5667763184784702,1.5302088985330333,-1.6232153267236666,1.5866479067782298,0.9640998353996135,0.9653607578341064,-8.105263745283013,8.068696325337575,-8.200664189667112,8.164096769721674,6.307216932437939,68.29029314476209,0.9653607578341064,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
THBS1,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.01852526376078498,0.6991629936975658,0.9655754655463789,0.5224739816492172,0.5317059950661862,-2.2665493670990013,2.229498839577431,-2.3062715148281145,2.2692209873065443,0.9749361213141594,0.975371039237346,-12.546495546049256,12.509445018527687,-12.609048711967484,12.571998184445915,13.14433661786347,84.78432150556802,0.975371039237346,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
HIF1A,HYPOXIA,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.7278019967071095,0.0,0.7948816639732313,0.1884681352711309,0.2113910977921579,-0.0831109399779636,1.5387149333921828,-0.1817404872417827,1.6373444806560018,0.060987587527515756,0.07499513647208883,-1.6669127163414585,3.122516709755678,-1.9581765712991874,3.4137805647134067,1.5897633279464627,0.0,0.07499513647208883,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SLC2A1,HYPOXIA,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.1464197185654491,0.17537661347375091,1.082221010071847,0.33761946711877083,0.33761946711877083,-1.5990790403625854,1.306239603231687,-1.5990790403625854,1.306239603231687,0.7068158942436751,0.7068158942436751,-6.981407410247174,6.688567973116276,-6.981407410247174,6.688567973116276,4.417119921026863,54.72162776293714,0.7068158942436751,0.9656216819923972,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ENG,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.16551991912055644,0.0,1.0905222218019608,0.2142693567900916,0.2142693567900916,-1.0874465520036807,0.7564067137625677,-1.0874465520036807,0.7564067137625677,0.5206237524791033,0.5206237524791033,-2.8880702352390766,2.557030396997964,-2.8880702352390766,2.557030396997964,2.1810444436039216,8.300814049656262,0.5206237524791033,0.7995223807522984,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
