gene_symbol,focused_pathways,analysis_family,primary_estimand,included_studies,complete_three_study_mapping,discovery_direction,pooled_direction,direction_matches_discovery,k,pooled_effect,tau2_reml,hk_scale,pooled_se_hk,pooled_se_modified_hk,ci_95_low_hk,ci_95_high_hk,ci_95_low_modified_hk,ci_95_high_modified_hk,p_value_hk,p_value_modified_hk,prediction_interval_95_low,prediction_interval_95_high,prediction_interval_95_low_modified_hk,prediction_interval_95_high_modified_hk,cochran_q,i2_percent,p_value_for_145_family,fdr_bh_145_family,fdr_lt_0_05,model,inference_df,prediction_interval_df,excluded_sample_ids,excluded_n,sensitivity_scope
C1S,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.5029086277919679,2.2014594259702127,1.0401266214180622,0.9166155789990821,0.9166155789990821,-2.440969895270442,5.446787150854378,-2.440969895270442,5.446787150854378,0.24275932810796233,0.24275932810796233,-20.65710419996685,23.662921455550784,-20.65710419996685,23.662921455550784,16.339047671261216,87.75938451102138,0.24275932810796233,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
VEGFA,HYPOXIA,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.6710753205084254,1.020784533361024,0.9593616687664609,0.6300981664046182,0.6433051596376664,-4.38216891616579,1.0400182751489393,-4.438994021651043,1.0968433806341922,0.11761487490078604,0.12172363479834637,-16.80057602083629,13.458425379819438,-16.89004342747413,13.547892786457277,13.611110786859575,85.30612209893378,0.12172363479834637,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CFD,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.4818278222401182,3.182214009309974,1.017630368288429,1.0771694783034353,1.0771694783034353,-3.152858373927527,6.116514018407763,-3.152858373927527,6.116514018407763,0.30272923651271155,0.30272923651271155,-24.996232497811793,27.959888142292026,-24.996232497811793,27.959888142292026,26.598531687434217,92.48078794911507,0.30272923651271155,0.5888306629226111,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ITGAM,COMPLEMENT_ACTIVATION;LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.2595795585930196,1.5651108382832177,0.9934964871516437,0.7650200736598957,0.7675199326276347,-2.0320361496120736,4.551195266798113,-2.0427921746234716,4.561951291809511,0.24141697846055044,0.2424688952777516,-17.372961928939418,19.89212104612546,-17.38955258751998,19.908711704706022,19.73119858090755,89.86376832710377,0.2424688952777516,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
LAMC1,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.3656149102473345,0.33670594726982944,1.0806432544040945,0.43183901559594373,0.43183901559594373,-0.49243840899584757,3.2236682294905163,-0.49243840899584757,3.2236682294905163,0.08712683832109065,0.08712683832109065,-7.825028845737275,10.556258666231944,-7.825028845737275,10.556258666231944,5.423520623187133,63.123584495107906,0.08712683832109065,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
TIMP1,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.7895459152979998,2.79210988569592,1.0238914849936238,1.0102362234074458,1.0102362234074458,-3.557149728983968,5.136241559579967,-3.557149728983968,5.136241559579967,0.5163106817250506,0.5163106817250506,-24.02072074706052,25.599812577656518,-24.02072074706052,25.599812577656518,23.148316681330165,91.36006290421513,0.5163106817250506,0.7995223807522984,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C1QA,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,2.2143160236020303,1.4971248363017182,0.9529333719833608,0.7520410136054532,0.7703893278924924,-1.021455296430926,5.450087343634987,-1.100401720983378,5.529033768187439,0.09858415323053087,0.10272822279876467,-16.034424054349465,20.463056101553526,-16.157575487092345,20.586207534296406,16.465275721390064,87.85322496967484,0.10272822279876467,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CCR2,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.6198759350744134,1.397472723230125,1.0095114085408976,0.7380608484554376,0.7380608484554376,-1.555743589214226,4.795495459363053,-1.555743589214226,4.795495459363053,0.1593948498264375,0.1593948498264375,-16.087881117480777,19.327632987629606,-16.087881117480777,19.327632987629606,15.130724618178654,86.7818623993915,0.1593948498264375,0.4360802495251592,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
PECAM1,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.173661538242034,2.2029614197121985,1.0278100774245214,0.9075478599371158,0.9075478599371158,-2.7312017386462895,5.078524815130357,-2.7312017386462895,5.078524815130357,0.32516614297555124,0.32516614297555124,-20.931499764490844,23.27882284097491,-20.931499764490844,23.27882284097491,19.220375742792918,89.59437616223532,0.32516614297555124,0.6044755221981402,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ITGAL,LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.1848213065910989,1.1926457747247101,0.9722506825821823,0.6701219907653603,0.6796177946915747,-1.6984809062048913,4.068123519387089,-1.7393380528886773,4.108980666070875,0.21907928879966673,0.2233913819383554,-15.095537509571214,17.465180122753413,-15.1589645360415,17.5286071492237,17.400941748221214,88.50636920151493,0.2233913819383554,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
FLT1,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.5996819109325537,0.5552415784661041,0.948427460161485,0.4900323647744685,0.5031792281331245,-3.708121002868876,0.5087571810037685,-3.76468739038594,0.5653235685208324,0.08240564793684607,0.0863227150048573,-12.931545869139285,9.732182047274176,-13.024184622920316,9.82482080105521,8.293682070358598,75.8852584047326,0.0863227150048573,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
MMP7,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.5794328287673134,0.5949225900845669,0.9673407857963107,0.5074153460683581,0.5159098837209785,-0.6037991950834203,3.7626648526180473,-0.6403482407019736,3.7992138982366006,0.08956180106479539,0.09218014010518898,-10.151586940804167,13.310452598338793,-10.211251487188612,13.370117144723238,8.588853699118848,76.71400549988195,0.09218014010518898,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CCR5,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.504372215232891,0.9524758534389316,0.965494085070034,0.6110085303384315,0.6218311370620873,-1.1245853056953892,4.133329736161171,-1.1711512240573545,4.179895654523136,0.1328652613492094,0.13668392520633907,-13.126022669235248,16.13476709970103,-13.199456397487888,16.208200827953668,13.218608154945805,84.8698140034381,0.13668392520633907,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CSF1R,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.6513064136224624,0.7412396034563101,0.9320011801111723,0.5448945413943772,0.5644223805821427,-0.6931855723045821,3.995798399549507,-0.7772070828908886,4.0798199101358135,0.09381425043581225,0.09966864003843064,-11.29499854535105,14.597611372595974,-11.429373295416243,14.731986122661167,10.790343461722195,81.46490881319185,0.09966864003843064,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
LUM,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,2.175214753272552,0.737300622901117,1.0248706864460466,0.5807476784892899,0.5807476784892899,-0.3235408308440886,4.673970337389193,-0.3235408308440886,4.673970337389193,0.06446442801185924,0.06446442801185924,-10.996214374875272,15.346643881420377,-10.996214374875272,15.346643881420377,7.855683602910758,74.54072616597057,0.06446442801185924,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
F11,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.174678960153798,0.4911832587707061,1.080514901874018,0.48932992321952773,0.48932992321952773,-3.2800956900163025,0.9307377697087067,-3.2800956900163025,0.9307377697087067,0.13839593241164097,0.13839593241164097,-12.035526498363334,9.686168578055737,-12.035526498363334,9.686168578055737,6.748184036094318,70.3623969159331,0.13839593241164097,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
COL1A1,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.771212909044125,0.18268352573403282,0.8605917057837202,0.3314658806500072,0.35730595385941794,0.3450303328642361,3.197395485224014,0.23384947133421674,3.3085763467540334,0.033283036071977114,0.03836800656283502,-5.1013423816480294,8.64376819973628,-5.3073072411001,8.84973305918835,3.6928315367602815,45.84101711407614,0.03836800656283502,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
COL1A2,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,2.0139845731106245,0.4556445079797389,0.925287527976288,0.46017487841953747,0.4783927089693389,0.03401187634121139,3.9939572698800374,-0.04437312200303323,4.072342268224283,0.048445162054989034,0.052056544872815344,-8.366334799003958,12.394303945225207,-8.498463733591763,12.526432879813012,6.4311202343352525,68.90121896147805,0.052056544872815344,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
F3,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.669516199165928,0.7202847629495062,0.9282513896848611,0.5382718087747865,0.5586873407269987,-3.985512866509243,0.646480468177387,-4.073353810791627,0.7343214124597712,0.09011873153279269,0.09611135502967327,-14.43922858914218,11.100196190810324,-14.580022584705219,11.240990186373363,10.497043347823933,80.94701590029534,0.09611135502967327,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ADAMTS2,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.3726389705936008,0.31840790815028636,1.053695591711508,0.41896280444682177,0.41896280444682177,-0.4300124836006678,3.1752904247878693,-0.4300124836006678,3.1752904247878693,0.08188225287033318,0.08188225287033318,-7.557371207698093,10.302649148885294,-7.557371207698093,10.302649148885294,5.361270144045899,62.69540712808227,0.08188225287033318,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CFH,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.7739680144910098,1.788044678161457,1.025550717723044,0.820411174153967,0.820411174153967,-2.7559763634557735,4.303912392437793,-2.7559763634557735,4.303912392437793,0.4450630789235902,0.4450630789235902,-19.15946819882382,20.707404227805842,-19.15946819882382,20.707404227805842,18.005901185350616,88.89253040204854,0.4450630789235902,0.7417717982059836,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
MMP14,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.0784832054312232,0.32958209282511336,1.0464862628066567,0.4165889911228318,0.4165889911228318,-0.7139545543847909,2.8709209652472376,-0.7139545543847909,2.8709209652472376,0.12240639392502078,0.12240639392502078,-7.934224776501481,10.091191187363927,-7.934224776501481,10.091191187363927,5.752328731743461,65.23147244761472,0.12240639392502078,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
LOX,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.447961269155687,0.9015421687952281,1.0347647223304892,0.6136373896091788,0.6136373896091788,-4.088229858601235,1.1923073202898613,-4.088229858601235,1.1923073202898613,0.14225564770602744,0.14225564770602744,-15.812678440017525,12.91675590170615,-15.812678440017525,12.91675590170615,10.458637380643237,80.87704997114076,0.14225564770602744,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
VWF,COAGULATION_CASCADE;ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.5480396562814334,0.08476348556117315,0.9065433236828595,0.2816801191203142,0.2958434196151865,0.33606792284727893,2.760011389715588,0.27512815931151,2.8209511532513565,0.031550614823984496,0.03463608551689057,-3.599262153956128,6.695341466518995,-3.7259815227262485,6.822060835289115,2.7427325750078095,27.0800216461386,0.03463608551689057,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
VSIG4,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.9265316136448312,0.8196209108172112,0.9336957148153942,0.5733494734737702,0.5933579085325612,-0.5403920634669319,4.393455290756594,-0.6264814111895869,4.479544638479249,0.0783077242694625,0.08319331221179327,-11.689579487374306,15.54264271466397,-11.82727925466102,15.680342481950683,10.79843441567551,81.47879661984419,0.08319331221179327,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ITGB2,COMPLEMENT_ACTIVATION;LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.1811968162419157,0.9994419714956284,0.9519136788497322,0.6147602438527314,0.6300963884938039,-1.4639030250797052,3.8262966575635367,-1.5298891296826302,3.8922827621664617,0.1946338773435581,0.20168788477269167,-13.730995442723465,16.0933890752073,-13.833986282755028,16.19637991523886,15.751829119596858,87.30306185513528,0.20168788477269167,0.495673615119327,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C1QC,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804,False,UP,UP,True,2.0,1.613928022387815,1.2729557973244388,1.0000000068042578,0.8533264560845293,0.8533264560845293,-9.228612635636244,12.456468680411875,-9.228612635636244,12.456468680411875,0.30962881454054414,0.30962881454054414,,,,,7.66354393167755,86.95120679263727,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
KDR,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.3769266935973796,0.03246164668702845,0.9625912685784965,0.250084149208693,0.2548972835676696,-2.4529519408439,-0.30090144635085947,-2.473661186531945,-0.28019220066281436,0.031440176298909585,0.032602905345672395,-5.293318862842338,2.539465475647579,-5.343100306784963,2.589246919590204,2.291120793899064,12.706479495724462,0.032602905345672395,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C3AR1,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.4345453863508084,1.0539405191899778,0.9611456730364986,0.6352482807529922,0.6479610354808761,-1.2987073628658348,4.167798135567452,-1.3534059316977218,4.222496704399338,0.15247623027477986,0.15726114501095623,-13.905169392147394,16.77426016484901,-13.99077681602702,16.859867588728637,15.006500703466973,86.67244256658758,0.15726114501095623,0.4360802495251592,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
FN1,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.4140337278006827,0.34801958653058934,1.0346600498077503,0.42523842662789496,0.42523842662789496,-0.415619549301522,3.2436870049028874,-0.415619549301522,3.2436870049028874,0.0797660072984794,0.0797660072984794,-7.826158307189215,10.654225762790581,-7.826158307189215,10.654225762790581,5.809775982360369,65.57526475939183,0.0797660072984794,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
MMP2,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.7978798646398668,0.16800778668106023,0.9400839283855222,0.3395070759497871,0.35015917966711285,0.33709881755336,3.2586609117263734,0.2912665144170019,3.304493214862732,0.03385889315597235,0.03590202025104401,-4.964792045588288,8.56055177486802,-5.051922302695969,8.647682031975704,3.580012667312203,44.134275885075084,0.03590202025104401,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
COL4A1,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.8392434843676624,0.2392038905130073,1.1119964125507829,0.3822285878858657,0.3822285878858657,-0.8053533926673595,2.4838403614026845,-0.8053533926673595,2.4838403614026845,0.15929536769863442,0.15929536769863442,-7.047846752052651,8.726333720787975,-7.047846752052651,8.726333720787975,4.8261437955450965,58.55904662753409,0.15929536769863442,0.4360802495251592,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
PLG,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.9261170176686692,0.28327564771486186,1.0891869277489632,0.400210687103402,0.400210687103402,-2.64808462298769,0.795850587650352,-2.64808462298769,0.795850587650352,0.1467275878012003,0.1467275878012003,-9.387383221833407,7.535149186496068,-9.387383221833407,7.535149186496068,5.256684564594316,61.95320500167105,0.1467275878012003,0.4255100046234809,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
COL4A2,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.6994442248304364,0.7233622744881331,1.0388731430681193,0.5532324690725574,0.5532324690725574,-1.6809229683811389,3.079811418042012,-1.6809229683811389,3.079811418042012,0.33351633013911364,0.33351633013911364,-12.192366774665341,13.591255224326215,-12.192366774665341,13.591255224326215,9.826597028726596,79.6470742195564,0.33351633013911364,0.6121502262047023,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
