gene_symbol,focused_pathways,analysis_family,primary_estimand,included_studies,complete_three_study_mapping,discovery_direction,pooled_direction,direction_matches_discovery,k,pooled_effect,tau2_reml,hk_scale,pooled_se_hk,pooled_se_modified_hk,ci_95_low_hk,ci_95_high_hk,ci_95_low_modified_hk,ci_95_high_modified_hk,p_value_hk,p_value_modified_hk,prediction_interval_95_low,prediction_interval_95_high,prediction_interval_95_low_modified_hk,prediction_interval_95_high_modified_hk,cochran_q,i2_percent,p_value_for_145_family,fdr_bh_145_family,fdr_lt_0_05,model,inference_df,prediction_interval_df
FLT1,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.6329771545337814,0.5383622656805083,0.9483003005423252,0.4828173544368364,0.49580388780816154,-3.7103725625461053,0.44441825347854214,-3.766249105805527,0.5002947967379645,0.07740514092530287,0.08112518289457453,-12.793299510848083,9.52734520178052,-12.8848488467084,9.618894537640836,8.262099824465578,75.79307872706117,0.08112518289457453,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
MMP7,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.6743741118812816,0.5291432912323373,0.9776255712748521,0.4875520758094748,0.4930996945401522,-0.4233931579693755,3.772141381731939,-0.4472626348442381,3.7960108586068015,0.07533251664773695,0.07686287794588015,-9.45244812694528,12.801196350707842,-9.491846996384286,12.840595220146849,7.752079689384898,74.20047161358976,0.07686287794588015,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
CCR5,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.5861966722158654,0.8777220268543807,0.9681449159527868,0.590845907139343,0.600487604392289,-0.9560080829670223,4.128401427398753,-0.9974929579713137,4.169886302403045,0.1152523998729926,0.1183973265865202,-12.487443212802237,15.659836557233966,-12.553174042577012,15.725567387008745,12.314125733165692,83.75848969437277,0.1183973265865202,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
CSF1R,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.7376258560336941,0.6277727596405774,0.9251632651479369,0.5083626469907124,0.5285236703024055,-0.44968207471645094,3.924933786783839,-0.5364279567019747,4.0116796687693626,0.07596734053877706,0.08138189569893536,-10.223802140601393,13.699053852668783,-10.364058837937822,13.839310550005209,9.437222999413736,78.80732499248725,0.08138189569893536,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
LUM,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,2.173217448215366,0.5698162594484629,1.0206789229665016,0.5233740696682126,0.5233740696682126,-0.07867942129474814,4.42511431772548,-0.07867942129474814,4.42511431772548,0.05339581511269701,0.05339581511269701,-9.498084713622909,13.844519610053641,-9.498084713622909,13.844519610053641,6.839881977343954,70.75972938385942,0.05339581511269701,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
F11,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.2268777412864555,0.48588871045437465,1.0766172593917893,0.4847940554030302,0.4847940554030302,-3.312778207106766,0.8590227245338549,-3.312778207106766,0.8590227245338549,0.1270547540145682,0.1270547540145682,-12.01529101288542,9.561535530312508,-12.01529101288542,9.561535530312508,6.848797986564618,70.79779540988905,0.1270547540145682,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
COL1A1,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.8411449795067905,0.16913667133301202,0.8591118430947998,0.32343556397675566,0.3489497720043021,0.44951406728139154,3.2327758917321896,0.33973529046563367,3.3425546685479475,0.029501441122253946,0.034094661884692165,-4.806850566590707,8.489140525604288,-5.011995925776172,8.694285884789753,3.5601850970922593,43.82314555404781,0.034094661884692165,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
COL1A2,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,2.088915756707351,0.47654779577963724,0.9360701969813368,0.46910594038688813,0.4848604089416331,0.07051580178503114,4.107315711629671,0.0027297946530455697,4.175101718761656,0.0469110199708524,0.04987901365226193,-8.516071074263412,12.693902587678114,-8.629861218404235,12.807692731818937,6.672878775287606,70.02792846459587,0.04987901365226193,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
F3,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.727384822893882,0.572502720081675,0.9160340611105998,0.4885720078651721,0.5104729923419525,-3.8295405061880894,0.3747708604003257,-3.9237728368301417,0.469003191042378,0.07152168373780558,0.07733590329271522,-13.171474328904562,9.716704683116799,-13.324784104851343,9.87001445906358,8.799561823264607,77.27159556158438,0.07733590329271522,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
ADAMTS2,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.465965134694773,0.32684994438982995,1.0722698335248964,0.425423460111383,0.425423460111383,-0.36448427723024657,3.2964145466197925,-0.36448427723024657,3.2964145466197925,0.07487970552444027,0.07487970552444027,-7.588800025947538,10.520730295337085,-7.588800025947538,10.520730295337085,5.396096963273814,62.93617380095039,0.07487970552444027,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
CFH,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.791341251230752,1.6391307136058817,1.0240808469987568,0.7863668291216817,0.7863668291216817,-2.5921221326321513,4.174804635093655,-2.5921221326321513,4.174804635093655,0.4202226083352655,0.4202226083352655,-18.29971975228601,19.88240225474751,-18.29971975228601,19.88240225474751,17.73441744225969,88.72249394990466,0.4202226083352655,0.7003710138921092,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
MMP14,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.1693590388843325,0.2926874748903986,1.0713046462234677,0.40406344844533326,0.40406344844533326,-0.569185660539417,2.907903738308082,-0.569185660539417,2.907903738308082,0.10153845607157987,0.10153845607157987,-7.410432160425502,9.749150238194167,-7.410432160425502,9.749150238194167,5.324786340892784,62.43980749724,0.10153845607157987,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
LOX,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.4137850727187962,0.7191278168657056,1.026181686773847,0.5535363451202815,0.5535363451202815,-3.795459739036601,0.9678895935990086,-3.795459739036601,0.9678895935990086,0.1251559808500486,0.1251559808500486,-14.281164208265306,11.453594062827715,-14.281164208265306,11.453594062827715,9.61498745510164,79.19914082738802,0.1251559808500486,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
VWF,COAGULATION_CASCADE;ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.5440181745669501,0.10297903247770812,0.8988239772880833,0.28744426279085744,0.30319101029385187,0.30724533263437226,2.7807910164995278,0.23949254650677743,2.848543802627123,0.032954294554557735,0.036463248251244404,-3.930030082240544,7.018066431374445,-4.065506023326986,7.153542372460887,2.985487985809646,33.009276556924,0.036463248251244404,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
VSIG4,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,2.0041101452765395,0.7526229788767463,0.9322364308579459,0.5533058642164723,0.5730628268192919,-0.3765728417513481,4.384793132304427,-0.4615801908248742,4.469800481377954,0.06848550060861225,0.07293189742934032,-11.070138375222164,15.078358665775244,-11.206823562924233,15.215043853477313,10.114971617656218,80.22732959023934,0.07293189742934032,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
ITGB2,COMPLEMENT_ACTIVATION;LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.2831352717405609,0.7085644638835401,0.9367637630992641,0.5284482251872958,0.545993411835069,-0.9905939268646389,3.5568644703457606,-1.0660847720877085,3.63235531556883,0.1358821938750655,0.14317657519972782,-11.345464331504813,13.911734874985934,-11.465394935007224,14.031665478488344,11.821362046988607,83.08147578891315,0.14317657519972782,0.38824154143590667,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
C1QC,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804,False,UP,UP,True,2.0,1.7366945462414394,1.1575696743824524,1.0000000001497917,0.8173634092797901,0.8173634092797901,-8.648892276135715,12.122281368618594,-8.648892276135715,12.122281368618594,0.2800411110496675,0.2800411110496675,,,,,7.203072997352857,86.11703643198531,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,
KDR,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.415217364434426,0.04485640373123675,0.9767847082808776,0.2578786291156341,0.26092514099216024,-2.524779551929108,-0.305655176939744,-2.537887634570695,-0.29254709429815695,0.031636325953627684,0.032352128805723634,-5.655317886031197,2.824883157162345,-5.685302513762246,2.8548677848933943,2.4716742597595878,19.08318856731008,0.032352128805723634,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
C3AR1,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.5208191315961013,0.841603633565378,0.9567358733079759,0.5763378304401933,0.5892249091898075,-0.9589624077745487,4.000600670966751,-1.0144110323343856,4.056049295526588,0.11860212376644463,0.12301558633299631,-12.245161472257733,15.286799735449934,-12.332962963639252,15.374601226831453,12.42974653743406,83.90956731115395,0.12301558633299631,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
FN1,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.486305575539331,0.4403150588848297,1.0272177859635643,0.4588295632980394,0.4588295632980394,-0.4878786974502669,3.460489848528929,-0.4878786974502669,3.460489848528929,0.08353144697936209,0.08353144697936209,-8.764378354128274,11.736989505206937,-8.764378354128274,11.736989505206937,6.861193888539223,70.85055410923815,0.08353144697936209,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
MMP2,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.8721507636196808,0.14810579051968134,0.9621211917978818,0.33168573995502004,0.3381519608846954,0.44502220920092905,3.2992793180384323,0.41720030606704306,3.3271012211723185,0.02998402842078521,0.03110997676879643,-4.583316809886795,8.327618337126157,-4.637253413962158,8.38155494120152,3.4181840755554047,41.489400342635754,0.03110997676879643,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
COL4A1,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.9295872518837789,0.28854520687167834,1.0995472887153177,0.4026388633943369,0.4026388633943369,-0.8028279527816169,2.6620024565491747,-0.8028279527816169,2.6620024565491747,0.14726403295844737,0.14726403295844737,-7.600273205030854,9.459447708798413,-7.600273205030854,9.459447708798413,5.331733980313029,62.4887511757933,0.14726403295844737,0.38824154143590667,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
PLG,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.9651857096737662,0.29552054724976184,1.0811289307545746,0.40244738059864094,0.40244738059864094,-2.6967770303655705,0.7664056110180384,-2.6967770303655705,0.7664056110180384,0.13860850336292732,0.13860850336292732,-9.55935715628407,7.628985736936538,-9.55935715628407,7.628985736936538,5.477520550909853,63.48712923280979,0.13860850336292732,0.38824154143590667,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
COL4A2,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.7819929311604117,0.8429382635565796,1.0326369539783025,0.5872532054839648,0.5872532054839648,-1.7447536764379787,3.308739538758802,-1.7447536764379787,3.308739538758802,0.314475168939215,0.314475168939215,-13.066048322488589,14.630034184809412,-13.066048322488589,14.630034184809412,11.23862174767942,82.2042235702704,0.314475168939215,0.5629493764961256,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
C7,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.6950880085595992,0.3367281503175286,0.8922897363185073,0.3986267010528321,0.42200095790206954,-0.020064254855136854,3.4102402719743354,-0.1206355648921269,3.5108115820113253,0.05110094665438327,0.05675376670789382,-7.250219072841677,10.640395089960876,-7.421673292585492,10.81184930970469,5.821558745969181,65.64494000194037,0.05675376670789382,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
C1QB,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.8470582445105155,1.158983077428204,0.9513066341255378,0.665048950844061,0.6818570731791876,-1.014416439220239,4.7085329282412705,-1.086735952666538,4.7808524416875695,0.10887603326374283,0.1135350403306896,-14.231554093292017,17.925670582313046,-14.344815691022815,18.038932180043844,15.217452392290937,86.85719561696682,0.1135350403306896,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
FGF2,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.1891134920750017,0.16040661158430433,1.1520133660506473,0.34980780650842064,0.34980780650842064,-0.3159880214674742,2.694215005617478,-0.3159880214674742,2.694215005617478,0.07671343204642206,0.07671343204642206,-5.567578744232944,7.945805728382948,-5.567578744232944,7.945805728382948,4.0225224647699225,50.27995449332078,0.07671343204642206,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
EMCN,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.5315993609370848,0.26572168895557546,0.8911803062824293,0.366155175291377,0.38786660298566183,-3.1070379253968974,0.04383920352272774,-3.2004546590313128,0.1372559371571429,0.05267779801593038,0.05855564630877077,-9.565612157609904,6.502413435735734,-9.728452601222369,6.6652538793481995,5.065777365843803,60.5193861561095,0.05855564630877077,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
F13A1,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.9124321308610951,0.8840469313719902,1.01149317116078,0.5955821542010764,0.5955821542010764,-1.6501510506704746,3.475015312392665,-1.6501510506704746,3.475015312392665,0.2652107302800021,0.2652107302800021,-13.22955110120564,15.05441536292783,-13.22955110120564,15.05441536292783,12.552293296012357,84.06665656358297,0.2652107302800021,0.49942280377402987,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
C3,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.6646094475351954,0.4152055708101976,0.9424038642558673,0.4385455217918971,0.4517479094422664,-0.2222996388987295,3.55151853396912,-0.27910492816109755,3.6083238232314883,0.06292680018651467,0.06639786896350397,-8.239123183043551,11.568342078113941,-8.334469280193964,11.663688175264355,6.693623347859555,70.12081654341145,0.06639786896350397,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
CX3CR1,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.062520431901253,0.49854576869821843,1.043313409765687,0.4807418025848919,0.4807418025848919,-1.005944597269676,3.130985461072182,-1.005944597269676,3.130985461072182,0.15767767246242093,0.15767767246242093,-9.79112567423802,11.916166538040526,-9.79112567423802,11.916166538040526,7.559775417903886,73.54418763203756,0.15767767246242093,0.40827254476876845,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
C5,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.6590571027868424,0.25637980782904546,1.0767108624577801,0.38038481865279794,0.38038481865279794,-2.2957208810982754,0.9776066755245907,-2.2957208810982754,0.9776066755245907,0.22530400423239672,0.22530400423239672,-8.705931955186669,7.387817749612983,-8.705931955186669,7.387817749612983,5.2406297949681075,61.836647917386976,0.22530400423239672,0.48057710728268455,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
CR1,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.9803578444210493,0.1859975125367372,1.0732040541859023,0.34662681349523883,0.34662681349523883,-2.4717726496922143,0.5110569608501155,-2.4717726496922143,0.5110569608501155,0.10558208530600313,0.10558208530600313,-8.010778663421998,6.050062974579899,-8.010778663421998,6.050062974579899,4.4119739441217245,54.668816603853884,0.10558208530600313,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
BNIP3,HYPOXIA,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.8807262574265036,1.0809471722391881,1.0021384199195538,0.6435718867203376,0.6435718867203376,-3.6497925925794608,1.8883400777264534,-3.6497925925794608,1.8883400777264534,0.3046039405260622,0.3046039405260622,-16.417312829782777,14.65586031492977,-16.417312829782777,14.65586031492977,15.761620912466865,87.31094973602573,0.3046039405260622,0.5532796278738491,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
ADAMTS5,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.1094855633404557,0.9591573268674779,1.029823629380835,0.6225479384069116,0.6225479384069116,-1.569122023212748,3.788093149893659,-1.569122023212748,3.788093149893659,0.21666696947850034,0.21666696947850034,-13.635862545481553,15.854833672162465,-13.635862545481553,15.854833672162465,11.94522568457456,83.25690905461339,0.21666696947850034,0.48057710728268455,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
SPARC,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.26332096494750123,0.9805786179850342,1.0369615902847176,0.6267132694848739,0.6267132694848739,-2.4332085947383852,2.9598505246333877,-2.4332085947383852,2.9598505246333877,0.7152041687826225,0.7152041687826225,-14.627072397237018,15.153714327132022,-14.627072397237018,15.153714327132022,12.321465031196073,83.76816397290172,0.7152041687826225,0.9783453252215119,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
CSF1,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.1691451446881487,0.0,0.38884236931646665,0.13524645454992176,0.21688978520021543,0.5872266178372026,1.7510636715390948,0.2359437183532319,2.1023465710230655,0.013119056256818737,0.032734072608523755,-0.5493239966997154,2.887614286076013,-1.5867008713065684,3.9249911606828656,0.7776847386329333,0.0,0.032734072608523755,0.38381123608567475,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
SERPINC1,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.7553531621589086,0.3672681270431543,1.0765317656798965,0.4311295701268302,0.4311295701268302,-2.6103539839178387,1.0996476596000213,-2.6103539839178387,1.0996476596000213,0.22186566724950985,0.22186566724950985,-10.205394509124003,8.694688184806187,-10.205394509124003,8.694688184806187,6.244672496802764,67.97269991302205,0.22186566724950985,0.48057710728268455,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0
