cohort,gene_symbol,theme,candidate_source_row,platform,tissue,processing,expression_scale,contrast,n_case,n_control,case_ids,control_ids,input_path,expression_source_row,selected_probe_id,effect_definition,variance_definition,analysis_code_path,analysis_function,analysis_code_line,mapping_status,case_mean,control_mean,case_sd,control_sd,raw_mean_difference,hedges_g,variance,se
GSE142025_C1,EPAS1,HYPOXIA,133,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,4300.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,14.853823809523808,14.814188888888888,0.35897551574551984,0.272660913244108,0.03963492063492069,0.11457498594216539,0.15898202802032846,0.398725504602262
GSE142025_C1,F12,COAGULATION_CASCADE,134,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,4498.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,10.901162380952382,10.945588888888889,0.6700669465352306,0.5373635581346311,-0.04442650793650671,-0.06807340590278742,0.1588190687184781,0.3985211019738831
GSE142025_C1,SMAD3,TGF_BETA_SIGNALING,135,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,13662.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,12.587790476190476,12.576855555555555,0.19407971018311504,0.21201704006465574,0.010934920634920076,0.053365170002033675,0.15878479881782845,0.39847810331036815
GSE142025_C1,PDGFA,FIBROSIS,136,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,10722.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,10.682871428571428,10.687955555555556,0.19989780674849114,0.2675351944656588,-0.00508412698412819,-0.0223487596563758,0.1587397417512289,0.3984215628592771
GSE142025_C1,C2,COMPLEMENT_ACTIVATION,137,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE142025_C1,C4A,COMPLEMENT_ACTIVATION,138,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE142025_C1,C4B,COMPLEMENT_ACTIVATION,139,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE142025_C1,C8A,COMPLEMENT_ACTIVATION,140,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE142025_C1,C8B,COMPLEMENT_ACTIVATION,141,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE142025_C1,C9,COMPLEMENT_ACTIVATION,142,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE142025_C1,CA9,HYPOXIA,143,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE142025_C1,CCL7,MACROPHAGE_RECRUITMENT,144,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE142025_C1,CXCL11,MACROPHAGE_RECRUITMENT,145,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE142025_C1,F2,COAGULATION_CASCADE,146,GPL20301; Illumina HiSeq 4000 RNA-seq,whole kidney biopsy,project frozen clean matrix,log2-transformed quantile-normalized expression,Advanced_DKD_vs_Control_only,21,9,GSM4217781;GSM4217782;GSM4217783;GSM4217784;GSM4217785;GSM4217786;GSM4217787;GSM4217788;GSM4217789;GSM4217790;GSM4217791;GSM4217792;GSM4217793;GSM4217794;GSM4217795;GSM4217796;GSM4217797;GSM4217798;GSM4217799;GSM4217800;GSM4217801,GSM4217808;GSM4217809;GSM4217810;GSM4217811;GSM4217812;GSM4217813;GSM4217814;GSM4217815;GSM4217816,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE142025\expression_matrix_clean.csv,,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,NOT_MAPPED,,,,,,,,
GSE96804,C1S,COMPLEMENT_ACTIVATION,2,GPL17586; Affymetrix Human Transcriptome Array 2.0,glomeruli,project frozen clean matrix,log2-scale normalized microarray expression,DKD_vs_Control,41,20,GSM2544275;GSM2544276;GSM2544277;GSM2544278;GSM2544279;GSM2544280;GSM2544281;GSM2544282;GSM2544283;GSM2544284;GSM2544285;GSM2544286;GSM2544287;GSM2544288;GSM2544289;GSM2544290;GSM2544291;GSM2544292;GSM2544293;GSM2544294;GSM2544295;GSM2544296;GSM2544297;GSM2544298;GSM2544299;GSM2544300;GSM2544301;GSM2544302;GSM2544303;GSM2544304;GSM2544305;GSM2544306;GSM2544307;GSM2544308;GSM2544309;GSM2544310;GSM2544311;GSM2544312;GSM2544313;GSM2544314;GSM2544315,GSM2544316;GSM2544317;GSM2544318;GSM2544319;GSM2544320;GSM2544321;GSM2544322;GSM2544323;GSM2544324;GSM2544325;GSM2544326;GSM2544327;GSM2544328;GSM2544329;GSM2544330;GSM2544331;GSM2544332;GSM2544333;GSM2544334;GSM2544335,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE96804\expression_matrix_clean.csv,2087.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,6.300971219512195,5.902907000000001,0.5310243602283945,0.1612561834995549,0.39806421951219395,0.8797224887203019,0.08117180416497181,0.2849066586883708
GSE96804,VEGFA,HYPOXIA,3,GPL17586; Affymetrix Human Transcriptome Array 2.0,glomeruli,project frozen clean matrix,log2-scale normalized microarray expression,DKD_vs_Control,41,20,GSM2544275;GSM2544276;GSM2544277;GSM2544278;GSM2544279;GSM2544280;GSM2544281;GSM2544282;GSM2544283;GSM2544284;GSM2544285;GSM2544286;GSM2544287;GSM2544288;GSM2544289;GSM2544290;GSM2544291;GSM2544292;GSM2544293;GSM2544294;GSM2544295;GSM2544296;GSM2544297;GSM2544298;GSM2544299;GSM2544300;GSM2544301;GSM2544302;GSM2544303;GSM2544304;GSM2544305;GSM2544306;GSM2544307;GSM2544308;GSM2544309;GSM2544310;GSM2544311;GSM2544312;GSM2544313;GSM2544314;GSM2544315,GSM2544316;GSM2544317;GSM2544318;GSM2544319;GSM2544320;GSM2544321;GSM2544322;GSM2544323;GSM2544324;GSM2544325;GSM2544326;GSM2544327;GSM2544328;GSM2544329;GSM2544330;GSM2544331;GSM2544332;GSM2544333;GSM2544334;GSM2544335,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE96804\expression_matrix_clean.csv,21406.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,9.862496585365854,10.361339999999998,0.7938767768571197,0.27426922892815014,-0.4988434146341447,-0.732913189412243,0.07909723429162958,0.28124230530208216
GSE96804,CFD,COMPLEMENT_ACTIVATION,4,GPL17586; Affymetrix Human Transcriptome Array 2.0,glomeruli,project frozen clean matrix,log2-scale normalized microarray expression,DKD_vs_Control,41,20,GSM2544275;GSM2544276;GSM2544277;GSM2544278;GSM2544279;GSM2544280;GSM2544281;GSM2544282;GSM2544283;GSM2544284;GSM2544285;GSM2544286;GSM2544287;GSM2544288;GSM2544289;GSM2544290;GSM2544291;GSM2544292;GSM2544293;GSM2544294;GSM2544295;GSM2544296;GSM2544297;GSM2544298;GSM2544299;GSM2544300;GSM2544301;GSM2544302;GSM2544303;GSM2544304;GSM2544305;GSM2544306;GSM2544307;GSM2544308;GSM2544309;GSM2544310;GSM2544311;GSM2544312;GSM2544313;GSM2544314;GSM2544315,GSM2544316;GSM2544317;GSM2544318;GSM2544319;GSM2544320;GSM2544321;GSM2544322;GSM2544323;GSM2544324;GSM2544325;GSM2544326;GSM2544327;GSM2544328;GSM2544329;GSM2544330;GSM2544331;GSM2544332;GSM2544333;GSM2544334;GSM2544335,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE96804\expression_matrix_clean.csv,3195.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,4.412270243902439,4.347697999999999,0.25256281788386625,0.1980777315680838,0.06457224390243965,0.2696707528501626,0.07502748816236518,0.2739114604436353
GSE96804,ITGAM,COMPLEMENT_ACTIVATION;LEUKOCYTE_ADHESION,5,GPL17586; Affymetrix Human Transcriptome Array 2.0,glomeruli,project frozen clean matrix,log2-scale normalized microarray expression,DKD_vs_Control,41,20,GSM2544275;GSM2544276;GSM2544277;GSM2544278;GSM2544279;GSM2544280;GSM2544281;GSM2544282;GSM2544283;GSM2544284;GSM2544285;GSM2544286;GSM2544287;GSM2544288;GSM2544289;GSM2544290;GSM2544291;GSM2544292;GSM2544293;GSM2544294;GSM2544295;GSM2544296;GSM2544297;GSM2544298;GSM2544299;GSM2544300;GSM2544301;GSM2544302;GSM2544303;GSM2544304;GSM2544305;GSM2544306;GSM2544307;GSM2544308;GSM2544309;GSM2544310;GSM2544311;GSM2544312;GSM2544313;GSM2544314;GSM2544315,GSM2544316;GSM2544317;GSM2544318;GSM2544319;GSM2544320;GSM2544321;GSM2544322;GSM2544323;GSM2544324;GSM2544325;GSM2544326;GSM2544327;GSM2544328;GSM2544329;GSM2544330;GSM2544331;GSM2544332;GSM2544333;GSM2544334;GSM2544335,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE96804\expression_matrix_clean.csv,8395.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,4.630700487804878,4.492803,0.4594799663910888,0.31366373186146845,0.13789748780487798,0.3256004334001677,0.07531922779860425,0.27444348744068287
GSE96804,LAMC1,ECM_REMODELING,6,GPL17586; Affymetrix Human Transcriptome Array 2.0,glomeruli,project frozen clean matrix,log2-scale normalized microarray expression,DKD_vs_Control,41,20,GSM2544275;GSM2544276;GSM2544277;GSM2544278;GSM2544279;GSM2544280;GSM2544281;GSM2544282;GSM2544283;GSM2544284;GSM2544285;GSM2544286;GSM2544287;GSM2544288;GSM2544289;GSM2544290;GSM2544291;GSM2544292;GSM2544293;GSM2544294;GSM2544295;GSM2544296;GSM2544297;GSM2544298;GSM2544299;GSM2544300;GSM2544301;GSM2544302;GSM2544303;GSM2544304;GSM2544305;GSM2544306;GSM2544307;GSM2544308;GSM2544309;GSM2544310;GSM2544311;GSM2544312;GSM2544313;GSM2544314;GSM2544315,GSM2544316;GSM2544317;GSM2544318;GSM2544319;GSM2544320;GSM2544321;GSM2544322;GSM2544323;GSM2544324;GSM2544325;GSM2544326;GSM2544327;GSM2544328;GSM2544329;GSM2544330;GSM2544331;GSM2544332;GSM2544333;GSM2544334;GSM2544335,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE96804\expression_matrix_clean.csv,9155.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,8.977746341463416,8.3453225,0.6486721506499108,0.21449060994966423,0.6324238414634156,1.1397370665361624,0.08577300398688045,0.29287028525762127
GSE96804,TIMP1,ECM_REMODELING,7,GPL17586; Affymetrix Human Transcriptome Array 2.0,glomeruli,project frozen clean matrix,log2-scale normalized microarray expression,DKD_vs_Control,41,20,GSM2544275;GSM2544276;GSM2544277;GSM2544278;GSM2544279;GSM2544280;GSM2544281;GSM2544282;GSM2544283;GSM2544284;GSM2544285;GSM2544286;GSM2544287;GSM2544288;GSM2544289;GSM2544290;GSM2544291;GSM2544292;GSM2544293;GSM2544294;GSM2544295;GSM2544296;GSM2544297;GSM2544298;GSM2544299;GSM2544300;GSM2544301;GSM2544302;GSM2544303;GSM2544304;GSM2544305;GSM2544306;GSM2544307;GSM2544308;GSM2544309;GSM2544310;GSM2544311;GSM2544312;GSM2544313;GSM2544314;GSM2544315,GSM2544316;GSM2544317;GSM2544318;GSM2544319;GSM2544320;GSM2544321;GSM2544322;GSM2544323;GSM2544324;GSM2544325;GSM2544326;GSM2544327;GSM2544328;GSM2544329;GSM2544330;GSM2544331;GSM2544332;GSM2544333;GSM2544334;GSM2544335,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE96804\expression_matrix_clean.csv,19971.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,7.01871243902439,6.735971500000001,0.5616095336120127,0.3606385391478345,0.28274093902438935,0.551986286969103,0.07706014278959235,0.2775970871417644
GSE96804,C1QA,COMPLEMENT_ACTIVATION,8,GPL17586; Affymetrix Human Transcriptome Array 2.0,glomeruli,project frozen clean matrix,log2-scale normalized microarray expression,DKD_vs_Control,41,20,GSM2544275;GSM2544276;GSM2544277;GSM2544278;GSM2544279;GSM2544280;GSM2544281;GSM2544282;GSM2544283;GSM2544284;GSM2544285;GSM2544286;GSM2544287;GSM2544288;GSM2544289;GSM2544290;GSM2544291;GSM2544292;GSM2544293;GSM2544294;GSM2544295;GSM2544296;GSM2544297;GSM2544298;GSM2544299;GSM2544300;GSM2544301;GSM2544302;GSM2544303;GSM2544304;GSM2544305;GSM2544306;GSM2544307;GSM2544308;GSM2544309;GSM2544310;GSM2544311;GSM2544312;GSM2544313;GSM2544314;GSM2544315,GSM2544316;GSM2544317;GSM2544318;GSM2544319;GSM2544320;GSM2544321;GSM2544322;GSM2544323;GSM2544324;GSM2544325;GSM2544326;GSM2544327;GSM2544328;GSM2544329;GSM2544330;GSM2544331;GSM2544332;GSM2544333;GSM2544334;GSM2544335,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\data_processed\GSE96804\expression_matrix_clean.csv,2066.0,,Hedges g standardized mean difference (case minus control),statsmodels.effectsize_smd sampling variance,C:\Users\denglizhen\Documents\凝血通讯轴\release_m18_repository\scripts\stage21_m8_validation\run_m8_analysis.py,build_per_cohort_effect_sizes; hedges_g_from_samples,647,MAPPED_EFFECT_ESTIMATED,4.32510756097561,3.8983615,0.42909328622562076,0.36968018501451816,0.42674606097560996,1.025308196493162,0.08360209894797058,0.28914027555491223
