source_feature_id,raw_annotation,candidate_gene_symbols,selected_gene_symbol,mapping_status,mean_expression,variance_expression,missing_fraction,finite_values,eligible_before_duplicate_collapse,selected_for_clean_matrix
MBLAC1,MBLAC1,MBLAC1,MBLAC1,unique_gene_symbol,7.60587,0.0919549,0,True,True,True
MBLAC2,MBLAC2,MBLAC2,MBLAC2,unique_gene_symbol,8.5278,0.0947407,0,True,True,True
MBNL1,MBNL1,MBNL1,MBNL1,unique_gene_symbol,12.3544,0.0827415,0,True,True,True
MBNL1-AS1,MBNL1-AS1,MBNL1-AS1,MBNL1-AS1,unique_gene_symbol,8.49559,0.410756,0,True,True,True
MBNL2,MBNL2,MBNL2,MBNL2,unique_gene_symbol,12.0431,0.0401859,0,True,True,True
MBNL3,MBNL3,MBNL3,MBNL3,unique_gene_symbol,11.0557,0.0377726,0,True,True,True
MBOAT1,MBOAT1,MBOAT1,MBOAT1,unique_gene_symbol,9.71168,0.134501,0,True,True,True
MBOAT2,MBOAT2,MBOAT2,MBOAT2,unique_gene_symbol,10.6814,0.053804,0,True,True,True
MBOAT7,MBOAT7,MBOAT7,MBOAT7,unique_gene_symbol,11.4393,0.132254,0,True,True,True
MBP,MBP,MBP,MBP,unique_gene_symbol,11.5999,0.0564164,0,True,True,True
MBTD1,MBTD1,MBTD1,MBTD1,unique_gene_symbol,10.5822,0.031793,0,True,True,True
MBTPS1,MBTPS1,MBTPS1,MBTPS1,unique_gene_symbol,12.8167,0.0300268,0,True,True,True
MBTPS2,MBTPS2,MBTPS2,MBTPS2,unique_gene_symbol,10.0865,0.0704004,0,True,True,True
MC1R,MC1R,MC1R,MC1R,unique_gene_symbol,8.42492,0.117622,0,True,True,True
MCAM,MCAM,MCAM,MCAM,unique_gene_symbol,11.4343,0.208101,0,True,True,True
MCAT,MCAT,MCAT,MCAT,unique_gene_symbol,10.583,0.183366,0,True,True,True
MCC,MCC,MCC,MCC,unique_gene_symbol,11.3769,0.045802,0,True,True,True
MCCC1,MCCC1,MCCC1,MCCC1,unique_gene_symbol,11.7884,0.0909647,0,True,True,True
MCCC2,MCCC2,MCCC2,MCCC2,unique_gene_symbol,12.6503,0.151909,0,True,True,True
MCEE,MCEE,MCEE,MCEE,unique_gene_symbol,8.48945,0.13627,0,True,True,True
MCF2,MCF2,MCF2,MCF2,unique_gene_symbol,6.7751,0.509898,0,True,True,True
MCF2L,MCF2L,MCF2L,MCF2L,unique_gene_symbol,12.123,0.163038,0,True,True,True
MCF2L-AS1,MCF2L-AS1,MCF2L-AS1,MCF2L-AS1,unique_gene_symbol,7.66583,0.187211,0,True,True,True
MCF2L2,MCF2L2,MCF2L2,MCF2L2,unique_gene_symbol,6.95405,0.203446,0,True,True,True
MCFD2,MCFD2,MCFD2,MCFD2,unique_gene_symbol,12.1121,0.0176496,0,True,True,True
MCL1,MCL1,MCL1,MCL1,unique_gene_symbol,13.1941,0.179421,0,True,True,True
MCM2,MCM2,MCM2,MCM2,unique_gene_symbol,8.99875,0.0916503,0,True,True,True
MCM3,MCM3,MCM3,MCM3,unique_gene_symbol,10.7924,0.0948382,0,True,True,True
MCM3AP,MCM3AP,MCM3AP,MCM3AP,unique_gene_symbol,12.6027,0.0283913,0,True,True,True
MCM3AP-AS1,MCM3AP-AS1,MCM3AP-AS1,MCM3AP-AS1,unique_gene_symbol,8.64406,0.0665001,0,True,True,True
MCM4,MCM4,MCM4,MCM4,unique_gene_symbol,10.2146,0.0704401,0,True,True,True
MCM5,MCM5,MCM5,MCM5,unique_gene_symbol,10.0852,0.103659,0,True,True,True
MCM6,MCM6,MCM6,MCM6,unique_gene_symbol,9.63642,0.0408999,0,True,True,True
MCM7,MCM7,MCM7,MCM7,unique_gene_symbol,11.277,0.125609,0,True,True,True
MCM8,MCM8,MCM8,MCM8,unique_gene_symbol,8.9143,0.0400588,0,True,True,True
MCM9,MCM9,MCM9,MCM9,unique_gene_symbol,10.5902,0.0103869,0,True,True,True
MCMBP,MCMBP,MCMBP,MCMBP,unique_gene_symbol,10.9973,0.0117299,0,True,True,True
MCMDC2,MCMDC2,MCMDC2,MCMDC2,unique_gene_symbol,7.0168,0.0623487,0,True,True,True
MCOLN1,MCOLN1,MCOLN1,MCOLN1,unique_gene_symbol,10.2662,0.0298971,0,True,True,True
MCOLN2,MCOLN2,MCOLN2,MCOLN2,unique_gene_symbol,7.58449,0.737132,0,True,True,True
MCOLN3,MCOLN3,MCOLN3,MCOLN3,unique_gene_symbol,8.63094,0.279314,0,True,True,True
MCPH1,MCPH1,MCPH1,MCPH1,unique_gene_symbol,10.2499,0.020086,0,True,True,True
MCPH1-AS1,MCPH1-AS1,MCPH1-AS1,MCPH1-AS1,unique_gene_symbol,7.55567,0.0584678,0,True,True,True
MCRIP1,MCRIP1,MCRIP1,MCRIP1,unique_gene_symbol,11.1565,0.129973,0,True,True,True
MCRIP2,MCRIP2,MCRIP2,MCRIP2,unique_gene_symbol,11.1689,0.224506,0,True,True,True
MCRS1,MCRS1,MCRS1,MCRS1,unique_gene_symbol,11.4231,0.0605866,0,True,True,True
MCTP1,MCTP1,MCTP1,MCTP1,unique_gene_symbol,8.34866,0.492385,0,True,True,True
MCTP2,MCTP2,MCTP2,MCTP2,unique_gene_symbol,10.0437,0.0493094,0,True,True,True
MCTS1,MCTS1,MCTS1,MCTS1,unique_gene_symbol,10.1359,0.0162104,0,True,True,True
MCU,MCU,MCU,MCU,unique_gene_symbol,10.2794,0.0343817,0,True,True,True
MCUB,MCUB,MCUB,MCUB,unique_gene_symbol,7.22669,0.77993,0,True,True,True
MCUR1,MCUR1,MCUR1,MCUR1,unique_gene_symbol,11.3755,0.151164,0,True,True,True
MDFI,MDFI,MDFI,MDFI,unique_gene_symbol,7.44065,0.827381,0,True,True,True
MDFIC,MDFIC,MDFIC,MDFIC,unique_gene_symbol,10.0872,0.0736171,0,True,True,True
MDGA1,MDGA1,MDGA1,MDGA1,unique_gene_symbol,8.98312,0.484342,0,True,True,True
MDH1,MDH1,MDH1,MDH1,unique_gene_symbol,12.654,0.10868,0,True,True,True
MDH1B,MDH1B,MDH1B,MDH1B,unique_gene_symbol,8.33185,0.156747,0,True,True,True
MDH2,MDH2,MDH2,MDH2,unique_gene_symbol,12.6277,0.0612773,0,True,True,True
MDK,MDK,MDK,MDK,unique_gene_symbol,9.39591,0.984711,0,True,True,True
MDM1,MDM1,MDM1,MDM1,unique_gene_symbol,9.23938,0.0278722,0,True,True,True
MDM2,MDM2,MDM2,MDM2,unique_gene_symbol,12.2672,0.0302414,0,True,True,True
MDM4,MDM4,MDM4,MDM4,unique_gene_symbol,12.8967,0.0394689,0,True,True,True
MDN1,MDN1,MDN1,MDN1,unique_gene_symbol,13.394,0.0340672,0,True,True,True
ME1,ME1,ME1,ME1,unique_gene_symbol,8.20622,0.121906,0,True,True,True
ME2,ME2,ME2,ME2,unique_gene_symbol,10.2871,0.0227178,0,True,True,True
ME3,ME3,ME3,ME3,unique_gene_symbol,10.8884,0.0468442,0,True,True,True
MEA1,MEA1,MEA1,MEA1,unique_gene_symbol,10.1667,0.148178,0,True,True,True
MEAF6,MEAF6,MEAF6,MEAF6,unique_gene_symbol,10.6673,0.0464325,0,True,True,True
MEAT6,MEAT6,MEAT6,MEAT6,unique_gene_symbol,3.83593,2.26689,0,True,True,True
MECOM,MECOM,MECOM,MECOM,unique_gene_symbol,12.8041,0.0677432,0,True,True,True
MECP2,MECP2,MECP2,MECP2,unique_gene_symbol,12.8959,0.037392,0,True,True,True
MECR,MECR,MECR,MECR,unique_gene_symbol,10.2168,0.0319109,0,True,True,True
MED1,MED1,MED1,MED1,unique_gene_symbol,11.9209,0.0332487,0,True,True,True
MED10,MED10,MED10,MED10,unique_gene_symbol,9.05227,0.070694,0,True,True,True
MED11,MED11,MED11,MED11,unique_gene_symbol,9.37556,0.112658,0,True,True,True
MED12,MED12,MED12,MED12,unique_gene_symbol,12.1707,0.0728524,0,True,True,True
MED12L,MED12L,MED12L,MED12L,unique_gene_symbol,7.78737,0.111803,0,True,True,True
MED13,MED13,MED13,MED13,unique_gene_symbol,13.1828,0.0186126,0,True,True,True
MED13L,MED13L,MED13L,MED13L,unique_gene_symbol,13.3992,0.0908754,0,True,True,True
MED14,MED14,MED14,MED14,unique_gene_symbol,11.5941,0.0257493,0,True,True,True
MED15,MED15,MED15,MED15,unique_gene_symbol,11.928,0.0970271,0,True,True,True
MED16,MED16,MED16,MED16,unique_gene_symbol,11.5374,0.107012,0,True,True,True
MED17,MED17,MED17,MED17,unique_gene_symbol,9.98238,0.0112536,0,True,True,True
MED18,MED18,MED18,MED18,unique_gene_symbol,9.64066,0.107205,0,True,True,True
MED19,MED19,MED19,MED19,unique_gene_symbol,9.16726,0.0737761,0,True,True,True
MED20,MED20,MED20,MED20,unique_gene_symbol,10.0601,0.0190489,0,True,True,True
MED21,MED21,MED21,MED21,unique_gene_symbol,9.80904,0.101564,0,True,True,True
MED22,MED22,MED22,MED22,unique_gene_symbol,11.1869,0.0445131,0,True,True,True
MED23,MED23,MED23,MED23,unique_gene_symbol,11.192,0.028398,0,True,True,True
MED24,MED24,MED24,MED24,unique_gene_symbol,12.0044,0.013565,0,True,True,True
MED25,MED25,MED25,MED25,unique_gene_symbol,11.0928,0.0956822,0,True,True,True
MED26,MED26,MED26,MED26,unique_gene_symbol,9.3507,0.0364204,0,True,True,True
MED27,MED27,MED27,MED27,unique_gene_symbol,9.29404,0.0283371,0,True,True,True
MED28,MED28,MED28,MED28,unique_gene_symbol,10.8723,0.0323796,0,True,True,True
MED29,MED29,MED29,MED29,unique_gene_symbol,11.8543,0.0185198,0,True,True,True
MED30,MED30,MED30,MED30,unique_gene_symbol,7.49027,0.100674,0,True,True,True
MED31,MED31,MED31,MED31,unique_gene_symbol,6.40883,0.133307,0,True,True,True
MED4,MED4,MED4,MED4,unique_gene_symbol,8.58256,0.0747596,0,True,True,True
MED6,MED6,MED6,MED6,unique_gene_symbol,9.48202,0.0295184,0,True,True,True
MED7,MED7,MED7,MED7,unique_gene_symbol,8.32571,0.0733825,0,True,True,True
MED8,MED8,MED8,MED8,unique_gene_symbol,10.578,0.0678524,0,True,True,True
MED9,MED9,MED9,MED9,unique_gene_symbol,9.81233,0.0376969,0,True,True,True
MEDAG,MEDAG,MEDAG,MEDAG,unique_gene_symbol,6.39834,0.620832,0,True,True,True
MEF2A,MEF2A,MEF2A,MEF2A,unique_gene_symbol,11.9857,0.0208578,0,True,True,True
MEF2C,MEF2C,MEF2C,MEF2C,unique_gene_symbol,10.6854,0.116218,0,True,True,True
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,unique_gene_symbol,6.29762,0.162913,0,True,True,True
MEF2D,MEF2D,MEF2D,MEF2D,unique_gene_symbol,12.2171,0.146831,0,True,True,True
MEFV,MEFV,MEFV,MEFV,unique_gene_symbol,6.60475,1.20716,0,True,True,True
MEG3,MEG3,MEG3,MEG3,unique_gene_symbol,10.9986,0.307957,0,True,True,True
MEGF11,MEGF11,MEGF11,MEGF11,unique_gene_symbol,9.29474,0.842799,0,True,True,True
MEGF6,MEGF6,MEGF6,MEGF6,unique_gene_symbol,10.8514,0.254671,0,True,True,True
MEGF8,MEGF8,MEGF8,MEGF8,unique_gene_symbol,13.3056,0.136514,0,True,True,True
MEGF9,MEGF9,MEGF9,MEGF9,unique_gene_symbol,11.4633,0.0293832,0,True,True,True
MEI1,MEI1,MEI1,MEI1,unique_gene_symbol,7.40528,1.12285,0,True,True,True
MEI4,MEI4,MEI4,MEI4,unique_gene_symbol,8.2032,0.604471,0,True,True,True
MEIOC,MEIOC,MEIOC,MEIOC,unique_gene_symbol,5.43758,0.738311,0,True,True,True
MEIS1,MEIS1,MEIS1,MEIS1,unique_gene_symbol,10.7088,0.112251,0,True,True,True
MEIS1-AS2,MEIS1-AS2,MEIS1-AS2,MEIS1-AS2,unique_gene_symbol,7.20009,0.119271,0,True,True,True
MEIS2,MEIS2,MEIS2,MEIS2,unique_gene_symbol,11.0181,0.0657172,0,True,True,True
MEIS3,MEIS3,MEIS3,MEIS3,unique_gene_symbol,7.92912,0.409248,0,True,True,True
MEIS3P1,MEIS3P1,MEIS3P1,MEIS3P1,unique_gene_symbol,8.99591,0.063032,0,True,True,True
MELK,MELK,MELK,MELK,unique_gene_symbol,4.57301,2.40163,0,True,True,True
MELTF,MELTF,MELTF,MELTF,unique_gene_symbol,7.88269,0.541937,0,True,True,True
MELTF-AS1,MELTF-AS1,MELTF-AS1,MELTF-AS1,unique_gene_symbol,5.55875,0.147472,0,True,True,True
MEMO1,MEMO1,MEMO1,MEMO1,unique_gene_symbol,9.68417,0.0154507,0,True,True,True
MEN1,MEN1,MEN1,MEN1,unique_gene_symbol,10.8811,0.0327529,0,True,True,True
MEOX1,MEOX1,MEOX1,MEOX1,unique_gene_symbol,4.48556,2.46575,0,True,True,True
MEP1B,MEP1B,MEP1B,MEP1B,unique_gene_symbol,6.29014,0.336173,0,True,True,True
MEPCE,MEPCE,MEPCE,MEPCE,unique_gene_symbol,11.7103,0.0134183,0,True,True,True
MEPE,MEPE,MEPE,MEPE,unique_gene_symbol,5.02794,2.84299,0,True,True,True
MERTK,MERTK,MERTK,MERTK,unique_gene_symbol,10.8405,0.0288083,0,True,True,True
MESDC1,MESDC1,MESDC1,MESDC1,unique_gene_symbol,10.3445,0.172283,0,True,True,True
MESDC2,MESDC2,MESDC2,MESDC2,unique_gene_symbol,11.1353,0.00757803,0,True,True,True
MESP1,MESP1,MESP1,MESP1,unique_gene_symbol,6.12504,0.423306,0,True,True,True
MEST,MEST,MEST,MEST,unique_gene_symbol,10.9801,0.277039,0,True,True,True
MET,MET,MET,MET,unique_gene_symbol,12.66,0.180831,0,True,True,True
METAP1,METAP1,METAP1,METAP1,unique_gene_symbol,10.5726,0.0442055,0,True,True,True
METAP1D,METAP1D,METAP1D,METAP1D,unique_gene_symbol,8.71742,0.0325115,0,True,True,True
METAP2,METAP2,METAP2,METAP2,unique_gene_symbol,10.2812,0.0641375,0,True,True,True
METRN,METRN,METRN,METRN,unique_gene_symbol,10.7125,0.0760313,0,True,True,True
METRNL,METRNL,METRNL,METRNL,unique_gene_symbol,11.2158,0.0921827,0,True,True,True
METTL1,METTL1,METTL1,METTL1,unique_gene_symbol,9.64693,0.271191,0,True,True,True
METTL10,METTL10,METTL10,METTL10,unique_gene_symbol,9.29837,0.0403697,0,True,True,True
METTL12,METTL12,METTL12,METTL12,unique_gene_symbol,7.86312,0.0848295,0,True,True,True
METTL13,METTL13,METTL13,METTL13,unique_gene_symbol,10.8087,0.0317251,0,True,True,True
METTL14,METTL14,METTL14,METTL14,unique_gene_symbol,9.91665,0.0460439,0,True,True,True
METTL15,METTL15,METTL15,METTL15,unique_gene_symbol,9.56122,0.0347104,0,True,True,True
METTL16,METTL16,METTL16,METTL16,unique_gene_symbol,11.0955,0.015051,0,True,True,True
METTL17,METTL17,METTL17,METTL17,unique_gene_symbol,10.3754,0.0204326,0,True,True,True
METTL18,METTL18,METTL18,METTL18,unique_gene_symbol,6.79684,0.176783,0,True,True,True
METTL21A,METTL21A,METTL21A,METTL21A,unique_gene_symbol,8.74941,0.0233596,0,True,True,True
METTL22,METTL22,METTL22,METTL22,unique_gene_symbol,9.52191,0.0210495,0,True,True,True
METTL23,METTL23,METTL23,METTL23,unique_gene_symbol,9.76159,0.039979,0,True,True,True
METTL24,METTL24,METTL24,METTL24,unique_gene_symbol,8.3834,0.107878,0,True,True,True
METTL25,METTL25,METTL25,METTL25,unique_gene_symbol,9.03886,0.126458,0,True,True,True
METTL26,METTL26,METTL26,METTL26,unique_gene_symbol,10.2867,0.117836,0,True,True,True
METTL2A,METTL2A,METTL2A,METTL2A,unique_gene_symbol,9.28996,0.0278934,0,True,True,True
METTL2B,METTL2B,METTL2B,METTL2B,unique_gene_symbol,9.85926,0.0300061,0,True,True,True
METTL3,METTL3,METTL3,METTL3,unique_gene_symbol,10.8156,0.0375795,0,True,True,True
METTL4,METTL4,METTL4,METTL4,unique_gene_symbol,8.6753,0.0235454,0,True,True,True
METTL5,METTL5,METTL5,METTL5,unique_gene_symbol,8.51972,0.102021,0,True,True,True
METTL6,METTL6,METTL6,METTL6,unique_gene_symbol,9.70885,0.025863,0,True,True,True
METTL7A,METTL7A,METTL7A,METTL7A,unique_gene_symbol,13.7663,0.183152,0,True,True,True
METTL7B,METTL7B,METTL7B,METTL7B,unique_gene_symbol,11.046,0.438451,0,True,True,True
METTL8,METTL8,METTL8,METTL8,unique_gene_symbol,10.1396,0.0382736,0,True,True,True
METTL9,METTL9,METTL9,METTL9,unique_gene_symbol,12.5351,0.0759709,0,True,True,True
MEX3A,MEX3A,MEX3A,MEX3A,unique_gene_symbol,8.4623,0.222063,0,True,True,True
MEX3B,MEX3B,MEX3B,MEX3B,unique_gene_symbol,6.46164,0.397838,0,True,True,True
MEX3C,MEX3C,MEX3C,MEX3C,unique_gene_symbol,10.5039,0.0324424,0,True,True,True
MEX3D,MEX3D,MEX3D,MEX3D,unique_gene_symbol,9.64531,0.142296,0,True,True,True
MFAP1,MFAP1,MFAP1,MFAP1,unique_gene_symbol,9.91177,0.0530807,0,True,True,True
MFAP2,MFAP2,MFAP2,MFAP2,unique_gene_symbol,6.76419,0.571555,0,True,True,True
MFAP3,MFAP3,MFAP3,MFAP3,unique_gene_symbol,10.6553,0.0179576,0,True,True,True
MFAP3L,MFAP3L,MFAP3L,MFAP3L,unique_gene_symbol,11.9128,0.0898143,0,True,True,True
MFAP4,MFAP4,MFAP4,MFAP4,unique_gene_symbol,10.883,0.77196,0,True,True,True
MFAP5,MFAP5,MFAP5,MFAP5,unique_gene_symbol,5.18251,4.76254,0,True,True,True
MFF,MFF,MFF,MFF,unique_gene_symbol,11.4374,0.0274364,0,True,True,True
MFGE8,MFGE8,MFGE8,MFGE8,unique_gene_symbol,11.4283,0.254871,0,True,True,True
MFHAS1,MFHAS1,MFHAS1,MFHAS1,unique_gene_symbol,11.9841,0.131819,0,True,True,True
MFN1,MFN1,MFN1,MFN1,unique_gene_symbol,10.9423,0.016499,0,True,True,True
MFN2,MFN2,MFN2,MFN2,unique_gene_symbol,12.8968,0.0120123,0,True,True,True
MFNG,MFNG,MFNG,MFNG,unique_gene_symbol,9.46617,0.420026,0,True,True,True
MFSD1,MFSD1,MFSD1,MFSD1,unique_gene_symbol,10.8185,0.0348362,0,True,True,True
MFSD10,MFSD10,MFSD10,MFSD10,unique_gene_symbol,11.0541,0.116448,0,True,True,True
MFSD11,MFSD11,MFSD11,MFSD11,unique_gene_symbol,10.017,0.0154712,0,True,True,True
MFSD12,MFSD12,MFSD12,MFSD12,unique_gene_symbol,12.7986,0.164745,0,True,True,True
MFSD13A,MFSD13A,MFSD13A,MFSD13A,unique_gene_symbol,8.74579,0.0723556,0,True,True,True
MFSD13B,MFSD13B,MFSD13B,MFSD13B,unique_gene_symbol,6.81528,0.133614,0,True,True,True
MFSD14A,MFSD14A,MFSD14A,MFSD14A,unique_gene_symbol,10.7599,0.0202484,0,True,True,True
MFSD14B,MFSD14B,MFSD14B,MFSD14B,unique_gene_symbol,11.0847,0.0202574,0,True,True,True
MFSD14C,MFSD14C,MFSD14C,MFSD14C,unique_gene_symbol,8.81166,0.0267977,0,True,True,True
MFSD2A,MFSD2A,MFSD2A,MFSD2A,unique_gene_symbol,6.90974,0.70795,0,True,True,True
MFSD2B,MFSD2B,MFSD2B,MFSD2B,unique_gene_symbol,5.99252,0.306176,0,True,True,True
MFSD3,MFSD3,MFSD3,MFSD3,unique_gene_symbol,11.0808,0.178502,0,True,True,True
MFSD4A,MFSD4A,MFSD4A,MFSD4A,unique_gene_symbol,11.7474,0.580338,0,True,True,True
MFSD4B,MFSD4B,MFSD4B,MFSD4B,unique_gene_symbol,11.7091,0.116829,0,True,True,True
MFSD5,MFSD5,MFSD5,MFSD5,unique_gene_symbol,10.1459,0.0514413,0,True,True,True
MFSD6,MFSD6,MFSD6,MFSD6,unique_gene_symbol,10.5698,0.0331624,0,True,True,True
MFSD6L,MFSD6L,MFSD6L,MFSD6L,unique_gene_symbol,6.85572,0.174747,0,True,True,True
MFSD7,MFSD7,MFSD7,MFSD7,unique_gene_symbol,9.11089,0.180305,0,True,True,True
MFSD8,MFSD8,MFSD8,MFSD8,unique_gene_symbol,9.59762,0.0585115,0,True,True,True
MFSD9,MFSD9,MFSD9,MFSD9,unique_gene_symbol,10.0431,0.0325656,0,True,True,True
MGA,MGA,MGA,MGA,unique_gene_symbol,12.9445,0.062963,0,True,True,True
MGAM,MGAM,MGAM,MGAM,unique_gene_symbol,13.4232,0.471181,0,True,True,True
MGAM2,MGAM2,MGAM2,MGAM2,unique_gene_symbol,7.41804,0.737135,0,True,True,True
MGARP,MGARP,MGARP,MGARP,unique_gene_symbol,5.61908,0.790052,0,True,True,True
MGAT1,MGAT1,MGAT1,MGAT1,unique_gene_symbol,12.3301,0.0840607,0,True,True,True
MGAT2,MGAT2,MGAT2,MGAT2,unique_gene_symbol,10.4376,0.0438039,0,True,True,True
MGAT3,MGAT3,MGAT3,MGAT3,unique_gene_symbol,10.5159,0.150708,0,True,True,True
MGAT4A,MGAT4A,MGAT4A,MGAT4A,unique_gene_symbol,12.4174,0.0294136,0,True,True,True
MGAT4B,MGAT4B,MGAT4B,MGAT4B,unique_gene_symbol,12.6563,0.0579155,0,True,True,True
MGAT5,MGAT5,MGAT5,MGAT5,unique_gene_symbol,12.5087,0.0542366,0,True,True,True
MGAT5B,MGAT5B,MGAT5B,MGAT5B,unique_gene_symbol,6.39533,0.64613,0,True,True,True
MGC12916,MGC12916,MGC12916,MGC12916,unique_gene_symbol,6.59375,0.253126,0,True,True,True
MGC16025,MGC16025,MGC16025,MGC16025,unique_gene_symbol,7.21924,0.0973521,0,True,True,True
MGC16275,MGC16275,MGC16275,MGC16275,unique_gene_symbol,7.12269,0.180255,0,True,True,True
MGC27345,MGC27345,MGC27345,MGC27345,unique_gene_symbol,10.8418,0.0223833,0,True,True,True
MGC27382,MGC27382,MGC27382,MGC27382,unique_gene_symbol,6.76372,0.316222,0,True,True,True
MGC70870,MGC70870,MGC70870,MGC70870,unique_gene_symbol,8.48794,0.768904,0,True,True,True
MGC72080,MGC72080,MGC72080,MGC72080,unique_gene_symbol,8.67429,0.0507954,0,True,True,True
MGEA5,MGEA5,MGEA5,MGEA5,unique_gene_symbol,13.4638,0.0387048,0,True,True,True
MGLL,MGLL,MGLL,MGLL,unique_gene_symbol,13.2378,0.0902731,0,True,True,True
MGME1,MGME1,MGME1,MGME1,unique_gene_symbol,9.83309,0.0424059,0,True,True,True
MGMT,MGMT,MGMT,MGMT,unique_gene_symbol,10.6194,0.100553,0,True,True,True
MGP,MGP,MGP,MGP,unique_gene_symbol,12.9802,0.921145,0,True,True,True
MGRN1,MGRN1,MGRN1,MGRN1,unique_gene_symbol,12.5096,0.143672,0,True,True,True
MGST1,MGST1,MGST1,MGST1,unique_gene_symbol,11.5422,0.276064,0,True,True,True
MGST2,MGST2,MGST2,MGST2,unique_gene_symbol,10.4707,0.195095,0,True,True,True
MGST3,MGST3,MGST3,MGST3,unique_gene_symbol,11.8511,0.150299,0,True,True,True
MIA2,MIA2,MIA2,MIA2,unique_gene_symbol,12.3618,0.183903,0,True,True,True
MIA3,MIA3,MIA3,MIA3,unique_gene_symbol,11.9795,0.0282869,0,True,True,True
MIAT,MIAT,MIAT,MIAT,unique_gene_symbol,9.58437,0.692465,0,True,True,True
MIATNB,MIATNB,MIATNB,MIATNB,unique_gene_symbol,8.58484,0.048476,0,True,True,True
MIB1,MIB1,MIB1,MIB1,unique_gene_symbol,12.0087,0.0261332,0,True,True,True
MIB2,MIB2,MIB2,MIB2,unique_gene_symbol,11.5044,0.0920125,0,True,True,True
MICA,MICA,MICA,MICA,unique_gene_symbol,8.15231,0.943918,0,True,True,True
MICAL1,MICAL1,MICAL1,MICAL1,unique_gene_symbol,11.7689,0.109925,0,True,True,True
MICAL2,MICAL2,MICAL2,MICAL2,unique_gene_symbol,11.3668,0.573627,0,True,True,True
MICAL3,MICAL3,MICAL3,MICAL3,unique_gene_symbol,13.4121,0.0395007,0,True,True,True
MICALCL,MICALCL,MICALCL,MICALCL,unique_gene_symbol,5.58966,0.587723,0,True,True,True
MICALL1,MICALL1,MICALL1,MICALL1,unique_gene_symbol,11.3159,0.0933438,0,True,True,True
MICALL2,MICALL2,MICALL2,MICALL2,unique_gene_symbol,10.7403,0.666534,0,True,True,True
MICU1,MICU1,MICU1,MICU1,unique_gene_symbol,11.9977,0.167601,0,True,True,True
MICU2,MICU2,MICU2,MICU2,unique_gene_symbol,10.2678,0.178105,0,True,True,True
MICU3,MICU3,MICU3,MICU3,unique_gene_symbol,7.99855,0.0857611,0,True,True,True
MID1,MID1,MID1,MID1,unique_gene_symbol,10.7229,0.220594,0,True,True,True
MID1IP1,MID1IP1,MID1IP1,MID1IP1,unique_gene_symbol,10.6667,0.0801151,0,True,True,True
MID2,MID2,MID2,MID2,unique_gene_symbol,10.1572,0.018502,0,True,True,True
MIDN,MIDN,MIDN,MIDN,unique_gene_symbol,12.1938,0.330496,0,True,True,True
MIEF1,MIEF1,MIEF1,MIEF1,unique_gene_symbol,12.0485,0.032928,0,True,True,True
MIEF2,MIEF2,MIEF2,MIEF2,unique_gene_symbol,10.229,0.0393445,0,True,True,True
MIEN1,MIEN1,MIEN1,MIEN1,unique_gene_symbol,10.2052,0.117148,0,True,True,True
MIER1,MIER1,MIER1,MIER1,unique_gene_symbol,10.5405,0.0413834,0,True,True,True
MIER2,MIER2,MIER2,MIER2,unique_gene_symbol,9.69241,0.0795045,0,True,True,True
MIER3,MIER3,MIER3,MIER3,unique_gene_symbol,9.77034,0.0437457,0,True,True,True
MIF-AS1,MIF-AS1,MIF-AS1,MIF-AS1,unique_gene_symbol,7.8201,0.932805,0,True,True,True
MIF4GD,MIF4GD,MIF4GD,MIF4GD,unique_gene_symbol,9.47995,0.0954309,0,True,True,True
MIGA1,MIGA1,MIGA1,MIGA1,unique_gene_symbol,11.1305,0.0618476,0,True,True,True
MIGA2,MIGA2,MIGA2,MIGA2,unique_gene_symbol,11.015,0.0604048,0,True,True,True
MIIP,MIIP,MIIP,MIIP,unique_gene_symbol,9.5352,0.0772307,0,True,True,True
MILR1,MILR1,MILR1,MILR1,unique_gene_symbol,6.5346,0.802668,0,True,True,True
MINCR,MINCR,MINCR,MINCR,unique_gene_symbol,6.73929,0.272446,0,True,True,True
MINK1,MINK1,MINK1,MINK1,unique_gene_symbol,12.7268,0.112771,0,True,True,True
MINOS1,MINOS1,MINOS1,MINOS1,unique_gene_symbol,10.3136,0.0603839,0,True,True,True
MINOS1P1,MINOS1P1,MINOS1P1,MINOS1P1,unique_gene_symbol,9.19076,0.0470398,0,True,True,True
MINPP1,MINPP1,MINPP1,MINPP1,unique_gene_symbol,9.72684,0.180945,0,True,True,True
MIOS,MIOS,MIOS,MIOS,unique_gene_symbol,10.2163,0.0293939,0,True,True,True
MIOX,MIOX,MIOX,MIOX,unique_gene_symbol,14.9757,0.896129,0,True,True,True
MIPEP,MIPEP,MIPEP,MIPEP,unique_gene_symbol,10.5285,0.0845872,0,True,True,True
MIPEPP3,MIPEPP3,MIPEPP3,MIPEPP3,unique_gene_symbol,7.28605,0.151893,0,True,True,True
MIPOL1,MIPOL1,MIPOL1,MIPOL1,unique_gene_symbol,8.66257,0.0912499,0,True,True,True
MIR1-1HG,MIR1-1HG,MIR1-1HG,MIR1-1HG,unique_gene_symbol,1.5422,1.80337,0,True,True,True
MIR100HG,MIR100HG,MIR100HG,MIR100HG,unique_gene_symbol,9.53122,0.0817033,0,True,True,True
