source_feature_id,raw_annotation,candidate_gene_symbols,selected_gene_symbol,mapping_status,mean_expression,variance_expression,missing_fraction,finite_values,eligible_before_duplicate_collapse,selected_for_clean_matrix
COMT,COMT,COMT,COMT,unique_gene_symbol,11.2722,0.0705668,0,True,True,True
COMTD1,COMTD1,COMTD1,COMTD1,unique_gene_symbol,9.24679,0.13206,0,True,True,True
COPA,COPA,COPA,COPA,unique_gene_symbol,13.529,0.0102411,0,True,True,True
COPB1,COPB1,COPB1,COPB1,unique_gene_symbol,11.9112,0.0527856,0,True,True,True
COPB2,COPB2,COPB2,COPB2,unique_gene_symbol,12.384,0.0200122,0,True,True,True
COPE,COPE,COPE,COPE,unique_gene_symbol,11.9572,0.0619278,0,True,True,True
COPG1,COPG1,COPG1,COPG1,unique_gene_symbol,12.855,0.0191109,0,True,True,True
COPG2,COPG2,COPG2,COPG2,unique_gene_symbol,9.42949,0.0296099,0,True,True,True
COPRS,COPRS,COPRS,COPRS,unique_gene_symbol,10.303,0.165269,0,True,True,True
COPS2,COPS2,COPS2,COPS2,unique_gene_symbol,10.0014,0.159339,0,True,True,True
COPS3,COPS3,COPS3,COPS3,unique_gene_symbol,10.1521,0.0277283,0,True,True,True
COPS4,COPS4,COPS4,COPS4,unique_gene_symbol,10.0242,0.0499025,0,True,True,True
COPS5,COPS5,COPS5,COPS5,unique_gene_symbol,10.4692,0.0396053,0,True,True,True
COPS6,COPS6,COPS6,COPS6,unique_gene_symbol,11.5531,0.0638794,0,True,True,True
COPS7A,COPS7A,COPS7A,COPS7A,unique_gene_symbol,11.4782,0.0298269,0,True,True,True
COPS7B,COPS7B,COPS7B,COPS7B,unique_gene_symbol,10.4802,0.0196963,0,True,True,True
COPS8,COPS8,COPS8,COPS8,unique_gene_symbol,10.566,0.0410247,0,True,True,True
COPS9,COPS9,COPS9,COPS9,unique_gene_symbol,9.65294,0.196582,0,True,True,True
COPZ1,COPZ1,COPZ1,COPZ1,unique_gene_symbol,12.0028,0.0588492,0,True,True,True
COPZ2,COPZ2,COPZ2,COPZ2,unique_gene_symbol,9.11606,0.143177,0,True,True,True
COQ10A,COQ10A,COQ10A,COQ10A,unique_gene_symbol,9.54967,0.109562,0,True,True,True
COQ10B,COQ10B,COQ10B,COQ10B,unique_gene_symbol,9.66965,0.0686106,0,True,True,True
COQ2,COQ2,COQ2,COQ2,unique_gene_symbol,8.7692,0.0568657,0,True,True,True
COQ3,COQ3,COQ3,COQ3,unique_gene_symbol,7.59805,0.164169,0,True,True,True
COQ4,COQ4,COQ4,COQ4,unique_gene_symbol,11.429,0.0475447,0,True,True,True
COQ5,COQ5,COQ5,COQ5,unique_gene_symbol,10.3099,0.112352,0,True,True,True
COQ6,COQ6,COQ6,COQ6,unique_gene_symbol,9.11597,0.112471,0,True,True,True
COQ7,COQ7,COQ7,COQ7,unique_gene_symbol,10.1763,0.0395094,0,True,True,True
COQ8A,COQ8A,COQ8A,COQ8A,unique_gene_symbol,11.8798,0.169071,0,True,True,True
COQ8B,COQ8B,COQ8B,COQ8B,unique_gene_symbol,10.8855,0.015111,0,True,True,True
COQ9,COQ9,COQ9,COQ9,unique_gene_symbol,12.1511,0.0689807,0,True,True,True
CORIN,CORIN,CORIN,CORIN,unique_gene_symbol,7.41053,0.0999036,0,True,True,True
CORO1A,CORO1A,CORO1A,CORO1A,unique_gene_symbol,10.3781,1.811,0,True,True,True
CORO1B,CORO1B,CORO1B,CORO1B,unique_gene_symbol,12.0189,0.0303089,0,True,True,True
CORO1C,CORO1C,CORO1C,CORO1C,unique_gene_symbol,12.0928,0.0685687,0,True,True,True
CORO2A,CORO2A,CORO2A,CORO2A,unique_gene_symbol,8.2575,0.172125,0,True,True,True
CORO2B,CORO2B,CORO2B,CORO2B,unique_gene_symbol,9.50509,0.0784929,0,True,True,True
CORO6,CORO6,CORO6,CORO6,unique_gene_symbol,6.91371,0.348625,0,True,True,True
CORO7,CORO7,CORO7,CORO7,unique_gene_symbol,8.03499,0.120264,0,True,True,True
COTL1,COTL1,COTL1,COTL1,unique_gene_symbol,13.5999,0.0757569,0,True,True,True
COX10,COX10,COX10,COX10,unique_gene_symbol,10.0443,0.0381842,0,True,True,True
COX10-AS1,COX10-AS1,COX10-AS1,COX10-AS1,unique_gene_symbol,7.83635,0.0380976,0,True,True,True
COX11,COX11,COX11,COX11,unique_gene_symbol,10.4569,0.044132,0,True,True,True
COX14,COX14,COX14,COX14,unique_gene_symbol,10.7996,0.181749,0,True,True,True
COX15,COX15,COX15,COX15,unique_gene_symbol,11.5886,0.0219862,0,True,True,True
COX16,COX16,COX16,COX16,unique_gene_symbol,6.19188,0.131584,0,True,True,True
COX17,COX17,COX17,COX17,unique_gene_symbol,9.13161,0.16049,0,True,True,True
COX18,COX18,COX18,COX18,unique_gene_symbol,9.95099,0.0505011,0,True,True,True
COX19,COX19,COX19,COX19,unique_gene_symbol,10.3974,0.0467672,0,True,True,True
COX20,COX20,COX20,COX20,unique_gene_symbol,11.0789,0.0306987,0,True,True,True
COX4I1,COX4I1,COX4I1,COX4I1,unique_gene_symbol,13.0408,0.167156,0,True,True,True
COX4I2,COX4I2,COX4I2,COX4I2,unique_gene_symbol,5.29625,0.350595,0,True,True,True
COX5A,COX5A,COX5A,COX5A,unique_gene_symbol,11.6801,0.100354,0,True,True,True
COX5B,COX5B,COX5B,COX5B,unique_gene_symbol,12.4718,0.190351,0,True,True,True
COX6A1,COX6A1,COX6A1,COX6A1,unique_gene_symbol,12.4869,0.205932,0,True,True,True
COX6A2,COX6A2,COX6A2,COX6A2,unique_gene_symbol,5.39905,1.99871,0,True,True,True
COX6B1,COX6B1,COX6B1,COX6B1,unique_gene_symbol,12.0562,0.172053,0,True,True,True
COX6C,COX6C,COX6C,COX6C,unique_gene_symbol,10.7297,0.186427,0,True,True,True
COX7A1,COX7A1,COX7A1,COX7A1,unique_gene_symbol,9.49155,0.197548,0,True,True,True
COX7A2,COX7A2,COX7A2,COX7A2,unique_gene_symbol,10.9477,0.182472,0,True,True,True
COX7A2L,COX7A2L,COX7A2L,COX7A2L,unique_gene_symbol,11.2729,0.148586,0,True,True,True
COX7B,COX7B,COX7B,COX7B,unique_gene_symbol,11.7584,0.170869,0,True,True,True
COX7C,COX7C,COX7C,COX7C,unique_gene_symbol,12.4892,0.215452,0,True,True,True
COX8A,COX8A,COX8A,COX8A,unique_gene_symbol,12.5451,0.205842,0,True,True,True
CP,CP,CP,CP,unique_gene_symbol,9.10244,1.434,0,True,True,True
CPA3,CPA3,CPA3,CPA3,unique_gene_symbol,7.22482,2.6064,0,True,True,True
CPA4,CPA4,CPA4,CPA4,unique_gene_symbol,4.57381,3.40962,0,True,True,True
CPAMD8,CPAMD8,CPAMD8,CPAMD8,unique_gene_symbol,11.0108,0.65512,0,True,True,True
CPD,CPD,CPD,CPD,unique_gene_symbol,12.7255,0.0495928,0,True,True,True
CPE,CPE,CPE,CPE,unique_gene_symbol,10.5471,0.439119,0,True,True,True
CPEB1,CPEB1,CPEB1,CPEB1,unique_gene_symbol,6.81624,0.564979,0,True,True,True
CPEB2,CPEB2,CPEB2,CPEB2,unique_gene_symbol,11.4788,0.0737658,0,True,True,True
CPEB2-AS1,CPEB2-AS1,CPEB2-AS1,CPEB2-AS1,unique_gene_symbol,6.74651,0.139841,0,True,True,True
CPEB3,CPEB3,CPEB3,CPEB3,unique_gene_symbol,10.3778,0.120312,0,True,True,True
CPEB4,CPEB4,CPEB4,CPEB4,unique_gene_symbol,13.2018,0.162432,0,True,True,True
CPED1,CPED1,CPED1,CPED1,unique_gene_symbol,10.3723,0.2261,0,True,True,True
CPLX1,CPLX1,CPLX1,CPLX1,unique_gene_symbol,7.65156,0.178613,0,True,True,True
CPM,CPM,CPM,CPM,unique_gene_symbol,12.6208,0.121888,0,True,True,True
CPN2,CPN2,CPN2,CPN2,unique_gene_symbol,10.8016,1.48722,0,True,True,True
CPNE1,CPNE1,CPNE1,CPNE1,unique_gene_symbol,12.0023,0.0417711,0,True,True,True
CPNE2,CPNE2,CPNE2,CPNE2,unique_gene_symbol,10.1742,0.0492486,0,True,True,True
CPNE3,CPNE3,CPNE3,CPNE3,unique_gene_symbol,11.9691,0.0386722,0,True,True,True
CPNE4,CPNE4,CPNE4,CPNE4,unique_gene_symbol,6.53176,0.962399,0,True,True,True
CPNE5,CPNE5,CPNE5,CPNE5,unique_gene_symbol,8.84021,0.249805,0,True,True,True
CPNE6,CPNE6,CPNE6,CPNE6,unique_gene_symbol,8.74938,2.40157,0,True,True,True
CPNE7,CPNE7,CPNE7,CPNE7,unique_gene_symbol,7.11628,0.608669,0,True,True,True
CPNE8,CPNE8,CPNE8,CPNE8,unique_gene_symbol,9.86913,0.0627417,0,True,True,True
CPO,CPO,CPO,CPO,unique_gene_symbol,6.48451,0.311868,0,True,True,True
CPOX,CPOX,CPOX,CPOX,unique_gene_symbol,9.19121,0.0212178,0,True,True,True
CPPED1,CPPED1,CPPED1,CPPED1,unique_gene_symbol,11.3509,0.0980038,0,True,True,True
CPQ,CPQ,CPQ,CPQ,unique_gene_symbol,11.7545,0.0454848,0,True,True,True
CPS1,CPS1,CPS1,CPS1,unique_gene_symbol,8.98622,0.22866,0,True,True,True
CPSF1,CPSF1,CPSF1,CPSF1,unique_gene_symbol,11.8478,0.136154,0,True,True,True
CPSF2,CPSF2,CPSF2,CPSF2,unique_gene_symbol,11.1124,0.0124274,0,True,True,True
CPSF3,CPSF3,CPSF3,CPSF3,unique_gene_symbol,10.0939,0.0218997,0,True,True,True
CPSF4,CPSF4,CPSF4,CPSF4,unique_gene_symbol,10.4661,0.0254003,0,True,True,True
CPSF6,CPSF6,CPSF6,CPSF6,unique_gene_symbol,11.6067,0.018471,0,True,True,True
CPSF7,CPSF7,CPSF7,CPSF7,unique_gene_symbol,12.2605,0.0204762,0,True,True,True
CPT1A,CPT1A,CPT1A,CPT1A,unique_gene_symbol,13.216,0.0734748,0,True,True,True
CPT1B,CPT1B,CPT1B,CPT1B,unique_gene_symbol,5.94073,0.562798,0,True,True,True
CPT1C,CPT1C,CPT1C,CPT1C,unique_gene_symbol,7.0254,0.434101,0,True,True,True
CPT2,CPT2,CPT2,CPT2,unique_gene_symbol,11.4329,0.125725,0,True,True,True
CPTP,CPTP,CPTP,CPTP,unique_gene_symbol,10.7178,0.0738141,0,True,True,True
CPVL,CPVL,CPVL,CPVL,unique_gene_symbol,11.7261,0.277718,0,True,True,True
CPXM1,CPXM1,CPXM1,CPXM1,unique_gene_symbol,9.09125,1.492,0,True,True,True
CPXM2,CPXM2,CPXM2,CPXM2,unique_gene_symbol,10.3582,0.153223,0,True,True,True
CPZ,CPZ,CPZ,CPZ,unique_gene_symbol,7.64418,1.62185,0,True,True,True
CR1,CR1,CR1,CR1,unique_gene_symbol,9.82834,0.176964,0,True,True,True
CR2,CR2,CR2,CR2,unique_gene_symbol,9.07068,3.09108,0,True,True,True
CRABP1,CRABP1,CRABP1,CRABP1,unique_gene_symbol,6.59405,2.95209,0,True,True,True
CRABP2,CRABP2,CRABP2,CRABP2,unique_gene_symbol,6.85668,0.297187,0,True,True,True
CRACR2A,CRACR2A,CRACR2A,CRACR2A,unique_gene_symbol,7.76838,0.68254,0,True,True,True
CRACR2B,CRACR2B,CRACR2B,CRACR2B,unique_gene_symbol,9.046,0.155465,0,True,True,True
CRADD,CRADD,CRADD,CRADD,unique_gene_symbol,10.0563,0.113594,0,True,True,True
CRAMP1,CRAMP1,CRAMP1,CRAMP1,unique_gene_symbol,11.8226,0.0774018,0,True,True,True
CRAT,CRAT,CRAT,CRAT,unique_gene_symbol,12.5928,0.145883,0,True,True,True
CRB2,CRB2,CRB2,CRB2,unique_gene_symbol,10.6906,0.539737,0,True,True,True
CRB3,CRB3,CRB3,CRB3,unique_gene_symbol,10.3783,0.0948062,0,True,True,True
CRBN,CRBN,CRBN,CRBN,unique_gene_symbol,10.7159,0.0469585,0,True,True,True
CRCP,CRCP,CRCP,CRCP,unique_gene_symbol,10.9805,0.0127816,0,True,True,True
CREB1,CREB1,CREB1,CREB1,unique_gene_symbol,11.1895,0.0405825,0,True,True,True
CREB3,CREB3,CREB3,CREB3,unique_gene_symbol,10.9385,0.0994402,0,True,True,True
CREB3L1,CREB3L1,CREB3L1,CREB3L1,unique_gene_symbol,7.90241,0.327796,0,True,True,True
CREB3L2,CREB3L2,CREB3L2,CREB3L2,unique_gene_symbol,13.0589,0.0322451,0,True,True,True
CREB3L3,CREB3L3,CREB3L3,CREB3L3,unique_gene_symbol,6.60291,2.35132,0,True,True,True
CREB3L4,CREB3L4,CREB3L4,CREB3L4,unique_gene_symbol,9.0102,0.0604463,0,True,True,True
CREB5,CREB5,CREB5,CREB5,unique_gene_symbol,10.4155,0.302892,0,True,True,True
CREBBP,CREBBP,CREBBP,CREBBP,unique_gene_symbol,13.5603,0.0625428,0,True,True,True
CREBL2,CREBL2,CREBL2,CREBL2,unique_gene_symbol,11.5635,0.0301406,0,True,True,True
CREBRF,CREBRF,CREBRF,CREBRF,unique_gene_symbol,11.3572,0.0831429,0,True,True,True
CREBZF,CREBZF,CREBZF,CREBZF,unique_gene_symbol,11.536,0.0194348,0,True,True,True
CREG1,CREG1,CREG1,CREG1,unique_gene_symbol,11.6316,0.0603636,0,True,True,True
CRELD1,CRELD1,CRELD1,CRELD1,unique_gene_symbol,11.0469,0.0153908,0,True,True,True
CRELD2,CRELD2,CRELD2,CRELD2,unique_gene_symbol,9.7513,0.12412,0,True,True,True
CREM,CREM,CREM,CREM,unique_gene_symbol,9.43172,0.103004,0,True,True,True
CRHBP,CRHBP,CRHBP,CRHBP,unique_gene_symbol,10.045,0.820874,0,True,True,True
CRHR2,CRHR2,CRHR2,CRHR2,unique_gene_symbol,5.61515,0.356788,0,True,True,True
CRIM1,CRIM1,CRIM1,CRIM1,unique_gene_symbol,14.0506,0.0365773,0,True,True,True
CRIP1,CRIP1,CRIP1,CRIP1,unique_gene_symbol,9.95739,0.467774,0,True,True,True
CRIP2,CRIP2,CRIP2,CRIP2,unique_gene_symbol,12.1152,0.15659,0,True,True,True
CRIP3,CRIP3,CRIP3,CRIP3,unique_gene_symbol,8.06825,0.441792,0,True,True,True
CRIPAK,CRIPAK,CRIPAK,CRIPAK,unique_gene_symbol,9.97366,0.13337,0,True,True,True
CRIPT,CRIPT,CRIPT,CRIPT,unique_gene_symbol,10.1759,0.0549341,0,True,True,True
CRISPLD1,CRISPLD1,CRISPLD1,CRISPLD1,unique_gene_symbol,6.52206,0.16572,0,True,True,True
CRISPLD2,CRISPLD2,CRISPLD2,CRISPLD2,unique_gene_symbol,11.4226,0.342748,0,True,True,True
CRK,CRK,CRK,CRK,unique_gene_symbol,11.841,0.0162619,0,True,True,True
CRKL,CRKL,CRKL,CRKL,unique_gene_symbol,12.2266,0.0106483,0,True,True,True
CRLF1,CRLF1,CRLF1,CRLF1,unique_gene_symbol,6.92241,1.43964,0,True,True,True
CRLF3,CRLF3,CRLF3,CRLF3,unique_gene_symbol,9.8176,0.110099,0,True,True,True
CRLS1,CRLS1,CRLS1,CRLS1,unique_gene_symbol,10.9342,0.0507036,0,True,True,True
CRMP1,CRMP1,CRMP1,CRMP1,unique_gene_symbol,11.1673,0.104048,0,True,True,True
CRNDE,CRNDE,CRNDE,CRNDE,unique_gene_symbol,6.51857,0.367217,0,True,True,True
CRNKL1,CRNKL1,CRNKL1,CRNKL1,unique_gene_symbol,10.5827,0.0199097,0,True,True,True
CROCC,CROCC,CROCC,CROCC,unique_gene_symbol,11.6547,0.148557,0,True,True,True
CROCCP2,CROCCP2,CROCCP2,CROCCP2,unique_gene_symbol,10.4024,0.138305,0,True,True,True
CROCCP3,CROCCP3,CROCCP3,CROCCP3,unique_gene_symbol,10.7031,0.0860568,0,True,True,True
CROT,CROT,CROT,CROT,unique_gene_symbol,9.91563,0.0538194,0,True,True,True
CRP,CRP,CRP,CRP,unique_gene_symbol,2.01543,2.36251,0,True,True,True
CRTAC1,CRTAC1,CRTAC1,CRTAC1,unique_gene_symbol,7.63427,0.458765,0,True,True,True
CRTAM,CRTAM,CRTAM,CRTAM,unique_gene_symbol,4.83937,1.40359,0,True,True,True
CRTAP,CRTAP,CRTAP,CRTAP,unique_gene_symbol,13.2958,0.0169266,0,True,True,True
CRTC1,CRTC1,CRTC1,CRTC1,unique_gene_symbol,11.3589,0.201689,0,True,True,True
CRTC2,CRTC2,CRTC2,CRTC2,unique_gene_symbol,10.9113,0.0489882,0,True,True,True
CRTC3,CRTC3,CRTC3,CRTC3,unique_gene_symbol,11.299,0.0432352,0,True,True,True
CRY1,CRY1,CRY1,CRY1,unique_gene_symbol,10.0616,0.0702486,0,True,True,True
CRY2,CRY2,CRY2,CRY2,unique_gene_symbol,12.3537,0.106822,0,True,True,True
CRYAB,CRYAB,CRYAB,CRYAB,unique_gene_symbol,13.4279,0.388147,0,True,True,True
CRYBB2P1,CRYBB2P1,CRYBB2P1,CRYBB2P1,unique_gene_symbol,9.23481,0.138665,0,True,True,True
CRYBB3,CRYBB3,CRYBB3,CRYBB3,unique_gene_symbol,7.4061,0.28039,0,True,True,True
CRYBG3,CRYBG3,CRYBG3,CRYBG3,unique_gene_symbol,11.5449,0.0428341,0,True,True,True
CRYGS,CRYGS,CRYGS,CRYGS,unique_gene_symbol,6.92821,0.0435133,0,True,True,True
CRYL1,CRYL1,CRYL1,CRYL1,unique_gene_symbol,13.6337,0.299251,0,True,True,True
CRYM,CRYM,CRYM,CRYM,unique_gene_symbol,10.583,0.689785,0,True,True,True
CRYM-AS1,CRYM-AS1,CRYM-AS1,CRYM-AS1,unique_gene_symbol,6.27478,0.126004,0,True,True,True
CRYZ,CRYZ,CRYZ,CRYZ,unique_gene_symbol,12.4041,0.135691,0,True,True,True
CRYZL1,CRYZL1,CRYZL1,CRYZL1,unique_gene_symbol,9.55873,0.0428884,0,True,True,True
CS,CS,CS,CS,unique_gene_symbol,12.9856,0.00932218,0,True,True,True
CSAD,CSAD,CSAD,CSAD,unique_gene_symbol,10.8555,0.13331,0,True,True,True
CSDC2,CSDC2,CSDC2,CSDC2,unique_gene_symbol,11.8911,0.461142,0,True,True,True
CSDE1,CSDE1,CSDE1,CSDE1,unique_gene_symbol,14.2496,0.0191515,0,True,True,True
CSE1L,CSE1L,CSE1L,CSE1L,unique_gene_symbol,10.8348,0.0676336,0,True,True,True
CSF1,CSF1,CSF1,CSF1,unique_gene_symbol,11.1125,0.282923,0,True,True,True
CSF1R,CSF1R,CSF1R,CSF1R,unique_gene_symbol,11.9747,0.806632,0,True,True,True
CSF2RB,CSF2RB,CSF2RB,CSF2RB,unique_gene_symbol,9.5678,1.39503,0,True,True,True
CSF3R,CSF3R,CSF3R,CSF3R,unique_gene_symbol,8.70543,1.16365,0,True,True,True
CSGALNACT1,CSGALNACT1,CSGALNACT1,CSGALNACT1,unique_gene_symbol,9.92791,0.181218,0,True,True,True
CSGALNACT2,CSGALNACT2,CSGALNACT2,CSGALNACT2,unique_gene_symbol,10.2725,0.129447,0,True,True,True
CSK,CSK,CSK,CSK,unique_gene_symbol,11.0695,0.234352,0,True,True,True
CSMD1,CSMD1,CSMD1,CSMD1,unique_gene_symbol,9.03255,0.743852,0,True,True,True
CSMD2,CSMD2,CSMD2,CSMD2,unique_gene_symbol,7.0651,0.587666,0,True,True,True
CSMD3,CSMD3,CSMD3,CSMD3,unique_gene_symbol,4.44556,2.18613,0,True,True,True
CSNK1A1,CSNK1A1,CSNK1A1,CSNK1A1,unique_gene_symbol,12.353,0.0139904,0,True,True,True
CSNK1D,CSNK1D,CSNK1D,CSNK1D,unique_gene_symbol,12.9482,0.0387991,0,True,True,True
CSNK1G1,CSNK1G1,CSNK1G1,CSNK1G1,unique_gene_symbol,11.5097,0.0322214,0,True,True,True
CSNK1G2,CSNK1G2,CSNK1G2,CSNK1G2,unique_gene_symbol,11.9947,0.0311388,0,True,True,True
CSNK1G2-AS1,CSNK1G2-AS1,CSNK1G2-AS1,CSNK1G2-AS1,unique_gene_symbol,7.25415,0.944254,0,True,True,True
CSNK1G3,CSNK1G3,CSNK1G3,CSNK1G3,unique_gene_symbol,10.3331,0.0933558,0,True,True,True
CSNK2A1,CSNK2A1,CSNK2A1,CSNK2A1,unique_gene_symbol,11.9715,0.0125824,0,True,True,True
CSNK2A2,CSNK2A2,CSNK2A2,CSNK2A2,unique_gene_symbol,10.71,0.0144334,0,True,True,True
CSNK2A3,CSNK2A3,CSNK2A3,CSNK2A3,unique_gene_symbol,6.8638,0.394937,0,True,True,True
CSNK2B,CSNK2B,CSNK2B,CSNK2B,unique_gene_symbol,3.6123,9.84798,0,True,True,True
CSPG4,CSPG4,CSPG4,CSPG4,unique_gene_symbol,11.1141,0.447332,0,True,True,True
CSPP1,CSPP1,CSPP1,CSPP1,unique_gene_symbol,11.1395,0.0729815,0,True,True,True
CSRNP1,CSRNP1,CSRNP1,CSRNP1,unique_gene_symbol,10.5132,0.496617,0,True,True,True
CSRNP2,CSRNP2,CSRNP2,CSRNP2,unique_gene_symbol,11.0912,0.0602685,0,True,True,True
CSRNP3,CSRNP3,CSRNP3,CSRNP3,unique_gene_symbol,9.83085,0.0400309,0,True,True,True
CSRP1,CSRP1,CSRP1,CSRP1,unique_gene_symbol,12.716,0.129493,0,True,True,True
CSRP2,CSRP2,CSRP2,CSRP2,unique_gene_symbol,10.0531,0.0983574,0,True,True,True
CSRP3,CSRP3,CSRP3,CSRP3,unique_gene_symbol,3.61651,2.24134,0,True,True,True
CST1,CST1,CST1,CST1,unique_gene_symbol,1.65123,2.87124,0,True,True,True
CST3,CST3,CST3,CST3,unique_gene_symbol,13.8314,0.106954,0,True,True,True
CST6,CST6,CST6,CST6,unique_gene_symbol,4.60938,3.39169,0,True,True,True
CST7,CST7,CST7,CST7,unique_gene_symbol,6.98874,0.630114,0,True,True,True
CSTA,CSTA,CSTA,CSTA,unique_gene_symbol,4.80375,2.18664,0,True,True,True
CSTB,CSTB,CSTB,CSTB,unique_gene_symbol,9.76822,0.223535,0,True,True,True
CSTF1,CSTF1,CSTF1,CSTF1,unique_gene_symbol,9.94296,0.012541,0,True,True,True
CSTF2,CSTF2,CSTF2,CSTF2,unique_gene_symbol,9.28765,0.0191943,0,True,True,True
CSTF2T,CSTF2T,CSTF2T,CSTF2T,unique_gene_symbol,10.9349,0.0321006,0,True,True,True
CSTF3,CSTF3,CSTF3,CSTF3,unique_gene_symbol,9.78361,0.0193546,0,True,True,True
CTAGE15,CTAGE15,CTAGE15,CTAGE15,unique_gene_symbol,4.18242,2.68079,0,True,True,True
CTAGE4,CTAGE4,CTAGE4,CTAGE4,unique_gene_symbol,5.59281,1.10678,0,True,True,True
CTAGE7P,CTAGE7P,CTAGE7P,CTAGE7P,unique_gene_symbol,6.96826,0.100595,0,True,True,True
CTB-113P19.1,CTB-113P19.1,CTB-113P19.1,CTB-113P19.1,unique_gene_symbol,7.90893,0.134939,0,True,True,True
CTB-178M22.2,CTB-178M22.2,CTB-178M22.2,CTB-178M22.2,unique_gene_symbol,6.65005,0.417274,0,True,True,True
CTBP1,CTBP1,CTBP1,CTBP1,unique_gene_symbol,11.7992,0.0137203,0,True,True,True
CTBP1-AS,CTBP1-AS,CTBP1-AS,CTBP1-AS,unique_gene_symbol,9.0568,0.15821,0,True,True,True
CTBP1-AS2,CTBP1-AS2,CTBP1-AS2,CTBP1-AS2,unique_gene_symbol,10.0068,0.0179393,0,True,True,True
CTBP2,CTBP2,CTBP2,CTBP2,unique_gene_symbol,11.914,0.0148682,0,True,True,True
CTBS,CTBS,CTBS,CTBS,unique_gene_symbol,9.96033,0.060157,0,True,True,True
CTC-338M12.4,CTC-338M12.4,CTC-338M12.4,CTC-338M12.4,unique_gene_symbol,8.256,0.0300002,0,True,True,True
CTC1,CTC1,CTC1,CTC1,unique_gene_symbol,11.9294,0.091236,0,True,True,True
CTCF,CTCF,CTCF,CTCF,unique_gene_symbol,11.397,0.0132602,0,True,True,True
CTD-2297D10.2,CTD-2297D10.2,CTD-2297D10.2,CTD-2297D10.2,unique_gene_symbol,7.52944,0.193751,0,True,True,True
CTD-3080P12.3,CTD-3080P12.3,CTD-3080P12.3,CTD-3080P12.3,unique_gene_symbol,8.67656,1.68865,0,True,True,True
CTDNEP1,CTDNEP1,CTDNEP1,CTDNEP1,unique_gene_symbol,11.9843,0.0168665,0,True,True,True
CTDP1,CTDP1,CTDP1,CTDP1,unique_gene_symbol,10.9046,0.0441473,0,True,True,True
CTDSP1,CTDSP1,CTDSP1,CTDSP1,unique_gene_symbol,13.1272,0.0251586,0,True,True,True
CTDSP2,CTDSP2,CTDSP2,CTDSP2,unique_gene_symbol,13.9153,0.0577152,0,True,True,True
CTDSPL,CTDSPL,CTDSPL,CTDSPL,unique_gene_symbol,12.1876,0.0186919,0,True,True,True
CTDSPL2,CTDSPL2,CTDSPL2,CTDSPL2,unique_gene_symbol,10.2727,0.0273459,0,True,True,True
CTF1,CTF1,CTF1,CTF1,unique_gene_symbol,8.47277,0.0971748,0,True,True,True
CTGF,CTGF,CTGF,CTGF,unique_gene_symbol,12.6215,0.354309,0,True,True,True
CTH,CTH,CTH,CTH,unique_gene_symbol,9.33777,0.609779,0,True,True,True
CTHRC1,CTHRC1,CTHRC1,CTHRC1,unique_gene_symbol,7.51386,0.457721,0,True,True,True
CTIF,CTIF,CTIF,CTIF,unique_gene_symbol,11.6648,0.0536839,0,True,True,True
CTLA4,CTLA4,CTLA4,CTLA4,unique_gene_symbol,4.60967,2.937,0,True,True,True
CTNNA1,CTNNA1,CTNNA1,CTNNA1,unique_gene_symbol,14.2796,0.0261091,0,True,True,True
CTNNA3,CTNNA3,CTNNA3,CTNNA3,unique_gene_symbol,6.34193,0.782268,0,True,True,True
CTNNAL1,CTNNAL1,CTNNAL1,CTNNAL1,unique_gene_symbol,10.3704,0.0904407,0,True,True,True
CTNNB1,CTNNB1,CTNNB1,CTNNB1,unique_gene_symbol,13.8913,0.0267501,0,True,True,True
CTNNBIP1,CTNNBIP1,CTNNBIP1,CTNNBIP1,unique_gene_symbol,10.4215,0.0656925,0,True,True,True
CTNNBL1,CTNNBL1,CTNNBL1,CTNNBL1,unique_gene_symbol,10.6343,0.0311535,0,True,True,True
CTNND1,CTNND1,CTNND1,CTNND1,unique_gene_symbol,9.38046,0.11052,0,True,True,True
CTNS,CTNS,CTNS,CTNS,unique_gene_symbol,11.494,0.0720402,0,True,True,True
CTPS1,CTPS1,CTPS1,CTPS1,unique_gene_symbol,10.6551,0.0726308,0,True,True,True
CTPS2,CTPS2,CTPS2,CTPS2,unique_gene_symbol,10.1898,0.0230387,0,True,True,True
CTR9,CTR9,CTR9,CTR9,unique_gene_symbol,11.2556,0.0347994,0,True,True,True
CTRL,CTRL,CTRL,CTRL,unique_gene_symbol,8.37372,0.158196,0,True,True,True
CTSA,CTSA,CTSA,CTSA,unique_gene_symbol,13.8919,0.0879193,0,True,True,True
CTSB,CTSB,CTSB,CTSB,unique_gene_symbol,16.3767,0.1826,0,True,True,True
CTSC,CTSC,CTSC,CTSC,unique_gene_symbol,13.1284,0.0498623,0,True,True,True
CTSD,CTSD,CTSD,CTSD,unique_gene_symbol,15.671,0.0816405,0,True,True,True
CTSF,CTSF,CTSF,CTSF,unique_gene_symbol,12.202,0.0501367,0,True,True,True
CTSG,CTSG,CTSG,CTSG,unique_gene_symbol,5.82079,3.07671,0,True,True,True
CTSH,CTSH,CTSH,CTSH,unique_gene_symbol,14.1583,0.158004,0,True,True,True
CTSK,CTSK,CTSK,CTSK,unique_gene_symbol,9.45673,0.586022,0,True,True,True
CTSL,CTSL,CTSL,CTSL,unique_gene_symbol,12.5542,0.154016,0,True,True,True
