gene_symbol,compartment_model,eligible_cohorts,contributing_cohorts,k,pooled_effect,tau2_reml,hk_scale,pooled_se_hk,pooled_se_modified_hk,ci_95_low_hk,ci_95_high_hk,ci_95_low_modified_hk,ci_95_high_modified_hk,p_value_hk,p_value_modified_hk,prediction_interval_95_low,prediction_interval_95_high,prediction_interval_95_low_modified_hk,prediction_interval_95_high_modified_hk,cochran_q,i2_percent,p_value_for_family,fdr_bh_canonical_union,fdr_lt_0_05
SSPN,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,1.3897556804517834,0.0,0.9614724835791199,0.22061979953379066,0.2249966520203477,0.6876450145530391,2.091866346350528,0.6737159165284239,2.105795444375143,0.00808216464150231,0.008543786377875263,0.44050529775094005,2.3390060631526266,0.42167322145194464,2.3578381394516224,2.8844174507373594,0.0,0.008543786377875263,0.44789906593284123,False
STAT1,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.07985730708665462,0.0,1.0047706656591286,0.203095176233585,0.203095176233585,-0.7261968003121707,0.5664821861388615,-0.7261968003121707,0.5664821861388615,0.7204472817367159,0.7204472817367159,-0.9537053215070371,0.7939907073337279,-0.9537053215070371,0.7939907073337279,3.0143119969773857,0.47480144695496473,0.7204472817367159,1.0,False
STRAP,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.508990984704883,0.2891687268974915,1.4485333798028914,0.4570474080157803,0.4570474080157803,-1.9635198196841983,0.9455378502744323,-1.9635198196841983,0.9455378502744323,0.3466241269245834,0.3466241269245834,-3.545521078336029,2.5275391089262627,-3.545521078336029,2.5275391089262627,7.363908145330814,59.26076288849161,0.3466241269245834,0.7754476896627108,False
STUB1,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7,3.0,-0.24180913435248505,1.0883853365095113,0.9730927548379102,0.6365025310646094,0.6452425746600619,-2.9804584871300683,2.496840218425098,-3.018063859564171,2.534445590859201,0.7405658500176924,0.7438479257078632,-15.770022426204992,15.286404157500023,-15.82815015843478,15.344531889729812,18.51331865628326,89.19696658858504,0.7438479257078632,1.0,False
TEK,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.43416895482731277,0.7375413137094149,0.9013546238942878,0.48277164625903396,0.5085034573468933,-1.9705637967601084,1.102225887105483,-2.052453903884925,1.1841159942302992,0.43475844765352717,0.4559608731520687,-4.673122195155467,3.8047842855008414,-4.728460131365215,3.860122221710589,15.693254498342016,80.88350634779454,0.4559608731520687,0.8686553860780287,False
TFDP1,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.02117240034564994,0.30395178927602007,1.1292424632678573,0.399188923626038,0.399188923626038,-1.2915697154495147,1.2492249147582148,-1.2915697154495147,1.2492249147582148,0.9610354414933181,0.9610354414933181,-2.9498335502512627,2.907488749559963,-2.9498335502512627,2.907488749559963,7.0388402836665325,57.379342631748145,0.9610354414933181,1.0,False
TFDP2,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.2934982206725113,0.4617467028818133,1.2442790706515734,0.48521944233289815,0.48521944233289815,-1.8376830421766641,1.2506866008316417,-1.8376830421766641,1.2506866008316417,0.5879479961724974,0.5879479961724974,-3.8861091864014448,3.299112745056422,-3.8861091864014448,3.299112745056422,10.236271835466766,70.69245475090294,0.5879479961724974,0.9739934456774502,False
TFPI,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.042540020266673105,1.0918590683460205,0.9834918641857172,0.5939569739065386,0.5989210814804877,-1.9327761973730282,1.8476961568396821,-1.9485742031807738,1.8634941626474277,0.9474106724491305,0.9478455751726025,-5.214042147068516,5.128962106535169,-5.2246302647964455,5.139550224263099,15.050826287416381,80.06753953098094,0.9478455751726025,1.0,False
TGFB1,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,0.7661722118560887,0.11287031782279545,0.8546420349623404,0.2666314371600822,0.2884159199313111,-0.08236802020649991,1.6147124439186773,-0.15169596691431397,1.6840403906264916,0.06386593319145108,0.07656825093535921,-1.0792728173545985,2.611617241066776,-1.1389560348538508,2.6713004585660283,4.0359554554590265,25.66815880135136,0.07656825093535921,0.4929110620530174,False
TGFB2,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,1.0952426867583043,0.18646721219116894,0.9901178472658535,0.32680457055874335,0.32843140434277107,0.05520468863380268,2.135280684882806,0.050027377468512935,2.1404579960480956,0.04401411154817365,0.044560628892840536,-1.2348272656422719,3.4253126391588804,-1.239058045712346,3.4295434192289544,5.217447186542824,42.50061586176103,0.044560628892840536,0.44789906593284123,False
TGFB3,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,0.9325877022773603,0.16498246171957023,0.7579006466940376,0.27408962695787836,0.31483750419730494,0.06031218164867058,1.8048632229060502,-0.06936574972009657,1.9345411542748172,0.04238364990548534,0.059442514059207224,-1.175745438119889,3.04092084267461,-1.278595375792997,3.143770780347718,4.76619945103026,37.056767539354205,0.059442514059207224,0.4690790195683884,False
TGFBR1,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,0.6748191409160416,0.18857912847584152,0.8143841633737751,0.29248113388602065,0.3241031095846818,-0.25598636298471433,1.6056246448167975,-0.3566216027126896,1.7062598845447727,0.10429581298170292,0.12874250027170947,-1.57791580676694,2.927554088599023,-1.6566547566894487,3.006293038521532,5.13882771751649,41.62092669940976,0.12874250027170947,0.56952190798163,False
TGFBR2,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.850026180047985,0.2714617370925325,1.1087322369412196,0.38147385733069816,0.38147385733069816,-2.0640462478723896,0.3639938877764196,-2.0640462478723896,0.3639938877764196,0.11217694577262079,0.11217694577262079,-3.6284341245819576,1.9283817644859873,-3.6284341245819576,1.9283817644859873,6.765842384904787,55.659623305838835,0.11217694577262079,0.5276698201083991,False
TGFBR3,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-2.1166026242476184,1.4067326153439639,0.964706863648192,0.7042709204149346,0.7170378354250027,-4.357907012840883,0.12470176434564628,-4.398537034344546,0.16533178584930885,0.05742231257031348,0.05993439020697856,-8.051659629273438,3.818454380778202,-8.079892845265697,3.846687596770459,11.059685596585155,72.87445493996417,0.05993439020697856,0.4690790195683884,False
TGIF1,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,0.06297000704289239,0.011731667306386898,0.6980616874925819,0.17774915256168924,0.2127456248300076,-0.5027071267943657,0.6286471408801504,-0.6140815206626392,0.7400215347484239,0.7465791893246551,0.7865458660547121,-0.8326272211094352,0.9585672351952199,-0.964205480843651,1.0901454949294358,2.273116984705166,0.0,0.7865458660547121,1.0,False
TGIF2,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.08691019515158142,0.0,0.8758602056355255,0.1896736845360677,0.20267010072812994,-0.6905365117129376,0.5167161214097749,-0.7318969084052954,0.5580765181021327,0.6779555613844368,0.6969782268796036,-0.9030101916823313,0.7291898013791686,-0.9589292572880681,0.7851088669849053,2.6275806169065765,0.0,0.6969782268796036,1.0,False
THBD,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,1.0986755213804076,2.1369713254467793,0.9893993229432522,0.7896479498447159,0.7938669240742549,-1.4143366790777632,3.611687721838578,-1.4277633380266466,3.625114380787462,0.2583453041967469,0.2603616919886088,-6.0500951847093125,8.247446227470128,-6.0587404380194805,8.256091480780295,23.8198623604646,87.40546878650609,0.2603616919886088,0.6831444904909687,False
THBS1,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.2984002164010187,0.4326269170977719,1.2603382134299952,0.48259351897386116,0.48259351897386116,-1.834228177813246,1.2374277450112088,-1.834228177813246,1.2374277450112088,0.5801322029787537,0.5801322029787537,-3.808487915041404,3.211687482239366,-3.808487915041404,3.211687482239366,9.855965914388552,69.56158304463743,0.5801322029787537,0.9698177522168012,False
TIMP1,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,0.3593083516473138,2.305828015424093,1.037500358298897,0.8441358561948649,0.8441358561948649,-2.327108685057533,3.0457253883521607,-2.327108685057533,3.0457253883521607,0.6990512564452052,0.6990512564452052,-7.115915691470716,7.8345323947653425,-7.115915691470716,7.8345323947653425,21.79748696874352,86.23694555110023,0.6990512564452052,1.0,False
TIMP2,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE30528;GSE104948_H7;GSE1009_donor_averaged,3.0,0.06814632866847324,3.9778285978058454,1.167335615370106,1.396643748321314,1.396643748321314,-5.9411267075337495,6.077419364870696,-5.9411267075337495,6.077419364870696,0.9655187111087785,0.9655187111087785,-30.86942016210394,31.005712819440884,-30.86942016210394,31.005712819440884,12.644627218235811,84.18300543399458,0.9655187111087785,1.0,False
TLL1,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,0.1295493579767338,0.0,1.1511395532063176,0.2191677835252847,0.2191677835252847,-0.5679403449405279,0.8270390608939956,-0.5679403449405279,0.8270390608939956,0.5960352809132679,0.5960352809132679,-0.8134535040814715,1.072552220034939,-0.8134535040814715,1.072552220034939,3.4534186596189524,13.129559555602283,0.5960352809132679,0.9783975365934774,False
TLL2,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE30528;GSE104948_H7;GSE1009_donor_averaged,3.0,0.7573999552496921,0.3988539035396587,1.0741295716962016,0.5443751598691289,0.5443751598691289,-1.584857312369015,3.0996572228683994,-1.584857312369015,3.0996572228683994,0.29868670560975574,0.29868670560975574,-9.836848995396332,11.351648905895717,-9.836848995396332,11.351648905895717,4.227383560504102,52.68941246103758,0.29868670560975574,0.7166777369113722,False
TMPRSS6,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,0.4365124911943822,1.3973796415470527,0.9841042996472004,0.667549501800836,0.6729191868845255,-1.6879279544056685,2.5609529367944326,-1.705016688860793,2.578041671249557,0.5598270641771816,0.5627713289110137,-5.4046487666530885,6.2776737490418535,-5.41604405900241,6.289069041391175,16.817446707540228,82.16138244900797,0.5627713289110137,0.9537877717258089,False
TNC,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,1.3256939596674695,0.18769743678074555,1.597856032979757,0.42631787368173285,0.42631787368173285,-0.03103978230736759,2.6824277016423066,-0.03103978230736759,2.6824277016423066,0.05289646285824276,0.05289646285824276,-1.289541639844866,3.9409295591798053,-1.289541639844866,3.9409295591798053,6.546085957199441,54.17108758401539,0.05289646285824276,0.46872114987964925,False
TNFRSF10A,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False
TNFRSF10B,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,1.3329176426336098,1.7783463013914524,0.936607032211532,0.7197366790614567,0.743695114573108,-0.9576056924226888,3.623440977689908,-1.0338521269971215,3.699687412264341,0.1611119712216574,0.17099571631522914,-5.187222968861841,7.85305825412906,-5.23681001696058,7.902645302227799,19.246754574778848,84.41295654109274,0.17099571631522914,0.5933789592277746,False
TNFRSF10D,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,1.144253906742977,0.9447033601150501,0.948052135179215,0.5509901131955095,0.5658843661656241,-0.6092425432439241,2.897750356729878,-0.6566427035786264,2.9451505170645804,0.1294072202558911,0.13638424485450976,-3.662973242459027,5.9514810559449804,-3.6948982749391837,5.983406088425137,13.45684261258843,77.70650897563742,0.13638424485450976,0.5742797806989474,False
TNN,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.23919534850224883,1.2011061044335647,0.9625924977881138,0.6063412677880986,0.618010553174406,-2.1688438759155226,1.6904531789110249,-2.2059807500784774,1.7275900530739798,0.7195911127510123,0.7245491577933382,-5.62826718391793,5.149876486913432,-5.65275181980141,5.174361122796912,16.061314902506727,81.32157909728933,0.7245491577933382,1.0,False
TNR,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,4.0,-0.2613867277495567,0.26480339303705114,0.9618970171685107,0.3482071678457098,0.35503683865575403,-1.3695373425334398,0.8467638870343264,-1.391272403169169,0.8684989476700555,0.507368324434837,0.5149374290920156,-2.9347562192647443,2.4119827637656313,-2.9513347063919033,2.4285612508927903,6.183541262076946,51.484111242230945,0.5149374290920156,0.9311686073419128,False
TNXB,small-sample glomerular sensitivity including donor-averaged GSE1009,GSE96804;GSE30528;GSE104948_H7;GSE1009_donor_averaged,GSE96804;GSE30528;GSE104948_H7,3.0,0.872210588117512,0.6010480734798748,0.983548348174641,0.501345926949866,0.5055215038412257,-1.2849068330221032,3.029328009257127,-1.302872890331991,3.047294066567015,0.2240336706736892,0.22660296313874465,-10.858829057205252,12.603250233440278,-10.88772384108989,12.632145017324913,9.85439035938485,79.70447762813357,0.22660296313874465,0.6478651561154543,False
