cohort,source_study,compartment,gene_symbol,n_case,n_control,case_mean,control_mean,raw_mean_difference,hedges_g,variance,welch_p_value,welch_p_for_canonical_union,welch_fdr_bh_canonical_union,analysis_tier
GSE30528,GSE30122,glomerular,VCAM1,9.0,13.0,0.23999383655555556,-0.270464014923077,0.5104578514786325,1.1080840486910404,0.21873044450827622,0.016012324430645056,0.016012324430645056,0.09719108549763628,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,VCAN,9.0,13.0,0.922096668888889,-0.2702017897692307,1.1922984586581196,1.1091581832029518,0.21878998491833984,0.046815643390324596,0.046815643390324596,0.18607435926205157,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,VEGFA,9.0,13.0,-1.136684371777778,0.7844383046153847,-1.9211226763931626,-1.9419375363079576,0.28231222290723357,7.548031881787168e-05,7.548031881787168e-05,0.0024042622343046524,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,VHL,9.0,13.0,0.056749421888888874,-0.017697959461538463,0.07444738135042733,0.5675306298162334,0.1960864634286783,0.19634672689995275,0.19634672689995275,0.4701513368888777,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,VPREB1,9.0,13.0,0.13602770744444445,-0.03956515892307692,0.17559286636752136,0.8707492351985462,0.20698929379915937,0.10879276797931613,0.10879276797931613,0.32389633964944686,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,VPREB3,9.0,13.0,0.2979172108888888,0.049025609615384616,0.24889160127350418,0.41279333515859423,0.1922941464729719,0.4346029230341103,0.4346029230341103,0.747899096122436,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,VTN,,,,,,,,,1.0,1.0,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,VWF,9.0,13.0,0.8099301699999999,-0.14387505107692308,0.953805221076923,1.6216684118204179,0.25377939898159196,0.010249596125241471,0.010249596125241471,0.07295848878240066,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,WTIP,,,,,,,,,1.0,1.0,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,WWTR1,9.0,13.0,0.06403165555555557,-0.04597113884615386,0.11000279440170943,0.30350385439815425,0.19033705277505145,0.5256282344292276,0.5256282344292276,0.842018414037342,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,XCL1,9.0,13.0,0.5008655671111111,-0.01763244861538463,0.5184980157264957,1.056355056397763,0.21593133816361607,0.035188216387366404,0.035188216387366404,0.1556541774684141,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,XCL2,,,,,,,,,1.0,1.0,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,XCR1,9.0,13.0,0.00547316311111112,0.03686230053846154,-0.031389137427350416,-0.13419387912191172,0.1884843879640327,0.7843249997795252,0.7843249997795252,1.0,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,XPO1,9.0,13.0,-0.2764421022222222,0.06048305230769229,-0.3369251545299145,-0.9347211355450121,0.20987677806505195,0.06373464074958317,0.06373464074958317,0.22974320786228497,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,YBX1,9.0,13.0,0.45872858655555554,-0.15818236323076923,0.6169109497863248,1.3938045702738922,0.23660146753709776,0.01326363905416767,0.01326363905416767,0.08801211338485834,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,YES1,9.0,13.0,0.014714400333333329,0.0008106047692307721,0.013903795564102556,0.10002533229468848,0.1882843147117046,0.8035773102611827,0.8035773102611827,1.0,primary glomerular meta-analysis
GSE30528,GSE30122,glomerular,ZFYVE9,9.0,13.0,0.1010438056666667,-0.0033161453076923117,0.104359950974359,0.48397754747976396,0.1938900446958012,0.3156694975186889,0.3156694975186889,0.6163820861773901,primary glomerular meta-analysis
GSE30529,GSE30122,tubulointerstitial,A2M,10.0,12.0,0.8662879822999999,-0.5463084368333333,1.4125964191333331,1.3402228827060865,0.22823826771655864,0.006293108415708476,0.006293108415708476,0.03421877701041484,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACAN,10.0,12.0,-0.07393269449999999,0.13776584616666665,-0.21169854066666666,-0.8347228586047001,0.20075238960026337,0.0554577439212429,0.0554577439212429,0.14144434361672048,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACKR2,10.0,12.0,-0.11418141239999999,0.13128287541666664,-0.24546428781666663,-0.8191005377981534,0.2001064756088639,0.05525932590801656,0.05525932590801656,0.14139886335286592,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACKR3,10.0,12.0,-0.5272813860000001,0.4635220675,-0.9908034535000001,-0.9443078774647747,0.205626267519384,0.027584731929488508,0.027584731929488508,0.0878001833365427,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACKR4,10.0,12.0,0.49027700100000005,-0.3669075016666667,0.8571845026666667,1.6639575318130322,0.25255220002526624,0.001236532493007205,0.001236532493007205,0.012709358386016332,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACTA1,10.0,12.0,-0.1908512107,0.17651478399999998,-0.3673659947,-1.689445837399492,0.2546890142709951,0.00048447885675955695,0.00048447885675955695,0.007586938896854661,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACTA2,10.0,12.0,-0.17398602700000004,0.127395073,-0.30138110000000007,-1.4063548409413027,0.23277918179930923,0.0022210277461626004,0.0022210277461626004,0.01739064725245316,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACTB,10.0,12.0,0.7865798510000002,-0.44323774,1.2298175910000002,1.9930361288387406,0.28263815860474617,0.00019990107647238818,0.00019990107647238818,0.004603604202290587,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACTC1,10.0,12.0,0.055973530100000016,0.027107278999999995,0.02886625110000002,0.0709505348803319,0.18345918279332846,0.8775650038872059,0.8775650038872059,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACTG1,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACTG2,10.0,12.0,0.058105136400000014,0.16989028333333334,-0.11178514693333333,-0.29278927947023947,0.18547647238765086,0.49275981806889374,0.49275981806889374,0.7225298455954003,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ACTN1,10.0,12.0,0.548062286,-0.055284101666666675,0.6033463876666666,1.1061916697448138,0.2139248335886538,0.02858282739915902,0.02858282739915902,0.08988093917084945,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAM10,10.0,12.0,0.5553653275,-0.18951892941666668,0.7448842569166667,1.6394599189534167,0.25052905397970193,0.002034330532967053,0.002034330532967053,0.016421451621785592,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAM12,10.0,12.0,0.5618314719999999,-0.003027758416666656,0.5648592304166666,0.987406751655144,0.2077076356636874,0.04343675843710893,0.04343675843710893,0.11933677844300454,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAM15,10.0,12.0,-0.020068070799999997,0.17675657983333334,-0.19682465063333335,-0.575953536225223,0.1916263952305918,0.17520505716239115,0.17520505716239115,0.3378954673846115,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAM17,10.0,12.0,0.23294084229999998,0.04451665575,0.18842418654999998,0.4847090360876914,0.18920690457495978,0.2634649761631403,0.2634649761631403,0.4615057636146283,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAM19,10.0,12.0,0.13862076230000003,0.13197374375000004,0.0066470185499999945,0.01276562446635115,0.1833374073625337,0.977458664152504,0.977458664152504,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAM8,10.0,12.0,0.219151115,-0.022940713749999998,0.24209182875000002,0.5754551913743623,0.1916120502653259,0.182564864002545,0.182564864002545,0.3478060547785711,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAM9,10.0,12.0,0.027716921000000012,-0.48550947083333335,0.5132263918333334,0.6458647958223356,0.193761866695399,0.1183911172853485,0.1183911172853485,0.24786161720435262,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS1,10.0,12.0,0.6373054499999998,-0.4780667641666667,1.1153722141666664,0.7490314125457912,0.1973595347578419,0.07051446665785897,0.07051446665785897,0.16635496628051627,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS13,10.0,12.0,0.008422661300000004,0.11232698133333334,-0.10390432003333333,-0.39785459459551303,0.18729054029435233,0.3281402544787763,0.3281402544787763,0.5455070472545263,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS14,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS16,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS18,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS2,10.0,12.0,0.010127451199999995,0.15905379900000002,-0.14892634780000003,-0.2934854374990464,0.1854866758839335,0.462446152069044,0.462446152069044,0.6875723711793862,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS3,10.0,12.0,0.3436529644,-0.07497209283333334,0.4186250572333333,1.0751775831853245,0.2122335042179392,0.017150955324481323,0.017150955324481323,0.06364548824203259,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS4,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS5,10.0,12.0,0.48463139870000005,-0.22144798033333335,0.7060793790333334,1.3290664337977083,0.22749377296952727,0.00506436368104471,0.00506436368104471,0.029567266033157034,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS8,10.0,12.0,-0.010899924399999997,0.08203806583333333,-0.09293799023333332,-0.36368887307561365,0.18664007324330856,0.36001294448871485,0.36001294448871485,0.5800208550095961,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADAMTS9,10.0,12.0,0.0378158561,0.28746414308333335,-0.24964828698333336,-0.5170915401427173,0.1900179248555125,0.21143945887811677,0.21143945887811677,0.3895461089448598,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ADRM1,10.0,12.0,0.023139570799999953,0.03245894174999999,-0.009319370950000037,-0.012560155199486658,0.1833372772707992,0.9773667989331917,0.9773667989331917,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,AGRN,10.0,12.0,0.2467228863,-0.09778157833333334,0.34450446463333334,0.6621790539954646,0.19429536082209153,0.15505406900237526,0.15505406900237526,0.3051454194391866,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,AJUBA,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ANGPT1,10.0,12.0,-0.17129478950000002,0.29845495675,-0.46974974625,-0.8961903922931049,0.20341226381429506,0.03912585205243997,0.03912585205243997,0.11060732412588035,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ANGPT2,10.0,12.0,0.036907076300000015,0.05217671191666667,-0.015269635616666652,-0.05779606833959424,0.18341684297122118,0.8958149499820705,0.8958149499820705,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ANGPT4,10.0,12.0,-0.02033643650000001,0.09370160516666665,-0.11403804166666666,-0.3102806983199838,0.18574018612708174,0.4446128421006906,0.4446128421006906,0.6720692188510439,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ANO5,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ANO6,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,APOB,10.0,12.0,-0.020289063899999998,0.060455024666666655,-0.08074408856666665,-0.4151556395534063,0.18764218845965827,0.3247193841746641,0.3247193841746641,0.5421221275240128,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,APP,10.0,12.0,-0.0221280094,0.145170447,-0.16729845640000002,-0.5101403492646129,0.18983941273202884,0.21083644695695458,0.21083644695695458,0.3893512687907911,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ARHGEF18,10.0,12.0,0.0475671783,-0.016892905249999982,0.06446008354999998,0.22814848543044983,0.18463462661843852,0.5776096179994746,0.5776096179994746,0.8111635900863824,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ARNT,10.0,12.0,0.4461675653,-0.27711832333333336,0.7232858886333333,1.3904716987654524,0.2316686219600254,0.0050978044884753505,0.0050978044884753505,0.029567266033157034,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ASPN,10.0,12.0,0.45463286180000007,0.3343697853333334,0.12026307646666667,0.12827013426489478,0.18374466401694167,0.7635895831237268,0.7635895831237268,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ATP1B1,10.0,12.0,-0.477207096,0.291086035,-0.7682931310000001,-1.073214978022583,0.21212809305963365,0.028294785745515593,0.028294785745515593,0.08933394047878511,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ATP1B2,10.0,12.0,-0.5066695693,0.12239269416666666,-0.6290622634666666,-1.5423394216466473,0.24280360562246617,0.002281088351230646,0.002281088351230646,0.017684080980332632,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ATP1B3,10.0,12.0,-0.24376124759999995,-0.12092392166666666,-0.1228373259333333,-0.14263090820642776,0.1838419227327281,0.7232763549285969,0.7232763549285969,0.958419973698998,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,ATP1B4,10.0,12.0,-0.022134756300000002,0.08643478066666667,-0.10856953696666667,-0.6041580659790344,0.1924585075505215,0.13822366374356954,0.13822366374356954,0.27894105337941993,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,BAMBI,10.0,12.0,0.286137296,-0.035533228750000034,0.32167052475,0.4949761210470831,0.18945836734350374,0.23265336678529464,0.23265336678529464,0.42071036072259976,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,BCAN,10.0,12.0,-0.0261534932,0.1225888745,-0.1487423677,-0.7279976005921251,0.19658284599503062,0.08477467102205326,0.08477467102205326,0.1901881828066223,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,BGN,10.0,12.0,0.529843756,-0.16330417083333335,0.6931479268333334,0.8338162720665762,0.2007145727224084,0.0757340826031529,0.0757340826031529,0.17492562441967174,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,BMP1,10.0,12.0,0.007869913299999993,0.2495170474166667,-0.2416471341166667,-0.36020751895340053,0.18657706975109742,0.37407318566881254,0.37407318566881254,0.5965362614637071,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,BMP10,10.0,12.0,-0.164635373,0.11810731800000003,-0.28274269100000005,-0.9904702829322668,0.20785911786763145,0.026502930679172282,0.026502930679172282,0.08682759297820877,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,BMP2,10.0,12.0,0.1477926237,0.3588895000000001,-0.2110968763000001,-0.272441925016129,0.18518894839599567,0.5081951754523758,0.5081951754523758,0.7409996692350285,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,BMP4,10.0,12.0,-0.011924501500000007,0.03098189824999999,-0.04290639975,-0.07343359514192359,0.18346814565572,0.8613794306892166,0.8613794306892166,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,BMP7,10.0,12.0,-0.0940905608,0.1737631553333333,-0.2678537161333333,-0.6963755699314104,0.19545680669326573,0.09448408031067362,0.09448408031067362,0.20607530608149707,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,BSG,10.0,12.0,0.14644074150000003,-0.010175269166666648,0.15661601066666667,0.23974356619483828,0.18477025777162878,0.5719240125574974,0.5719240125574974,0.8097947591908146,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C1QA,10.0,12.0,1.3424161769999998,-0.2871960405,1.6296122174999998,1.5342117305775786,0.24217847418937954,0.00627381219976315,0.00627381219976315,0.03421877701041484,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C1QB,10.0,12.0,1.8055995675999998,-0.48250381916666657,2.2881033867666662,1.8781938956876567,0.27152364107829274,0.001357198953060802,0.001357198953060802,0.013119589879587753,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C1QC,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C1R,10.0,12.0,0.948348566,-0.3940285449999999,1.3423771109999998,1.2755688832316427,0.22401023273005383,0.013944979161422648,0.013944979161422648,0.05564652475184176,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C1S,10.0,12.0,1.7878849947,-0.6774617826666668,2.465346777366667,2.5191701109525755,0.3419887845312536,8.73243584909536e-05,8.73243584909536e-05,0.003418748634920834,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C2,10.0,12.0,0.382224078,-0.17555118083333332,0.5577752588333333,1.0624473041723428,0.2115531901869103,0.02439768742695335,0.02439768742695335,0.08234219506596754,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C3,10.0,12.0,2.9965599650000003,-0.5880460358333333,3.5846060008333334,2.7962043247531727,0.378802298977542,4.467299639256999e-05,4.467299639256999e-05,0.0024984968696701647,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C3AR1,10.0,12.0,0.8154343211,-0.12776104725,0.9431953683500001,1.5138152670639708,0.24062424990323233,0.005499754571320824,0.005499754571320824,0.031205129198146414,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C4A,10.0,12.0,0.14235352959999995,-0.23218921466666667,0.3745427442666666,0.3539619795431848,0.18646556040738657,0.3791882675297575,0.3791882675297575,0.6022401896060854,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C4B,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C4BPA,10.0,12.0,0.34524879090000005,-0.03390586625000001,0.3791546571500001,1.2584327722757718,0.22292465939177541,0.010354373720309748,0.010354373720309748,0.04615680392675156,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C4BPB,10.0,12.0,-0.1708951945,0.18795593641666666,-0.35885113091666665,-1.9133919997203845,0.2748600569481826,0.00011625229851962033,0.00011625229851962033,0.003792731239202613,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C5,10.0,12.0,-0.2933344381,-0.20073917975000002,-0.09259525834999996,-0.1261214311058223,0.18373099871793783,0.7707695352910808,0.7707695352910808,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C5AR1,10.0,12.0,0.054920673399999995,0.015690248333333334,0.03923042506666666,0.14366870366548196,0.18384935074365633,0.7157841724984794,0.7157841724984794,0.9547853612713959,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C5AR2,10.0,12.0,-0.11950602429999999,0.14810403283333334,-0.2676100571333333,-1.2200691009392022,0.22054754860999815,0.006081601752960744,0.006081601752960744,0.033772299096228815,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C6,10.0,12.0,0.5100116770000002,-0.21344427949999992,0.7234559565,0.9378258160469066,0.20532126486443447,0.04868112016822062,0.04868112016822062,0.12834113498894525,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C7,10.0,12.0,0.8874951379999999,-0.6709207804166666,1.5584159184166664,1.4638511175130808,0.2369048356894407,0.0018369681491683543,0.0018369681491683543,0.015301553838285334,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C8A,10.0,12.0,-0.09842986679999999,0.02188936966666666,-0.12031923646666665,-0.410115419072543,0.1875381997573595,0.34080019351462465,0.34080019351462465,0.556941705886722,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C8B,10.0,12.0,-0.1922105744,0.19158657308333327,-0.38379714748333327,-1.1855920476854724,0.2184740459217091,0.008989457524725637,0.008989457524725637,0.04168600993649337,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C8G,10.0,12.0,0.020183180899999997,0.11470520483333334,-0.09452202393333334,-0.27691886655365583,0.18525043479966735,0.5049870322865669,0.5049870322865669,0.7376956087320558,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,C9,10.0,12.0,-0.060589337099999994,0.25301967333333336,-0.31360901043333334,-0.9381076263719306,0.20533448129976276,0.027579205523690954,0.027579205523690954,0.0878001833365427,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CA9,10.0,12.0,-0.32036729110000006,0.20962747008333338,-0.5299947611833334,-2.039299668114123,0.2873019117425926,5.904259028894099e-05,5.904259028894099e-05,0.00288939676226505,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN1,10.0,12.0,0.2586237067,-0.09549673958333331,0.35412044628333333,0.9376759317172604,0.20531423715637914,0.03848120595180499,0.03848120595180499,0.10956648821913932,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN10,10.0,12.0,-0.012935852999999997,0.046409805666666665,-0.05934565866666666,-0.34608553221179117,0.1863277132234913,0.4037444761282695,0.4037444761282695,0.6297448701363247,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN11,10.0,12.0,-0.0569694511,0.1596442468333333,-0.2166136979333333,-0.9730940777738121,0.20700613543829496,0.026076107526024246,0.026076107526024246,0.08638895224741869,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN12,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN13,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN14,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN15,10.0,12.0,-0.0022625420000000006,0.025216540250000002,-0.027479082250000002,-0.07005946199312932,0.18345604153870249,0.8743324858565237,0.8743324858565237,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN2,10.0,12.0,-0.1338408944,0.1841374241666667,-0.3179783185666667,-1.4511813736282,0.23598151781246907,0.0017348468703083536,0.0017348468703083536,0.015262753926420684,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN3,10.0,12.0,0.06710771600000003,0.049935772499999954,0.01717194350000007,0.013603091937887647,0.18333795943609008,0.9743188468858173,0.9743188468858173,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN5,10.0,12.0,-0.07080521749999999,0.136049785,-0.2068550025,-0.6095743910066632,0.19262285678761193,0.13756387656027666,0.13756387656027666,0.27842135507832777,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN6,10.0,12.0,1.7444690610000002,-0.4241399033333333,2.1686089643333335,1.8582763548436334,0.26966310860760684,0.00017584123444195615,0.00017584123444195615,0.004302527922480745,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN7,10.0,12.0,0.13475557300000002,-0.13886026749999997,0.2736158405,0.46793796753799655,0.1888074818699231,0.31173144984896795,0.31173144984896795,0.5260468216201334,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN8,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPN9,10.0,12.0,-0.1339219084,0.20106248133333335,-0.33498438973333333,-1.5102197605497034,0.2403524264622034,0.0013167783720352984,0.0013167783720352984,0.012887968316295484,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPNS1,10.0,12.0,-0.046511276000000004,-0.4551360199999999,0.40862474399999993,0.4491986833936696,0.18837781976239848,0.277984645531212,0.277984645531212,0.48049001644798894,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAPNS2,,,,,,,,,1.0,1.0,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CASK,10.0,12.0,0.3335205114,-0.1250483191666667,0.4585688305666667,1.0091048965618525,0.208790650639961,0.042808925674591845,0.042808925674591845,0.11886308086243055,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CASP3,10.0,12.0,0.827294298,-0.3366732221666666,1.1639675201666666,2.2975175401242423,0.31529800451279705,7.384159173731979e-05,7.384159173731979e-05,0.003212109240573411,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAST,10.0,12.0,0.1889561406,-0.02569435033333334,0.21465049093333333,0.6487783305199791,0.1938561663871406,0.1570856212649482,0.1570856212649482,0.3082657680462518,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CAV1,10.0,12.0,0.5738654129999999,-0.33973347416666666,0.9135988871666666,1.2204636920757883,0.22057162392521495,0.010304001916336266,0.010304001916336266,0.04615680392675156,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CBL,10.0,12.0,-0.1434151196,0.30525771891666664,-0.4486728385166666,-1.3942397908101967,0.23193094819029486,0.0023657197649458563,0.0023657197649458563,0.01794291911241199,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL1,10.0,12.0,-0.15024003969999997,0.12420924441666666,-0.27444928411666664,-1.4362642972243893,0.23490471162037002,0.0017955208072610803,0.0017955208072610803,0.015295311609437149,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL11,10.0,12.0,-0.048156874399999994,0.05319408691666666,-0.10135096131666665,-0.22812996279889372,0.18463441533149894,0.6153673074056383,0.6153673074056383,0.8528010649533005,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL13,10.0,12.0,0.22139563219999997,-0.06681601124999999,0.28821164344999994,1.0611710760098232,0.21148543464732947,0.03682141980064857,0.03682141980064857,0.1059969547937788,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL16,10.0,12.0,-0.21431124959999998,0.27486875475,-0.48918000435,-1.5227155536027717,0.2412998997629282,0.0011322530673381823,0.0011322530673381823,0.01214954304012933,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL17,10.0,12.0,-0.19789814909999998,0.21412606875000004,-0.41202421785,-1.3084447786073814,0.2261340267999563,0.004267376198394068,0.004267376198394068,0.027165492384898824,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL19,10.0,12.0,1.8873782250000002,-0.15450461749999997,2.0418828425,1.411320643220555,0.23312898228284534,0.011383039676163274,0.011383039676163274,0.04817794630505861,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL2,10.0,12.0,1.029461919,-0.7885351125,1.8179970315,2.73944829712361,0.3709477576486695,5.779374051556535e-06,5.779374051556535e-06,0.0009050499764737534,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL20,10.0,12.0,0.9323613270000001,-0.16700855833333336,1.0993698853333334,1.3252727664315234,0.22724203096945989,0.006754629089888223,0.006754629089888223,0.03502649567437287,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL21,10.0,12.0,0.3017889488,0.07146541249999999,0.23032353630000002,0.3832741496957446,0.18700581017895823,0.4059647630693564,0.4059647630693564,0.6319491242212844,compartment-specific contextual analysis
GSE30529,GSE30122,tubulointerstitial,CCL22,10.0,12.0,0.014586256800000003,0.1573610666666667,-0.14277480986666669,-0.30069964191344684,0.1855938401995052,0.4820393642018487,0.4820393642018487,0.709467710845954,compartment-specific contextual analysis
