gene_symbol,compartment_model,eligible_cohorts,contributing_cohorts,k,pooled_effect,tau2_reml,hk_scale,pooled_se_hk,pooled_se_modified_hk,ci_95_low_hk,ci_95_high_hk,ci_95_low_modified_hk,ci_95_high_modified_hk,p_value_hk,p_value_modified_hk,prediction_interval_95_low,prediction_interval_95_high,prediction_interval_95_low_modified_hk,prediction_interval_95_high_modified_hk,cochran_q,i2_percent,p_value_for_family,fdr_bh_canonical_union,fdr_lt_0_05
RPS27A,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE30528,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False
SCUBE1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False
SCUBE3,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE30528,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False
SDC1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.6019221266360985,1.6156727464332155,0.9985702730889782,0.7718084987358199,0.7723608287576557,-3.922746070565608,2.718901817293411,-3.9251225548417823,2.721278301569585,0.517098507870937,0.5173633768942707,-19.49686930719068,18.293025053918484,-19.500512714473654,18.29666846120146,21.60914792702407,90.7446605171376,0.5173633768942707,0.954662526352791,False
SDC2,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.5993583610318087,1.3568464111132577,1.042390879191272,0.7320383345788547,0.7320383345788547,-3.749065099588768,2.5503483775251503,-3.749065099588768,2.5503483775251503,0.49896488578507936,0.49896488578507936,-18.08009718607664,16.881380464013024,-18.08009718607664,16.881380464013024,13.24437915129862,84.8992544146254,0.49896488578507936,0.9391574653118201,False
SDC3,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.11259165786540097,0.32507372575912885,0.9864123102817476,0.3959618747798902,0.39867970669603653,-1.5910947835330083,1.8162780992638101,-1.6027886704460155,1.8279719861768173,0.8028794255089613,0.8041715098195031,-8.707560476859936,8.932743792590738,-8.727304411025699,8.952487726756502,6.462340386046537,69.05145998935009,0.8041715098195031,1.0,False
SDC4,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.5549275005208832,0.8625406466472553,0.9754576455806119,0.5766200593867402,0.5838288312532347,-3.035923373069538,1.9260683720277716,-3.0669402150190512,1.957085213977285,0.4374043607590689,0.44218016297545515,-14.445031461865142,13.335176460823376,-14.493563156903665,13.3837081558619,14.49470184214302,86.20185484474717,0.44218016297545515,0.8900438756035511,False
SELE,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.8660565486902626,0.2871136048563066,1.0598618431767926,0.4001959768593671,0.4001959768593671,-0.8558477635784457,2.587960860958971,-0.8558477635784457,2.587960860958971,0.16289530895904747,0.16289530895904747,-7.631634548307772,9.363747645688298,-7.631634548307772,9.363747645688298,5.3029755452455545,62.28532485326802,0.16289530895904747,0.7521577393329717,False
SELL,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.11077841916736354,1.7855019947516073,0.9797044528122854,0.7994074659320661,0.8076452793607239,-3.3287942963073407,3.550351134642068,-3.3642387467433217,3.585795585078049,0.9024792687880976,0.9034646429973245,-19.674028010851803,19.89558484918653,-19.727969179787156,19.949526018121883,28.365011217262005,92.9490597247398,0.9034646429973245,1.0,False
SELP,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.19295104044378025,0.009498613119102727,0.8602082278091912,0.199855042717547,0.21548314956060596,-1.0528578855466293,0.6669558046590687,-1.1201002021157331,0.7341981212281725,0.4361775253488271,0.46504774790579634,-3.018207913699717,2.6323058328121567,-3.1979510227411594,2.812048941853599,1.8529582268372942,0.0,0.46504774790579634,0.9149054939955742,False
SELPLG,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.6819109296242029,0.8841415504743481,0.9536274541278891,0.5802676967752838,0.5942087209875146,-1.814779459891405,3.1786013191398106,-1.8747628457736636,3.238584705022069,0.36088989519479414,0.36988824077196647,-13.35745148475451,14.721273344002917,-13.451282072867505,14.815103932115912,15.036030298226315,86.69861685343953,0.36988824077196647,0.844380444677696,False
SEM1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,False
SERPINA10,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.03340435960218041,0.9331273495039349,1.040640949589678,0.6179145925154658,0.6179145925154658,-2.692076267840876,2.625267548636515,-2.692076267840876,2.625267548636515,0.9618018236103375,0.9618018236103375,-14.60374730170495,14.53693858250059,-14.60374730170495,14.53693858250059,11.26570194680609,82.24700059132121,0.9618018236103375,1.0,False
