cohort,gene_symbol,hedges_g_highest_mean,hedges_g_median_probe,direction_changed
GSE30528,TGFB3,0.23797599387294993,0.23797599387294993,False
GSE30528,TGFBR1,1.0585102518394198,1.0585102518394198,False
GSE30528,TGFBR2,-1.346349333047674,-1.3640690620105012,False
GSE30528,TGFBR3,-3.669461949785813,-3.669461949785813,False
GSE30528,TGIF1,0.5748640172903949,0.5748640172903949,False
GSE30528,TGIF2,-0.19158894791759357,0.2949853996083936,True
GSE30528,THBD,-0.42861499576917966,-0.3875651242783141,False
GSE30528,THBS1,0.5935071020133793,-0.3769082128358132,True
GSE30528,TIMP1,-0.6909428210807919,-0.6909428210807919,False
GSE30528,TIMP2,-1.8390423456372744,-1.8390423456372744,False
GSE30528,TLL1,0.33740201140988346,0.33740201140988346,False
GSE30528,TLL2,0.06480868123180528,0.4927421571538442,False
GSE30528,TMPRSS6,1.5321262175200225,1.5321262175200225,False
GSE30528,TNC,1.4282354440235703,1.5600285679128154,False
GSE30528,TNFRSF10B,-0.16940970514386502,-0.2138770146025782,False
GSE30528,TNFRSF10D,-0.0003729390175617855,-0.0003729390175617855,False
GSE30528,TNN,0.7367942441271537,0.7367942441271537,False
GSE30528,TNR,0.2821977368355219,0.175686887193296,False
GSE30528,TNXB,0.9968796702273176,1.3057931047961229,False
GSE30528,TPSAB1,1.3027117471820617,1.8205224905917006,False
GSE30528,TREM1,-0.13496976316892495,-0.13496976316892495,False
GSE30528,TRIM33,0.2217142808749245,-0.5605861743313296,True
GSE30528,TSPAN7,-1.0070128502832671,-1.0070128502832671,False
GSE30528,TTR,0.7479435499015611,0.7479435499015611,False
GSE30528,UBA52,0.8104079507213025,0.8104079507213025,False
GSE30528,UBB,-1.4675785914655162,-1.4675785914655162,False
GSE30528,UBC,-0.9100833638905133,-0.7968283214441516,False
GSE30528,UBE2D1,0.33968678598407,0.23592949864795998,False
GSE30528,UBE2D2,-0.44108248329314287,-0.6962444017738955,False
GSE30528,UBE2D3,0.6127273708773413,0.5531120320445013,False
GSE30528,UBE2M,0.2739494274371112,0.2739494274371112,False
GSE30528,UCHL5,0.3036439961849487,-0.06443734852745825,True
GSE30528,USP9X,-2.768295784663819,-2.0542817794983446,False
GSE30528,UTRN,-0.10761272263309839,0.09171548222707791,True
GSE30528,VCAM1,1.1080840486910404,1.1080840486910404,False
GSE30528,VCAN,1.1091581832029518,1.2762058576844757,False
GSE30528,VEGFA,-1.9419375363079576,-2.772378659518377,False
GSE30528,VHL,0.5675306298162334,0.5675306298162334,False
GSE30528,VPREB1,0.8707492351985462,0.8707492351985462,False
GSE30528,VPREB3,0.41279333515859423,0.41279333515859423,False
GSE30528,VWF,1.6216684118204179,1.6216684118204179,False
GSE30528,WWTR1,0.30350385439815425,-1.1288663136803003,True
GSE30528,XCL1,1.056355056397763,1.4528126757368822,False
GSE30528,XCR1,-0.13419387912191172,-0.13419387912191172,False
GSE30528,XPO1,-0.9347211355450121,-0.9347211355450121,False
GSE30528,YBX1,1.3938045702738922,1.359875576887029,False
GSE30528,YES1,0.10002533229468848,-0.4855310219963675,True
GSE30528,ZFYVE9,0.48397754747976396,-0.7726122623184942,True
GSE30529,A2M,1.3402228827060865,1.3402228827060865,False
GSE30529,ACAN,-0.8347228586047001,-0.657226712126931,False
GSE30529,ACKR2,-0.8191005377981534,-0.8191005377981534,False
GSE30529,ACKR3,-0.9443078774647747,-0.9443078774647747,False
GSE30529,ACKR4,1.6639575318130322,1.6639575318130322,False
GSE30529,ACTA1,-1.689445837399492,-1.689445837399492,False
GSE30529,ACTA2,-1.4063548409413027,0.5285799203860255,True
GSE30529,ACTB,1.9930361288387406,1.3002289930397828,False
GSE30529,ACTC1,0.0709505348803319,0.0709505348803319,False
GSE30529,ACTG2,-0.29278927947023947,-0.29278927947023947,False
GSE30529,ACTN1,1.1061916697448138,1.6736451705181843,False
GSE30529,ADAM10,1.6394599189534167,1.7389580733829801,False
GSE30529,ADAM12,0.987406751655144,0.40898520992562815,False
GSE30529,ADAM15,-0.575953536225223,-0.575953536225223,False
GSE30529,ADAM17,0.4847090360876914,0.6820497052900594,False
GSE30529,ADAM19,0.01276562446635115,-0.34359735362583427,True
GSE30529,ADAM8,0.5754551913743623,-0.12045551734709838,True
GSE30529,ADAM9,0.6458647958223356,0.6458647958223356,False
GSE30529,ADAMTS1,0.7490314125457912,0.7490314125457912,False
GSE30529,ADAMTS13,-0.39785459459551303,-0.39785459459551303,False
GSE30529,ADAMTS2,-0.2934854374990464,-0.6376589144804695,False
GSE30529,ADAMTS3,1.0751775831853245,1.0751775831853245,False
GSE30529,ADAMTS5,1.3290664337977083,1.3290664337977083,False
GSE30529,ADAMTS8,-0.36368887307561365,-0.5904849621314122,False
GSE30529,ADAMTS9,-0.5170915401427173,-0.5170915401427173,False
GSE30529,ADRM1,-0.012560155199486658,-0.012560155199486658,False
GSE30529,AGRN,0.6621790539954646,-0.18593361447942414,True
GSE30529,ANGPT1,-0.8961903922931049,-0.37587444789940283,False
GSE30529,ANGPT2,-0.05779606833959424,-0.11457999948536635,False
GSE30529,ANGPT4,-0.3102806983199838,-0.3102806983199838,False
GSE30529,APOB,-0.4151556395534063,-0.4151556395534063,False
GSE30529,APP,-0.5101403492646129,0.36297854077438735,True
GSE30529,ARHGEF18,0.22814848543044983,0.22814848543044983,False
GSE30529,ARNT,1.3904716987654524,-0.37707509684088075,True
GSE30529,ASPN,0.12827013426489478,0.12827013426489478,False
GSE30529,ATP1B1,-1.073214978022583,-0.5956548976194936,False
GSE30529,ATP1B2,-1.5423394216466473,-1.5423394216466473,False
GSE30529,ATP1B3,-0.14263090820642776,-0.14263090820642776,False
GSE30529,ATP1B4,-0.6041580659790344,-0.6041580659790344,False
GSE30529,BAMBI,0.4949761210470831,0.4949761210470831,False
GSE30529,BCAN,-0.7279976005921251,-1.4302096787006087,False
GSE30529,BGN,0.8338162720665762,0.8874320459390724,False
GSE30529,BMP1,-0.36020751895340053,-0.5270188107476765,False
GSE30529,BMP10,-0.9904702829322668,-0.9904702829322668,False
GSE30529,BMP2,-0.272441925016129,-0.3027160629928305,False
GSE30529,BMP4,-0.07343359514192359,-0.07343359514192359,False
GSE30529,BMP7,-0.6963755699314104,-1.7234148107252474,False
GSE30529,BSG,0.23974356619483828,0.23974356619483828,False
GSE30529,C1QA,1.5342117305775786,1.5342117305775786,False
GSE30529,C1QB,1.8781938956876567,1.8781938956876567,False
GSE30529,C1R,1.2755688832316427,1.2755688832316427,False
GSE30529,C1S,2.5191701109525755,2.5191701109525755,False
GSE30529,C2,1.0624473041723428,1.0624473041723428,False
GSE30529,C3,2.7962043247531727,2.7962043247531727,False
